date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2020-01-31,xxx64,51.28,52.76,49.49,49.71,-0.02,,,,,,
2020-02-28,xxx64,49.75,53.28,41.47,42.72,-0.14,,,,,,
2020-03-31,xxx64,42.93,44.98,22.85,30.57,-0.28,,,,,,
2020-04-30,xxx64,28.46,37.73,26.82,36.08,0.18,,,,,,
2020-05-29,xxx64,35.0,38.45,29.18,36.01,-0.0,,,,,,
2020-06-30,xxx64,35.82,43.02,34.82,36.52,0.01,,,,,,
2020-07-31,xxx64,36.51,39.52,35.15,37.85,0.04,,,,,,
2020-08-31,xxx64,37.47,41.48,36.57,38.46,0.02,,,,,,
2020-09-30,xxx64,38.32,40.1,35.19,37.17,-0.03,,,,,,
2020-10-30,xxx64,37.24,41.24,35.9,37.85,0.02,,,,,,
2020-11-30,xxx64,38.09,48.84,37.41,46.17,0.22,keep,0,1000000,0.0,0.0,1000000.0
2020-12-31,xxx64,47.29,48.89,44.62,46.95,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2021-01-29,xxx64,47.03,52.38,45.73,48.15,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2021-02-26,xxx64,48.46,60.2,47.69,57.6,0.2,keep,0,1000000.0,0.0,0.0,1000000.0
2021-03-31,xxx64,58.74,62.66,57.28,60.79,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2021-04-30,xxx64,60.75,64.81,60.48,63.63,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2021-05-28,xxx64,64.38,67.68,62.84,65.36,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2021-06-30,xxx64,66.27,66.96,57.86,59.85,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2021-07-30,xxx64,60.3,60.73,55.21,57.7,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2021-08-31,xxx64,58.08,63.08,56.69,62.0,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2021-09-30,xxx64,62.02,64.28,58.14,61.73,-0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2021-10-29,xxx64,61.85,66.86,61.62,62.8,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2021-11-30,xxx64,63.34,66.14,58.24,58.66,-0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2021-12-31,xxx64,59.56,63.32,57.05,62.49,0.07,,0,1000000.0,0.0,0.0,1000000.0
