date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx94,168.4,177.0,164.97,174.24,0.04,,,,,,
2014-02-28,xxx94,174.6,181.28,171.12,180.38,0.04,,,,,,
2014-03-31,xxx94,179.17,190.48,178.29,187.66,0.04,,,,,,
2014-04-30,xxx94,188.38,194.15,180.72,190.43,0.01,,,,,,
2014-05-30,xxx94,190.3,199.46,186.81,199.27,0.05,,,,,,
2014-06-30,xxx94,199.36,202.62,99.16,99.75,-0.5,,,,,,
2014-07-31,xxx94,99.96,103.25,97.96,98.31,-0.01,,,,,,
2014-08-29,xxx94,98.22,106.34,96.76,105.27,0.07,,,,,,
2014-09-30,xxx94,105.7,110.26,105.49,108.42,0.03,,,,,,
2014-10-31,xxx94,107.48,117.1,96.17,116.45,0.07,,,,,,
2014-11-28,xxx94,116.57,123.61,114.8,116.77,0.0,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx94,116.44,121.4,111.28,119.13,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx94,119.93,122.19,109.54,117.21,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx94,118.13,124.52,116.7,120.26,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx94,120.26,121.0,106.75,108.31,-0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx94,107.76,112.44,104.16,106.23,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx94,106.66,109.42,99.87,100.91,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx94,101.16,102.85,94.91,95.37,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx94,96.34,99.71,91.23,97.59,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx94,97.56,97.69,79.31,85.74,-0.12,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx94,83.63,91.16,83.0,88.41,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx94,89.24,98.28,88.56,89.35,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx94,89.36,89.75,83.1,83.95,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx94,83.95,85.0,74.78,78.2,-0.07,,0,1000000.0,0.0,0.0,1000000.0
