date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx76,82.93,83.99,79.9,80.36,-0.03,,,,,,
2014-02-28,xxx76,80.35,81.85,77.01,80.07,-0.0,,,,,,
2014-03-31,xxx76,79.17,83.8,79.1,83.5,0.04,,,,,,
2014-04-30,xxx76,83.07,87.0,81.99,85.89,0.03,,,,,,
2014-05-30,xxx76,86.0,88.48,84.94,88.33,0.03,,,,,,
2014-06-30,xxx76,88.12,90.24,86.71,89.34,0.01,,,,,,
2014-07-31,xxx76,89.12,93.09,88.07,88.1,-0.01,,,,,,
2014-08-29,xxx76,87.71,93.51,87.46,92.49,0.05,,,,,,
2014-09-30,xxx76,92.62,94.21,90.58,93.09,0.01,,,,,,
2014-10-31,xxx76,92.67,96.74,89.82,96.17,0.03,,,,,,
2014-11-28,xxx76,95.94,100.7,95.5,100.1,0.04,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx76,98.56,100.57,92.43,94.56,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx76,94.93,99.0,92.94,93.78,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx76,93.86,100.76,93.6,98.98,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx76,98.9,99.3,92.24,95.62,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx76,95.16,97.64,93.25,95.12,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx76,95.16,98.44,94.76,96.43,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx76,96.59,96.59,92.54,93.34,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx76,93.8,97.49,93.55,96.35,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx76,96.19,100.61,76.48,92.93,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx76,91.12,94.4,90.43,94.3,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx76,94.2,103.44,92.53,102.19,0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx76,102.14,102.58,97.65,100.16,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx76,100.11,101.7,96.81,99.92,-0.0,,0,1000000.0,0.0,0.0,1000000.0
