date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx99,45.15,46.83,44.91,45.34,-0.0,,,,,,
2014-02-28,xxx99,45.31,46.65,44.17,46.42,0.02,,,,,,
2014-03-31,xxx99,46.11,49.97,45.96,49.74,0.07,,,,,,
2014-04-30,xxx99,49.88,50.49,46.72,49.64,-0.0,,,,,,
2014-05-30,xxx99,49.74,50.82,48.66,50.78,0.02,,,,,,
2014-06-30,xxx99,50.94,53.05,50.75,52.56,0.04,,,,,,
2014-07-31,xxx99,52.73,53.08,50.61,50.9,-0.03,,,,,,
2014-08-29,xxx99,50.5,51.75,49.47,51.44,0.01,,,,,,
2014-09-30,xxx99,51.71,53.8,51.0,51.87,0.01,,,,,,
2014-10-31,xxx99,51.84,53.17,46.44,53.09,0.02,,,,,,
2014-11-28,xxx99,53.22,54.74,52.87,54.48,0.03,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx99,54.42,55.94,52.73,54.82,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx99,55.11,55.19,50.42,51.92,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx99,52.19,55.58,51.98,54.79,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx99,54.79,56.29,53.29,54.4,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx99,54.42,55.76,53.56,55.1,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx99,55.26,56.7,54.45,55.96,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx99,56.24,58.26,55.74,56.24,0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx99,57.09,58.76,55.07,57.87,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx99,58.07,58.16,47.75,53.33,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx99,52.11,53.91,49.8,51.35,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx99,51.51,55.56,49.51,54.14,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx99,54.21,56.34,54.13,55.1,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx99,55.51,56.24,52.75,54.36,-0.01,,0,1000000.0,0.0,0.0,1000000.0
