date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx37,69.83,70.29,64.65,65.94,-0.06,,,,,,
2014-02-28,xxx37,65.86,66.3,62.25,65.26,-0.01,,,,,,
2014-03-31,xxx37,64.8,67.36,62.42,66.8,0.02,,,,,,
2014-04-30,xxx37,66.64,69.94,64.7,68.18,0.02,,,,,,
2014-05-30,xxx37,68.12,68.65,65.18,66.73,-0.02,,,,,,
2014-06-30,xxx37,66.87,68.8,66.1,66.36,-0.01,,,,,,
2014-07-31,xxx37,66.18,68.23,63.64,63.65,-0.04,,,,,,
2014-08-29,xxx37,63.27,65.16,60.85,64.02,0.01,,,,,,
2014-09-30,xxx37,64.33,65.48,62.01,62.58,-0.02,,,,,,
2014-10-31,xxx37,62.02,64.52,57.76,64.06,0.02,,,,,,
2014-11-28,xxx37,64.24,65.94,63.1,63.75,-0.0,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx37,63.29,65.16,57.8,61.73,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx37,61.84,62.25,55.81,56.94,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx37,57.06,60.0,56.75,57.92,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx37,58.01,58.51,54.94,56.62,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx37,56.26,59.36,55.25,58.83,0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx37,59.04,62.75,57.5,60.31,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx37,60.64,60.82,55.23,55.43,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx37,55.67,56.12,50.1,51.75,-0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx37,51.58,52.18,44.03,47.72,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx37,46.67,47.81,42.8,44.17,-0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx37,43.94,48.26,42.2,47.23,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx37,47.21,51.47,47.0,50.0,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx37,50.22,50.44,44.59,47.83,-0.04,,0,1000000.0,0.0,0.0,1000000.0
