date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx33,76.66,78.8,73.65,74.39,-0.04,,,,,,
2014-02-28,xxx33,74.53,77.54,71.89,76.49,0.03,,,,,,
2014-03-31,xxx33,75.74,77.56,72.95,75.0,-0.02,,,,,,
2014-04-30,xxx33,75.08,76.7,71.75,73.38,-0.02,,,,,,
2014-05-30,xxx33,73.38,79.04,72.17,78.43,0.07,,,,,,
2014-06-30,xxx33,78.6,81.14,77.83,78.73,0.0,,,,,,
2014-07-31,xxx33,79.16,79.71,73.29,73.88,-0.06,,,,,,
2014-08-29,xxx33,73.9,77.59,73.02,76.61,0.04,,,,,,
2014-09-30,xxx33,76.67,80.0,74.94,75.98,-0.01,,,,,,
2014-10-31,xxx33,75.7,80.69,70.12,80.4,0.06,,,,,,
2014-11-28,xxx33,80.35,83.96,79.65,83.56,0.04,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx33,83.11,87.49,81.85,85.71,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx33,86.01,86.52,81.25,82.38,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx33,82.44,88.1,81.6,87.28,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx33,87.21,87.84,83.88,84.9,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx33,84.78,85.99,81.59,81.88,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx33,82.09,90.25,81.87,86.32,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx33,86.5,87.43,84.12,85.59,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx33,86.0,92.18,85.18,91.56,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx33,91.52,92.92,82.67,87.02,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx33,85.21,89.41,82.3,85.21,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx33,85.27,94.61,83.85,93.31,0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx33,93.51,97.62,93.3,96.39,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx33,96.95,97.49,91.11,92.88,-0.04,,0,1000000.0,0.0,0.0,1000000.0
