date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2014-01-31,xxx87,35.24,35.29,32.01,33.32,-0.05,,,,,,
2014-02-28,xxx87,33.32,33.5,31.74,31.93,-0.04,,,,,,
2014-03-31,xxx87,31.8,35.5,31.76,35.07,0.1,,,,,,
2014-04-30,xxx87,35.01,36.41,34.32,35.7,0.02,,,,,,
2014-05-30,xxx87,35.75,36.86,35.0,35.47,-0.01,,,,,,
2014-06-30,xxx87,35.5,35.75,34.62,35.36,-0.0,,,,,,
2014-07-31,xxx87,35.23,37.48,35.03,35.59,0.01,,,,,,
2014-08-29,xxx87,35.78,35.82,34.17,34.96,-0.02,,,,,,
2014-09-30,xxx87,34.93,35.55,34.36,35.24,0.01,,,,,,
2014-10-31,xxx87,35.09,36.16,33.1,34.84,-0.01,,,,,,
2014-11-28,xxx87,34.97,36.15,34.22,35.38,0.02,keep,0,1000000,0.0,0.0,1000000.0
2014-12-31,xxx87,35.28,35.37,32.07,33.59,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-01-30,xxx87,33.76,34.21,32.41,32.92,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-02-27,xxx87,33.31,35.07,32.8,34.56,0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2015-03-31,xxx87,34.37,34.65,32.52,32.65,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-04-30,xxx87,32.62,35.23,32.37,34.64,0.06,keep,0,1000000.0,0.0,0.0,1000000.0
2015-05-29,xxx87,34.56,35.22,33.03,34.54,-0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2015-06-30,xxx87,34.53,36.45,34.24,35.52,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-07-31,xxx87,35.59,35.93,33.86,34.74,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-08-31,xxx87,34.95,35.02,30.97,33.2,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2015-09-30,xxx87,32.6,33.5,31.85,32.58,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2015-10-30,xxx87,32.48,34.74,32.17,33.51,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2015-11-30,xxx87,33.69,33.78,32.22,33.67,0.0,keep,0,1000000.0,0.0,0.0,1000000.0
2015-12-31,xxx87,33.78,34.99,33.01,34.41,0.02,,0,1000000.0,0.0,0.0,1000000.0
