date,code,open,high,low,close,change,decision
2022-01-31,xxx45,58.5,58.55,49.82,52.69,-0.1077,
2022-02-28,xxx45,52.74,54.13,45.4,46.94,-0.1091,
2022-03-31,xxx45,46.69,55.3,45.44,51.77,0.1029,
2022-04-29,xxx45,52.12,56.32,47.12,49.07,-0.0522,
2022-05-31,xxx45,47.68,54.92,47.46,53.04,0.0809,
2022-06-30,xxx45,53.25,54.56,46.28,52.43,-0.0115,
2022-07-29,xxx45,52.04,53.92,49.1,50.51,-0.0366,
2022-08-31,xxx45,50.32,51.47,45.13,45.23,-0.1045,
2022-09-30,xxx45,45.14,48.35,43.52,43.76,-0.0325,
2022-10-31,xxx45,44.07,47.52,41.45,46.55,0.0638,
2022-11-30,xxx45,48.0,50.13,46.16,50.13,0.0769,
2022-12-30,xxx45,50.31,54.93,49.18,51.24,0.0221,
2023-01-31,xxx45,51.01,51.6,42.7,44.16,-0.1382,
2023-02-28,xxx45,43.91,44.46,40.09,40.57,-0.0813,
2023-03-31,xxx45,40.56,41.26,39.23,40.8,0.0057,
2023-04-28,xxx45,40.69,42.22,38.31,38.89,-0.0468,
2023-05-31,xxx45,39.0,40.14,36.17,38.02,-0.0224,
2023-06-30,xxx45,38.12,40.37,35.76,36.68,-0.0352,
2023-07-31,xxx45,36.5,37.8,35.35,36.06,-0.0169,
2023-08-31,xxx45,35.88,37.19,34.66,35.38,-0.0189,
2023-09-29,xxx45,35.64,36.29,31.77,33.17,-0.0625,
2023-10-31,xxx45,32.95,34.11,29.7,30.56,-0.0787,
2023-11-30,xxx45,30.56,31.41,28.93,30.47,-0.0029,
2023-12-20,xxx45,28.97,29.64,25.76,27.63,-0.0932,
