date,code,open,high,low,close,change,decision
2022-01-31,xxx91,3351.0,3428.0,2707.04,2991.47,-0.1028,
2022-02-28,xxx91,3000.0,3276.6899,2766.6599,3071.26,0.0267,
2022-03-31,xxx91,3054.6499,3416.6299,2671.45,3259.95,0.0614,
2022-04-29,xxx91,3282.99,3367.8899,2432.5,2485.6299,-0.2375,
2022-05-31,xxx91,2448.02,2524.4099,2025.2,2404.1899,-0.0328,
2022-06-30,xxx91,2445.1201,2512.2,101.43,106.21,-0.9558,
2022-07-29,xxx91,106.29,137.65,105.85,134.95,0.2706,
2022-08-31,xxx91,134.96,146.57,126.74,126.77,-0.0606,
2022-09-30,xxx91,126.0,136.49,112.06,113.0,-0.1086,
2022-10-31,xxx91,113.58,123.0,97.66,102.44,-0.0935,
2022-11-30,xxx91,103.99,104.58,85.87,96.54,-0.0576,
2022-12-30,xxx91,96.99,97.23,81.69,84.0,-0.1299,
2023-01-31,xxx91,85.46,103.49,81.43,103.13,0.2277,
2023-02-28,xxx91,102.53,114.0,92.32,94.23,-0.0863,
2023-03-31,xxx91,93.87,103.49,88.12,103.29,0.0961,
2023-04-28,xxx91,102.3,110.86,97.71,105.45,0.0209,
2023-05-31,xxx91,104.95,122.92,101.15,120.58,0.1435,
2023-06-30,xxx91,120.69,131.49,119.93,130.36,0.0811,
2023-07-31,xxx91,130.82,136.65,125.92,133.68,0.0255,
2023-08-31,xxx91,133.55,143.63,126.41,138.01,0.0324,
2023-09-29,xxx91,139.46,145.86,123.04,127.12,-0.0789,
2023-10-31,xxx91,127.28,134.48,118.35,133.09,0.047,
2023-11-30,xxx91,133.96,149.26,133.71,146.09,0.0977,
2023-12-20,xxx91,146.0,155.63,142.81,152.12,0.0413,
