date,code,open,high,low,close,change,decision
2022-01-31,xxx76,335.35,338.0,276.05,310.98,-0.0753,
2022-02-28,xxx76,310.41,315.12,271.52,298.79,-0.0392,
2022-03-31,xxx76,296.4,315.95,270.0,308.31,0.0319,
2022-04-29,xxx76,309.37,315.11,270.0,277.52,-0.0999,
2022-05-31,xxx76,277.71,290.88,246.44,271.87,-0.0204,
2022-06-30,xxx76,275.2,277.69,241.51,256.83,-0.0553,
2022-07-29,xxx76,256.39,282.0,245.94,280.74,0.0931,
2022-08-31,xxx76,277.82,294.18,260.66,261.47,-0.0686,
2022-09-30,xxx76,258.87,267.45,232.73,232.9,-0.1093,
2022-10-31,xxx76,235.41,251.04,219.13,232.13,-0.0033,
2022-11-30,xxx76,234.6,255.33,213.43,255.14,0.0991,
2022-12-30,xxx76,253.87,263.92,233.87,239.82,-0.06,
2023-01-31,xxx76,243.08,249.83,219.35,247.81,0.0333,
2023-02-28,xxx76,248.0,276.76,245.47,249.42,0.0065,
2023-03-31,xxx76,250.76,289.27,245.61,288.3,0.1559,
2023-04-28,xxx76,286.52,308.93,275.37,307.26,0.0658,
2023-05-31,xxx76,306.97,335.94,303.4,328.39,0.0688,
2023-06-30,xxx76,325.93,351.47,322.5,340.54,0.037,
2023-07-31,xxx76,339.19,366.78,327.0,335.92,-0.0136,
2023-08-31,xxx76,335.19,338.54,311.55,327.76,-0.0243,
2023-09-29,xxx76,331.31,340.86,309.45,315.75,-0.0366,
2023-10-31,xxx76,316.28,346.2,311.22,338.11,0.0708,
2023-11-30,xxx76,339.79,384.3,339.65,378.91,0.1207,
2023-12-20,xxx76,376.76,378.16,362.9,370.62,-0.0219,
