date,code,open,high,low,close,change,decision
2022-01-31,xxx89,48.93,58.87,48.92,53.8,0.1213,
2022-02-28,xxx89,54.72,60.3,50.68,53.37,-0.008,
2022-03-31,xxx89,52.44,54.2,45.77,48.46,-0.092,
2022-04-29,xxx89,49.25,50.19,43.51,43.63,-0.0997,
2022-05-31,xxx89,43.87,46.27,40.74,45.77,0.049,
2022-06-30,xxx89,45.96,46.07,36.54,39.17,-0.1442,
2022-07-29,xxx89,38.72,44.35,37.43,43.87,0.12,
2022-08-31,xxx89,43.44,46.32,42.53,43.71,-0.0036,
2022-09-30,xxx89,43.66,46.14,39.34,40.22,-0.0798,
2022-10-31,xxx89,41.29,46.52,39.75,45.99,0.1435,
2022-11-30,xxx89,46.58,48.36,45.41,47.95,0.0426,
2022-12-30,xxx89,47.93,48.18,40.02,41.29,-0.1389,
2023-01-31,xxx89,41.61,46.88,40.01,46.87,0.1351,
2023-02-28,xxx89,46.66,48.84,45.69,46.77,-0.0021,
2023-03-31,xxx89,46.5,47.18,35.25,37.38,-0.2008,
2023-04-28,xxx89,37.52,42.41,36.27,39.75,0.0634,
2023-05-31,xxx89,40.49,42.12,36.4,39.81,0.0015,
2023-06-30,xxx89,40.21,43.34,39.68,42.68,0.0721,
2023-07-31,xxx89,42.88,47.24,42.07,46.16,0.0815,
2023-08-31,xxx89,46.01,46.16,40.77,41.29,-0.1055,
2023-09-29,xxx89,41.55,43.74,40.3,40.86,-0.0104,
2023-10-31,xxx89,40.7,42.37,38.39,39.77,-0.0267,
2023-11-30,xxx89,39.96,44.75,39.285,44.59,0.1212,
2023-12-20,xxx89,44.51,50.77,44.38,49.34,0.1065,
