date,code,open,high,low,close,change,decision
2022-01-31,xxx1,231.07,236.33,210.38,220.43,-0.0476,
2022-02-28,xxx1,221.99,222.52,184.0,199.77,-0.0937,
2022-03-31,xxx1,226.83,229.19,204.95,212.22,0.0623,
2022-04-29,xxx1,213.32,254.87,206.19,228.65,0.0774,
2022-05-31,xxx1,230.15,238.59,145.51,161.88,-0.292,
2022-06-30,xxx1,161.88,163.16,137.16,141.23,-0.1276,
2022-07-29,xxx1,140.76,164.04,139.3,163.38,0.1568,
2022-08-31,xxx1,168.64,183.89,157.18,160.34,-0.0186,
2022-09-30,xxx1,159.29,176.13,145.5,148.39,-0.0745,
2022-10-31,xxx1,149.67,170.75,145.19,164.25,0.1069,
2022-11-30,xxx1,166.44,180.46,148.75,167.07,0.0172,
2022-12-30,xxx1,166.47,167.43,139.68,149.04,-0.1079,
2023-01-31,xxx1,149.98,172.22,144.3,172.14,0.155,
2023-02-28,xxx1,172.11,181.7,161.87,168.5,-0.0211,
2023-03-31,xxx1,168.16,168.4,152.68,165.63,-0.017,
2023-04-28,xxx1,166.4,171.24,154.79,157.75,-0.0476,
2023-05-31,xxx1,157.68,162.84,130.63,130.93,-0.17,
2023-06-30,xxx1,128.6,138.08,125.08,131.9,0.0074,
2023-07-31,xxx1,131.59,138.28,128.55,136.47,0.0346,
2023-08-31,xxx1,136.33,136.54,120.75,126.55,-0.0727,
2023-09-29,xxx1,127.55,127.7,108.15,110.57,-0.1263,
2023-10-31,xxx1,110.35,113.18,102.93,110.79,0.002,
2023-11-30,xxx1,111.08,133.96,105.23,133.81,0.2078,
2023-12-20,xxx1,133.4,142.2,132.29,136.9,0.0231,
