date,code,open,high,low,close,change,decision
2022-01-31,xxx8,2901.1001,2929.7,2490.0,2706.0701,-0.0659,
2022-02-28,xxx8,2751.8899,3030.9299,2499.0701,2701.1399,-0.0018,
2022-03-31,xxx8,2697.5701,2875.8701,2505.5,2781.3501,0.0297,
2022-04-29,xxx8,2790.0,2874.24,2254.73,2282.1899,-0.1795,
2022-05-31,xxx8,2268.1001,2457.0901,2037.6899,2275.24,-0.003,
2022-06-30,xxx8,2297.1001,2386.9399,2100.9199,2179.26,-0.0422,
2022-07-29,xxx8,2158.6599,2393.7,104.07,116.32,-0.9466,
2022-08-31,xxx8,115.3,122.43,107.8,108.22,-0.0696,
2022-09-30,xxx8,108.28,111.62,95.56,95.65,-0.1162,
2022-10-31,xxx8,96.76,104.82,91.8,94.51,-0.0119,
2022-11-30,xxx8,95.45,101.04,83.34,100.99,0.0686,
2022-12-30,xxx8,101.02,102.25,85.94,88.23,-0.1263,
2023-01-31,xxx8,89.59,100.32,84.86,98.84,0.1203,
2023-02-28,xxx8,98.71,108.18,88.58,90.06,-0.0888,
2023-03-31,xxx8,89.98,106.59,89.42,103.73,0.1518,
2023-04-28,xxx8,102.39,109.17,101.93,107.34,0.0348,
2023-05-31,xxx8,106.84,126.43,103.71,122.87,0.1447,
2023-06-30,xxx8,122.82,129.04,116.1,119.7,-0.0258,
2023-07-31,xxx8,119.24,133.74,115.35,132.72,0.1088,
2023-08-31,xxx8,130.78,138.0,126.38,136.17,0.026,
2023-09-29,xxx8,137.46,139.16,127.22,130.86,-0.039,
2023-10-31,xxx8,131.21,141.22,120.2057,124.08,-0.0518,
2023-11-30,xxx8,124.07,139.42,123.715,132.53,0.0681,
2023-12-20,xxx8,131.86,141.695,127.9,138.34,0.0438,
