date,code,open,high,low,close,change,decision
2022-01-31,xxx73,51.65,56.28,46.3,48.82,-0.052,
2022-02-28,xxx73,48.78,49.97,43.63,47.7,-0.0229,
2022-03-31,xxx73,47.54,52.51,44.07,49.56,0.039,
2022-04-29,xxx73,49.83,49.9,43.5,43.59,-0.1205,
2022-05-31,xxx73,43.72,46.64,40.31,44.42,0.019,
2022-06-30,xxx73,44.77,44.93,36.6,37.41,-0.1578,
2022-07-29,xxx73,37.09,40.73,35.24,36.31,-0.0294,
2022-08-31,xxx73,36.05,37.69,31.77,31.92,-0.1209,
2022-09-30,xxx73,31.57,32.38,25.74,25.77,-0.1927,
2022-10-31,xxx73,26.33,29.22,24.59,28.43,0.1032,
2022-11-30,xxx73,28.8,31.34,27.17,30.07,0.0577,
2022-12-30,xxx73,30.24,30.48,25.35,26.43,-0.1211,
2023-01-31,xxx73,27.05,30.49,26.37,28.26,0.0692,
2023-02-28,xxx73,27.89,31.17,24.73,24.93,-0.1178,
2023-03-31,xxx73,25.03,32.9,24.97,32.67,0.3105,
2023-04-28,xxx73,32.94,33.84,28.51,31.06,-0.0493,
2023-05-31,xxx73,31.11,32.29,26.86,31.44,0.0122,
2023-06-30,xxx73,31.8,37.11,29.7,33.44,0.0636,
2023-07-31,xxx73,33.54,37.19,31.38,35.77,0.0697,
2023-08-31,xxx73,35.82,36.02,32.02,35.14,-0.0176,
2023-09-29,xxx73,35.79,40.07,33.64,35.55,0.0117,
2023-10-31,xxx73,35.61,37.22,32.145,36.5,0.0267,
2023-11-30,xxx73,36.5,45.34,36.28,44.7,0.2247,
2023-12-20,xxx73,44.36,47.27,41.17,45.76,0.0237,
