date,code,open,high,low,close,change,decision
2022-01-31,xxx31,1147.75,1208.0,792.01,936.72,-0.1136,
2022-02-28,xxx31,935.21,947.77,700.0,870.43,-0.0708,
2022-03-31,xxx31,869.68,1114.77,756.04,1077.6,0.238,
2022-04-29,xxx31,1081.15,1152.87,821.7,870.76,-0.1919,
2022-05-31,xxx31,860.77,955.5,620.57,758.26,-0.1292,
2022-06-30,xxx31,755.16,792.63,626.08,673.42,-0.1119,
2022-07-29,xxx31,681.0,894.96,648.5,891.45,0.3238,
2022-08-31,xxx31,903.83,944.0,271.81,275.61,-0.6908,
2022-09-30,xxx31,272.58,313.8,262.47,265.25,-0.0376,
2022-10-31,xxx31,254.5,257.5,198.59,227.54,-0.1422,
2022-11-30,xxx31,234.05,237.4,166.19,194.7,-0.1443,
2022-12-30,xxx31,197.08,198.92,108.24,123.18,-0.3673,
2023-01-31,xxx31,118.47,180.68,101.81,173.22,0.4062,
2023-02-28,xxx31,173.89,217.65,169.93,205.71,0.1876,
2023-03-31,xxx31,206.21,207.79,163.91,207.46,0.0085,
2023-04-28,xxx31,199.91,202.69,152.37,164.31,-0.208,
2023-05-31,xxx31,163.17,204.48,158.83,203.93,0.2411,
2023-06-30,xxx31,202.59,276.99,199.37,261.77,0.2836,
2023-07-31,xxx31,276.49,299.29,254.12,267.43,0.0216,
2023-08-31,xxx31,266.26,266.47,212.36,258.08,-0.035,
2023-09-29,xxx31,257.26,278.98,234.58,250.22,-0.0305,
2023-10-31,xxx31,244.81,268.94,194.07,200.84,-0.1973,
2023-11-30,xxx31,204.04,252.75,197.85,240.08,0.1954,
2023-12-20,xxx31,233.14,259.84,228.2,247.14,0.0294,
