date,code,open,high,low,close,change,decision
2022-01-31,xxx62,170.21,174.3,158.26,172.29,0.0071,
2022-02-28,xxx62,171.74,173.62,155.72,164.57,-0.0448,
2022-03-31,xxx62,163.04,180.21,162.41,177.23,0.0769,
2022-04-29,xxx62,177.05,186.69,175.52,180.46,0.0182,
2022-05-31,xxx62,180.47,181.74,172.69,179.53,-0.0052,
2022-06-30,xxx62,179.15,183.35,167.26,177.51,-0.0113,
2022-07-29,xxx62,177.45,179.99,169.76,174.52,-0.0168,
2022-08-31,xxx62,174.17,175.49,161.27,161.34,-0.0755,
2022-09-30,xxx62,161.49,167.67,160.81,163.36,0.0125,
2022-10-31,xxx62,164.29,175.39,159.17,173.97,0.0649,
2022-11-30,xxx62,174.06,178.12,166.82,178.0,0.0232,
2022-12-30,xxx62,179.0,181.04,174.07,176.65,-0.0076,
2023-01-31,xxx62,176.16,180.93,161.05,163.42,-0.0749,
2023-02-28,xxx62,162.99,166.34,153.04,153.26,-0.0622,
2023-03-31,xxx62,153.01,156.25,150.11,155.0,0.0114,
2023-04-28,xxx62,154.95,167.23,153.94,163.7,0.0561,
2023-05-31,xxx62,163.6,166.18,153.32,155.06,-0.0528,
2023-06-30,xxx62,154.54,166.27,153.15,165.52,0.0675,
2023-07-31,xxx62,164.34,175.36,157.33,167.53,0.0121,
2023-08-31,xxx62,166.37,175.97,161.28,161.68,-0.0349,
2023-09-29,xxx62,161.42,165.27,155.26,155.75,-0.0367,
2023-10-31,xxx62,155.42,159.27,144.95,148.34,-0.0476,
2023-11-30,xxx62,149.19,155.14,145.64,154.66,0.0426,
2023-12-20,xxx62,156.44,160.02,151.77,153.27,-0.009,
