date,code,open,high,low,close,change,decision
2022-01-31,xxx86,47.37,51.37,47.18,50.88,0.0736,
2022-02-28,xxx86,50.97,52.17,48.61,51.29,0.0081,
2022-03-31,xxx86,51.26,53.96,49.79,52.25,0.0187,
2022-04-29,xxx86,52.56,57.05,52.05,55.57,0.0635,
2022-05-31,xxx86,56.09,57.03,50.36,54.09,-0.0266,
2022-06-30,xxx86,54.23,54.37,41.0,41.77,-0.2278,
2022-07-29,xxx86,41.56,44.5,41.01,43.86,0.05,
2022-08-31,xxx86,43.71,46.61,43.26,45.12,0.0287,
2022-09-30,xxx86,45.0,45.92,40.35,40.38,-0.1051,
2022-10-31,xxx86,40.85,46.77,40.74,46.27,0.1459,
2022-11-30,xxx86,46.42,46.67,43.18,46.58,0.0067,
2022-12-30,xxx86,46.72,47.905,45.225,45.71,-0.0187,
2023-01-31,xxx86,45.73,51.57,42.72,45.04,-0.0147,
2023-02-28,xxx86,46.05,48.11,45.51,46.43,0.0309,
2023-03-31,xxx86,46.29,47.42,43.25,44.62,-0.039,
2023-04-28,xxx86,44.72,47.715,44.185,47.51,0.0648,
2023-05-31,xxx86,47.55,48.04,43.71,44.42,-0.065,
2023-06-30,xxx86,44.63,45.925,43.34,45.3,0.0198,
2023-07-31,xxx86,45.19,46.34,44.685,45.42,0.0026,
2023-08-31,xxx86,45.68,46.21,42.46,44.22,-0.0264,
2023-09-29,xxx86,44.44,45.03,41.59,42.05,-0.0491,
2023-10-31,xxx86,42.02,43.52,39.065,40.17,-0.0447,
2023-11-30,xxx86,40.29,42.05,39.63,42.04,0.0466,
2023-12-20,xxx86,42.15,42.96,40.28,40.3,-0.0414,
