date,code,open,high,low,close,change,decision
2022-01-31,xxx96,87.33,89.58,78.57,81.16,-0.0694,
2022-02-28,xxx96,81.4,83.78,70.23,75.97,-0.0639,
2022-03-31,xxx96,75.98,84.51,73.11,82.73,0.089,
2022-04-29,xxx96,83.04,84.52,73.15,73.4,-0.1128,
2022-05-31,xxx96,73.93,75.35,66.72,71.92,-0.0202,
2022-06-30,xxx96,73.02,74.84,63.76,69.87,-0.0285,
2022-07-29,xxx96,69.85,78.16,68.23,77.84,0.1141,
2022-08-31,xxx96,77.18,79.88,73.46,74.15,-0.0474,
2022-09-30,xxx96,74.12,79.41,60.78,61.07,-0.1764,
2022-10-31,xxx96,60.99,78.33,60.81,78.07,0.2784,
2022-11-30,xxx96,78.6,83.49,74.05,83.03,0.0635,
2022-12-30,xxx96,83.05,85.58,78.06,81.74,-0.0155,
2023-01-31,xxx96,82.47,90.49,82.26,88.46,0.0822,
2023-02-28,xxx96,88.37,91.22,85.98,87.4,-0.012,
2023-03-31,xxx96,86.9,93.0,82.04,92.92,0.0632,
2023-04-28,xxx96,92.38,96.74,92.09,94.72,0.0194,
2023-05-31,xxx96,94.8,106.49,93.85,105.94,0.1185,
2023-06-30,xxx96,104.88,127.54,104.78,119.09,0.1241,
2023-07-31,xxx96,118.01,121.36,113.43,117.23,-0.0156,
2023-08-31,xxx96,116.92,121.98,111.13,120.39,0.027,
2023-09-29,xxx96,121.01,127.42,103.27,105.92,-0.1202,
2023-10-31,xxx96,105.81,111.06,99.87,103.4,-0.0238,
2023-11-30,xxx96,103.8,117.67,103.8,116.21,0.1239,
2023-12-20,xxx96,116.07,117.35,99.26,104.15,-0.1038,
