date,code,open,high,low,close,change,decision
2022-01-31,xxx40,566.65,575.0,480.62,534.3,-0.0578,
2022-02-28,xxx40,536.0,540.46,416.81,467.68,-0.1247,
2022-03-31,xxx40,468.0,479.21,407.94,455.62,-0.0258,
2022-04-29,xxx40,455.0,473.49,394.64,395.95,-0.131,
2022-05-31,xxx40,397.13,428.55,370.27,416.48,0.0518,
2022-06-30,xxx40,428.0,441.9,338.0,366.06,-0.1211,
2022-07-29,xxx40,364.18,414.62,359.07,410.12,0.1204,
2022-08-31,xxx40,406.51,451.15,371.06,373.44,-0.0894,
2022-09-30,xxx40,371.0,396.39,274.73,275.2,-0.2631,
2022-10-31,xxx40,278.27,330.58,276.6,318.5,0.1573,
2022-11-30,xxx40,321.01,350.97,278.23,344.93,0.083,
2022-12-30,xxx40,348.03,355.67,324.35,336.53,-0.0244,
2023-01-31,xxx40,340.16,373.42,322.44,370.34,0.1005,
2023-02-28,xxx40,370.01,402.49,318.6,323.95,-0.1253,
2023-03-31,xxx40,323.8,385.73,321.0,385.37,0.1896,
2023-04-28,xxx40,380.88,386.0,357.25,377.56,-0.0203,
2023-05-31,xxx40,376.51,432.99,331.89,417.79,0.1066,
2023-06-30,xxx40,412.29,518.74,412.29,488.99,0.1704,
2023-07-31,xxx40,486.39,552.94,475.0,546.17,0.1169,
2023-08-31,xxx40,545.78,562.1,503.9,559.34,0.0241,
2023-09-29,xxx40,564.8,570.24,498.7,509.9,-0.0884,
2023-10-31,xxx40,508.24,574.4,504.55,532.06,0.0435,
2023-11-30,xxx40,535.0,628.6,534.0,611.01,0.1484,
2023-12-20,xxx40,609.24,633.89,578.2,596.06,-0.0245,
