date,code,open,high,low,close,change,decision
2022-01-31,xxx11,298.15,307.11,208.88,244.86,-0.1675,
2022-02-28,xxx11,251.04,269.25,208.9,243.85,-0.0041,
2022-03-31,xxx11,242.91,289.46,206.5,272.86,0.119,
2022-04-29,xxx11,273.75,275.58,182.9,185.47,-0.3203,
2022-05-31,xxx11,185.41,204.0,155.67,186.72,0.0067,
2022-06-30,xxx11,187.24,196.19,148.62,151.59,-0.1881,
2022-07-29,xxx11,148.99,182.44,140.55,181.63,0.1982,
2022-08-31,xxx11,181.82,192.74,149.59,150.94,-0.169,
2022-09-30,xxx11,142.09,145.47,119.46,121.39,-0.1958,
2022-10-31,xxx11,123.47,138.5,108.13,134.97,0.1119,
2022-11-30,xxx11,138.11,169.98,129.56,169.23,0.2538,
2022-12-30,xxx11,169.99,187.9,138.84,146.14,-0.1364,
2023-01-31,xxx11,148.51,206.28,140.34,195.37,0.3369,
2023-02-28,xxx11,196.91,238.88,196.11,232.16,0.1883,
2023-03-31,xxx11,231.92,278.34,222.97,277.77,0.1965,
2023-04-28,xxx11,275.09,281.1,262.2,277.49,-0.001,
2023-05-31,xxx11,278.4,419.38,272.4,378.34,0.3634,
2023-06-30,xxx11,384.89,439.9,373.56,423.02,0.1181,
2023-07-31,xxx11,425.17,480.88,413.46,467.29,0.1047,
2023-08-31,xxx11,464.6,502.66,403.11,493.55,0.0562,
2023-09-29,xxx11,497.62,498.0,409.8,434.99,-0.1187,
2023-10-31,xxx11,440.3,476.09,392.3001,407.8,-0.0625,
2023-11-30,xxx11,408.84,505.48,408.69,467.7,0.1469,
2023-12-20,xxx11,465.25,504.3299,450.1,481.11,0.0287,
