date,code,open,high,low,close,change,decision
2022-01-31,xxx27,416.57,417.84,343.61,366.98,-0.1157,
2022-02-28,xxx27,369.47,374.67,299.29,315.83,-0.1394,
2022-03-31,xxx27,314.59,340.74,298.89,299.33,-0.0522,
2022-04-29,xxx27,300.5,318.4,293.59,300.4,0.0036,
2022-05-31,xxx27,301.99,315.75,279.59,302.75,0.0078,
2022-06-30,xxx27,301.74,308.46,264.51,274.27,-0.0941,
2022-07-29,xxx27,275.73,310.67,274.55,300.94,0.0972,
2022-08-31,xxx27,300.64,332.98,288.28,288.42,-0.0416,
2022-09-30,xxx27,288.4,302.83,265.61,275.94,-0.0433,
2022-10-31,xxx27,281.0,299.28,267.87,296.13,0.0732,
2022-11-30,xxx27,300.37,329.08,277.5,323.99,0.0941,
2022-12-30,xxx27,326.31,347.25,310.73,315.86,-0.0251,
2023-01-31,xxx27,317.42,335.16,307.39,324.17,0.0263,
2023-02-28,xxx27,322.39,341.47,292.0,296.54,-0.0852,
2023-03-31,xxx27,291.92,300.11,279.93,295.12,-0.0048,
2023-04-28,xxx27,294.87,303.2,284.24,300.54,0.0184,
2023-05-31,xxx27,298.98,299.56,277.09,283.45,-0.0569,
2023-06-30,xxx27,284.05,315.46,279.98,310.64,0.0959,
2023-07-31,xxx27,309.78,334.07,300.89,333.84,0.0747,
2023-08-31,xxx27,331.76,338.17,321.2,330.3,-0.0106,
2023-09-29,xxx27,332.0,333.45,299.82,302.16,-0.0852,
2023-10-31,xxx27,300.52,303.45,274.26,284.69,-0.0578,
2023-11-30,xxx27,285.59,314.58,282.0201,313.49,0.1012,
2023-12-20,xxx27,313.83,354.92,313.0,348.66,0.1122,
