date,code,open,high,low,close,change,decision
2022-01-31,xxx33,662.99,664.27,543.7,581.3,-0.1288,
2022-02-28,xxx33,588.3,608.71,513.94,544.0,-0.0642,
2022-03-31,xxx33,544.62,601.13,519.89,590.65,0.0858,
2022-04-29,xxx33,592.22,618.36,514.02,552.92,-0.0639,
2022-05-31,xxx33,548.93,573.29,512.1,567.57,0.0265,
2022-06-30,xxx33,569.55,573.09,497.83,543.28,-0.0428,
2022-07-29,xxx33,543.95,611.06,510.37,598.41,0.1015,
2022-08-31,xxx33,594.11,606.16,544.32,545.32,-0.0887,
2022-09-30,xxx33,542.44,580.13,505.58,507.19,-0.0699,
2022-10-31,xxx33,512.81,548.93,478.31,513.97,0.0134,
2022-11-30,xxx33,516.54,561.98,475.77,560.22,0.09,
2022-12-30,xxx33,567.65,584.71,520.01,550.69,-0.017,
2023-01-31,xxx33,553.29,609.85,522.78,570.33,0.0357,
2023-02-28,xxx33,586.09,597.54,538.89,541.76,-0.0501,
2023-03-31,xxx33,539.34,576.68,531.92,576.37,0.0639,
2023-04-28,xxx33,569.51,593.17,517.22,554.9,-0.0373,
2023-05-31,xxx33,555.99,558.2,498.5,508.46,-0.0837,
2023-06-30,xxx33,513.13,542.08,503.31,521.75,0.0261,
2023-07-31,xxx33,519.34,580.09,509.02,548.66,0.0516,
2023-08-31,xxx33,546.53,563.69,526.35,557.1,0.0154,
2023-09-29,xxx33,563.45,565.86,494.92,506.17,-0.0914,
2023-10-31,xxx33,503.08,506.99,415.6,444.77,-0.1213,
2023-11-30,xxx33,445.13,497.5,434.0,495.76,0.1146,
2023-12-20,xxx33,490.88,534.43,487.06,519.43,0.0477,
