date,code,open,high,low,close,change,decision
2022-01-31,xxx72,178.32,181.78,160.54,166.02,-0.0654,
2022-02-28,xxx72,165.59,169.25,139.74,148.65,-0.1046,
2022-03-31,xxx72,148.58,153.26,140.83,148.88,0.0015,
2022-04-29,xxx72,149.63,153.1,142.87,144.22,-0.0313,
2022-05-31,xxx72,144.51,154.66,141.0,149.29,0.0352,
2022-06-30,xxx72,149.33,149.49,127.3,129.41,-0.1332,
2022-07-29,xxx72,129.41,145.7,125.6,143.24,0.1069,
2022-08-31,xxx72,142.15,152.3,123.03,124.35,-0.1319,
2022-09-30,xxx72,124.3,126.52,110.39,110.5,-0.1114,
2022-10-31,xxx72,111.69,126.67,107.07,125.79,0.1384,
2022-11-30,xxx72,126.77,133.91,121.12,125.97,0.0014,
2022-12-30,xxx72,127.3,130.02,117.8,119.92,-0.048,
2023-01-31,xxx72,121.52,129.9,111.76,115.08,-0.0404,
2023-02-28,xxx72,114.55,120.85,106.76,107.74,-0.0638,
2023-03-31,xxx72,111.04,112.33,100.16,105.11,-0.0244,
2023-04-28,xxx72,105.15,107.3,101.05,106.22,0.0106,
2023-05-31,xxx72,106.34,106.83,93.19,93.31,-0.1215,
2023-06-30,xxx72,93.47,104.89,92.38,100.09,0.0727,
2023-07-31,xxx72,100.2,113.14,95.57,111.5,0.114,
2023-08-31,xxx72,111.5,111.92,97.7,106.67,-0.0433,
2023-09-29,xxx72,107.3,108.8,92.41,93.62,-0.1223,
2023-10-31,xxx72,92.65,92.83,85.345,90.95,-0.0285,
2023-11-30,xxx72,91.16,100.08,89.57,99.07,0.0893,
2023-12-20,xxx72,98.84,107.63,98.16,103.67,0.0464,
