date,code,open,high,low,close,change,decision
2022-01-31,xxx7,605.61,609.99,351.46,427.14,-0.291,
2022-02-28,xxx7,432.96,458.48,354.72,394.52,-0.0764,
2022-03-31,xxx7,391.6,396.5,329.82,374.59,-0.0505,
2022-04-29,xxx7,376.8,396.02,185.6,190.36,-0.4918,
2022-05-31,xxx7,191.71,204.38,162.71,197.44,0.0372,
2022-06-30,xxx7,198.7,207.38,164.28,174.87,-0.1143,
2022-07-29,xxx7,176.49,230.75,169.7,224.9,0.2861,
2022-08-31,xxx7,223.1,251.99,218.74,223.56,-0.006,
2022-09-30,xxx7,220.72,250.49,214.69,235.44,0.0531,
2022-10-31,xxx7,237.85,305.63,211.73,291.88,0.2397,
2022-11-30,xxx7,296.17,312.71,252.09,305.53,0.0468,
2022-12-30,xxx7,303.99,332.72,273.41,294.88,-0.0349,
2023-01-31,xxx7,298.06,369.02,288.7,353.86,0.2,
2023-02-28,xxx7,353.86,379.43,314.3,322.13,-0.0897,
2023-03-31,xxx7,321.55,345.84,285.33,345.48,0.0725,
2023-04-28,xxx7,341.83,349.8,316.1,329.93,-0.045,
2023-05-31,xxx7,329.44,405.11,315.62,395.23,0.1979,
2023-06-30,xxx7,397.41,448.65,393.08,440.49,0.1145,
2023-07-31,xxx7,439.76,485.0,411.88,438.97,-0.0035,
2023-08-31,xxx7,437.37,445.25,398.15,433.68,-0.0121,
2023-09-29,xxx7,437.73,453.45,371.1,377.6,-0.1293,
2023-10-31,xxx7,377.48,418.84,344.73,411.69,0.0903,
2023-11-30,xxx7,414.77,482.7,414.1798,473.97,0.1513,
2023-12-20,xxx7,473.17,500.89,445.73,489.27,0.0323,
