date,code,open,high,low,close,change,decision
2022-01-31,xxx3,565.03,568.72,469.01,505.13,-0.1102,
2022-02-28,xxx3,505.0,534.24,482.98,519.25,0.028,
2022-03-31,xxx3,519.46,586.32,511.78,575.85,0.109,
2022-04-29,xxx3,577.38,612.27,529.7,531.72,-0.0766,
2022-05-31,xxx3,532.23,546.14,406.51,466.22,-0.1232,
2022-06-30,xxx3,469.38,491.13,443.2,479.28,0.028,
2022-07-29,xxx3,481.18,542.12,478.0,541.3,0.1294,
2022-08-31,xxx3,541.42,564.75,520.26,522.1,-0.0355,
2022-09-30,xxx3,519.72,542.6,463.53,472.27,-0.0954,
2022-10-31,xxx3,474.5,512.82,449.03,501.5,0.0619,
2022-11-30,xxx3,503.7,542.58,474.5,539.25,0.0753,
2022-12-30,xxx3,519.14,519.14,450.75,456.5,-0.1535,
2023-01-31,xxx3,458.0,511.41,447.9,511.14,0.1197,
2023-02-28,xxx3,508.31,530.05,483.78,484.18,-0.0527,
2023-03-31,xxx3,481.1,499.86,465.33,496.87,0.0262,
2023-04-28,xxx3,496.5,513.13,477.5,503.22,0.0128,
2023-05-31,xxx3,499.15,514.8,476.75,511.56,0.0166,
2023-06-30,xxx3,509.33,539.56,502.1,538.38,0.0524,
2023-07-31,xxx3,537.25,571.16,524.63,560.67,0.0414,
2023-08-31,xxx3,560.63,569.21,530.56,549.28,-0.0203,
2023-09-29,xxx3,553.07,572.18,540.18,564.96,0.0285,
2023-10-31,xxx3,567.91,577.3,540.23,552.44,-0.0222,
2023-11-30,xxx3,555.0,599.94,549.65,592.74,0.0729,
2023-12-20,xxx3,593.28,681.91,590.59,661.0,0.1152,
