date,code,open,high,low,close,change,decision
2022-01-31,xxx82,346.42,352.18,304.13,318.68,-0.0801,
2022-02-28,xxx82,320.44,324.51,276.75,293.24,-0.0798,
2022-03-31,xxx82,292.0,329.0,267.51,319.43,0.0893,
2022-04-29,xxx82,320.89,332.31,303.02,311.96,-0.0234,
2022-05-31,xxx82,314.56,329.81,296.32,324.68,0.0408,
2022-06-30,xxx82,323.53,337.99,282.5,287.53,-0.1144,
2022-07-29,xxx82,283.52,303.15,265.12,302.0,0.0503,
2022-08-31,xxx82,300.43,313.48,282.31,282.86,-0.0634,
2022-09-30,xxx82,277.83,295.18,262.47,269.59,-0.0469,
2022-10-31,xxx82,272.53,303.0,266.22,297.35,0.103,
2022-11-30,xxx82,304.02,344.93,289.94,336.48,0.1316,
2022-12-30,xxx82,337.29,347.6,323.05,326.18,-0.0306,
2023-01-31,xxx82,317.67,336.31,302.17,330.94,0.0146,
2023-02-28,xxx82,330.73,351.15,318.88,348.37,0.0527,
2023-03-31,xxx82,350.1,362.74,324.11,355.44,0.0203,
2023-04-28,xxx82,353.45,370.54,352.01,369.45,0.0394,
2023-05-31,xxx82,370.8,373.58,350.6,353.66,-0.0427,
2023-06-30,xxx82,355.28,383.58,353.23,381.08,0.0775,
2023-07-31,xxx82,382.01,391.61,358.37,390.67,0.0252,
2023-08-31,xxx82,389.84,393.67,373.47,387.04,-0.0093,
2023-09-29,xxx82,389.15,393.42,368.97,372.35,-0.038,
2023-10-31,xxx82,370.94,384.32,361.02,382.16,0.0263,
2023-11-30,xxx82,382.27,416.1931,381.0637,413.77,0.0827,
2023-12-20,xxx82,412.45,434.21,397.38,406.36,-0.0179,
