date,code,open,high,low,close,change,decision
2022-01-31,xxx59,207.86,221.89,196.05,204.48,-0.0193,
2022-02-28,xxx59,203.93,207.84,174.42,189.75,-0.072,
2022-03-31,xxx59,186.65,199.39,182.02,194.58,0.0255,
2022-04-29,xxx59,195.9,201.99,185.25,193.51,-0.0055,
2022-05-31,xxx59,194.49,206.4,184.89,193.62,0.0006,
2022-06-30,xxx59,194.5,197.99,170.18,173.81,-0.1023,
2022-07-29,xxx59,173.65,193.13,167.35,192.46,0.1073,
2022-08-31,xxx59,191.41,204.26,187.8,189.35,-0.0162,
2022-09-30,xxx59,189.15,193.67,166.63,166.97,-0.1182,
2022-10-31,xxx59,170.07,205.16,169.08,204.02,0.2219,
2022-11-30,xxx59,204.45,220.96,199.17,219.55,0.0761,
2022-12-30,xxx59,220.28,220.62,206.23,214.3,-0.0239,
2023-01-31,xxx59,215.15,217.22,198.81,208.48,-0.0272,
2023-02-28,xxx59,207.41,208.45,189.63,191.48,-0.0815,
2023-03-31,xxx59,190.63,199.31,184.23,191.12,-0.0019,
2023-04-28,xxx59,190.57,200.81,189.01,199.84,0.0456,
2023-05-31,xxx59,200.0,202.16,189.99,191.6,-0.0412,
2023-06-30,xxx59,191.85,208.49,190.47,207.5,0.083,
2023-07-31,xxx59,206.79,210.87,193.42,194.13,-0.0644,
2023-08-31,xxx59,193.35,195.3,184.58,187.94,-0.0319,
2023-09-29,xxx59,189.02,197.09,183.23,184.74,-0.017,
2023-10-31,xxx59,184.0,188.29,174.88,183.26,-0.008,
2023-11-30,xxx59,184.19,196.32,181.42,195.92,0.0691,
2023-12-20,xxx59,196.5,205.45,193.01,202.9,0.0356,
