date,code,open,high,low,close,change,decision
2022-01-31,xxx30,72.03,89.74,72.02,88.62,0.2278,
2022-02-28,xxx30,87.4,95.07,85.29,94.86,0.0704,
2022-03-31,xxx30,95.85,107.52,92.32,100.0,0.0542,
2022-04-29,xxx30,100.15,104.11,88.77,95.52,-0.0448,
2022-05-31,xxx30,94.27,117.99,92.58,112.36,0.1763,
2022-06-30,xxx30,114.36,124.08,87.26,89.81,-0.2007,
2022-07-29,xxx30,91.93,97.92,78.3,97.43,0.0848,
2022-08-31,xxx30,95.31,115.47,88.0,109.45,0.1234,
2022-09-30,xxx30,107.78,118.39,98.46,102.34,-0.065,
2022-10-31,xxx30,106.93,129.99,106.53,126.09,0.2321,
2022-11-30,xxx30,128.74,138.49,121.24,123.51,-0.0205,
2022-12-30,xxx30,124.67,125.37,109.01,118.0,-0.0446,
2023-01-31,xxx30,116.56,126.39,110.46,121.87,0.0328,
2023-02-28,xxx30,120.71,120.97,102.96,103.35,-0.152,
2023-03-31,xxx30,103.73,109.6,91.53,99.21,-0.0401,
2023-04-28,xxx30,105.13,110.02,99.65,102.89,0.0371,
2023-05-31,xxx30,101.58,105.68,95.7,99.3,-0.0349,
2023-06-30,xxx30,99.57,105.57,98.38,103.61,0.0434,
2023-07-31,xxx30,103.95,118.25,99.35,117.72,0.1362,
2023-08-31,xxx30,117.26,119.56,111.3,119.03,0.0111,
2023-09-29,xxx30,120.0,126.03,118.75,119.8,0.0065,
2023-10-31,xxx30,120.24,127.35,111.67,118.8,-0.0083,
2023-11-30,xxx30,119.48,123.25,109.98,115.57,-0.0272,
2023-12-20,xxx30,115.03,118.94,109.7,116.69,0.0097,
