date,code,open,high,low,close,change,decision
2022-01-31,xxx32,21.27,25.87,18.8,20.3,-0.0226,
2022-02-28,xxx32,20.61,21.05,15.96,17.56,-0.135,
2022-03-31,xxx32,17.41,18.25,15.51,16.91,-0.037,
2022-04-29,xxx32,17.01,17.15,13.9,14.16,-0.1626,
2022-05-31,xxx32,14.02,15.0,12.07,13.68,-0.0339,
2022-06-30,xxx32,13.88,13.97,10.9,11.13,-0.1864,
2022-07-29,xxx32,11.1,14.79,10.61,14.69,0.3199,
2022-08-31,xxx32,14.66,16.68,14.55,15.24,0.0374,
2022-09-30,xxx32,15.1,15.74,11.19,11.2,-0.2651,
2022-10-31,xxx32,11.38,13.51,11.13,13.37,0.1938,
2022-11-30,xxx32,13.57,14.67,12.77,13.9,0.0396,
2022-12-30,xxx32,14.09,14.36,10.9,11.63,-0.1633,
2023-01-31,xxx32,11.82,13.57,11.57,13.51,0.1617,
2023-02-28,xxx32,13.52,14.6,11.75,12.07,-0.1066,
2023-03-31,xxx32,12.35,13.18,11.12,12.6,0.0439,
2023-04-28,xxx32,12.53,13.08,11.44,11.88,-0.0571,
2023-05-31,xxx32,12.01,12.78,11.24,12.0,0.0101,
2023-06-30,xxx32,12.07,15.23,11.84,15.13,0.2608,
2023-07-31,xxx32,15.15,15.42,12.91,13.21,-0.1269,
2023-08-31,xxx32,13.15,13.44,11.58,12.13,-0.0818,
2023-09-29,xxx32,12.16,12.91,11.83,12.42,0.0239,
2023-10-31,xxx32,12.38,12.44,9.63,9.75,-0.215,
2023-11-30,xxx32,9.835,10.96,9.67,10.26,0.0523,
2023-12-20,xxx32,10.29,12.18,10.22,11.8,0.1501,
