date,code,open,high,low,close,change,decision
2022-01-31,xxx66,259.8,266.79,236.85,245.86,-0.0494,
2022-02-28,xxx66,254.78,256.49,206.31,222.27,-0.0959,
2022-03-31,xxx66,221.04,241.57,199.03,231.39,0.041,
2022-04-29,xxx66,231.39,231.68,196.15,198.74,-0.1411,
2022-05-31,xxx66,198.94,225.91,192.82,224.58,0.13,
2022-06-30,xxx66,225.0,248.76,198.42,226.71,0.0095,
2022-07-29,xxx66,222.59,233.98,210.41,233.09,0.0281,
2022-08-31,xxx66,232.06,240.9,210.42,210.81,-0.0956,
2022-09-30,xxx66,209.45,215.83,141.92,148.47,-0.2957,
2022-10-31,xxx66,150.12,162.23,147.98,160.28,0.0795,
2022-11-30,xxx66,161.95,183.06,151.34,182.22,0.1369,
2022-12-30,xxx66,182.0,184.39,162.61,173.2,-0.0495,
2023-01-31,xxx66,174.97,193.95,174.53,193.86,0.1193,
2023-02-28,xxx66,193.1,217.39,192.56,203.22,0.0483,
2023-03-31,xxx66,203.25,228.86,190.83,228.49,0.1243,
2023-04-28,xxx66,227.32,235.81,221.7,227.78,-0.0031,
2023-05-31,xxx66,228.45,234.15,217.82,217.98,-0.043,
2023-06-30,xxx66,217.51,250.08,213.81,247.9,0.1373,
2023-07-31,xxx66,247.11,270.95,246.18,269.95,0.0889,
2023-08-31,xxx66,269.28,270.58,254.5,261.02,-0.0331,
2023-09-29,xxx66,262.75,270.46,246.05,264.92,0.0149,
2023-10-31,xxx66,266.0,266.72,224.69,240.1,-0.0937,
2023-11-30,xxx66,240.56,261.92,239.69,258.83,0.078,
2023-12-20,xxx66,259.15,285.53,245.93,246.25,-0.0486,
