date,code,open,high,low,close,change,decision
2022-01-31,xxx81,57.18,62.25,54.39,57.75,0.0157,
2022-02-28,xxx81,57.83,63.54,57.5,61.24,0.0604,
2022-03-31,xxx81,60.56,64.9,54.66,62.77,0.025,
2022-04-29,xxx81,63.32,65.73,57.46,58.51,-0.0679,
2022-05-31,xxx81,58.97,64.05,53.83,58.68,0.0029,
2022-06-30,xxx81,58.94,59.71,49.08,51.13,-0.1287,
2022-07-29,xxx81,51.1,52.8,48.4,51.77,0.0125,
2022-08-31,xxx81,51.25,57.51,50.64,51.75,-0.0004,
2022-09-30,xxx81,51.55,56.64,47.05,47.48,-0.0825,
2022-10-31,xxx81,48.21,57.35,47.3,57.0,0.2005,
2022-11-30,xxx81,57.4,63.22,56.11,63.11,0.1072,
2022-12-30,xxx81,63.39,64.8,61.05,63.24,0.0021,
2023-01-31,xxx81,63.45,64.88,60.76,63.22,-0.0003,
2023-02-28,xxx81,62.55,63.07,58.17,61.11,-0.0334,
2023-03-31,xxx81,61.16,61.74,45.66,50.36,-0.1759,
2023-04-28,xxx81,50.46,53.35,48.91,53.04,0.0532,
2023-05-31,xxx81,52.59,56.9,48.95,52.83,-0.004,
2023-06-30,xxx81,53.27,57.95,53.07,57.54,0.0892,
2023-07-31,xxx81,57.55,61.7,56.88,60.28,0.0476,
2023-08-31,xxx81,60.39,62.32,57.02,58.52,-0.0292,
2023-09-29,xxx81,58.88,62.94,58.32,60.6,0.0355,
2023-10-31,xxx81,60.44,63.65,57.72,61.31,0.0117,
2023-11-30,xxx81,61.71,65.83,61.31,65.81,0.0734,
2023-12-20,xxx81,65.67,67.78,64.81,66.62,0.0123,
