date,code,open,high,low,close,change,decision
2022-01-31,xxx53,58.82,61.45,58.38,61.01,0.0304,
2022-02-28,xxx53,60.91,62.9,59.22,62.24,0.0202,
2022-03-31,xxx53,62.14,63.02,57.5,62.0,-0.0039,
2022-04-29,xxx53,62.33,67.2,61.72,64.61,0.0421,
2022-05-31,xxx53,65.28,66.38,59.66,63.38,-0.019,
2022-06-30,xxx53,63.42,63.77,58.25,62.91,-0.0074,
2022-07-29,xxx53,63.12,64.45,60.79,64.17,0.02,
2022-08-31,xxx53,64.09,65.47,61.7,61.71,-0.0383,
2022-09-30,xxx53,61.58,62.88,55.91,56.02,-0.0922,
2022-10-31,xxx53,56.36,60.91,54.02,59.85,0.0684,
2022-11-30,xxx53,60.03,63.68,58.1,63.61,0.0628,
2022-12-30,xxx53,63.61,64.7,62.33,63.61,0.0,
2023-01-31,xxx53,63.56,63.72,59.4,61.32,-0.036,
2023-02-28,xxx53,61.14,61.58,58.88,59.51,-0.0295,
2023-03-31,xxx53,59.13,62.25,58.37,62.03,0.0423,
2023-04-28,xxx53,62.3,64.99,61.86,64.15,0.0342,
2023-05-31,xxx53,64.15,64.69,59.37,59.66,-0.07,
2023-06-30,xxx53,59.94,62.17,59.77,60.22,0.0094,
2023-07-31,xxx53,60.2,63.27,58.84,61.93,0.0284,
2023-08-31,xxx53,62.09,62.59,59.81,59.83,-0.0339,
2023-09-29,xxx53,60.0,60.13,55.62,55.98,-0.0643,
2023-10-31,xxx53,55.91,56.72,51.55,56.49,0.0091,
2023-11-30,xxx53,56.8,58.83,56.055,58.44,0.0345,
2023-12-20,xxx53,58.27,60.04,57.57,57.61,-0.0142,
