date,code,open,high,low,close,change,decision
2022-01-31,xxx75,274.41,274.41,232.68,245.39,-0.1116,
2022-02-28,xxx75,247.05,252.9,231.87,249.95,0.0186,
2022-03-31,xxx75,247.56,295.33,245.44,286.37,0.1457,
2022-04-29,xxx75,286.15,314.0,276.83,292.13,0.0201,
2022-05-31,xxx75,291.23,324.08,283.0,313.44,0.0729,
2022-06-30,xxx75,313.44,330.85,283.11,324.23,0.0344,
2022-07-29,xxx75,323.88,335.33,315.51,329.69,0.0168,
2022-08-31,xxx75,327.51,330.43,296.53,301.23,-0.0863,
2022-09-30,xxx75,301.0,341.7,296.32,323.35,0.0734,
2022-10-31,xxx75,325.99,363.92,317.05,362.09,0.1198,
2022-11-30,xxx75,345.83,372.35,340.12,371.08,0.0248,
2022-12-30,xxx75,374.79,375.25,354.61,365.84,-0.0141,
2023-01-31,xxx75,366.26,384.44,302.14,344.15,-0.0593,
2023-02-28,xxx75,342.79,353.82,309.64,311.22,-0.0957,
2023-03-31,xxx75,310.0,343.65,309.2,343.42,0.1035,
2023-04-28,xxx75,343.24,404.31,342.3,395.86,0.1527,
2023-05-31,xxx75,397.26,454.95,392.26,429.46,0.0849,
2023-06-30,xxx75,430.27,469.87,428.13,468.98,0.092,
2023-07-31,xxx75,466.26,467.6,434.34,454.55,-0.0308,
2023-08-31,xxx75,455.35,557.75,446.89,554.2,0.2192,
2023-09-29,xxx75,556.32,601.84,532.2,537.13,-0.0308,
2023-10-31,xxx75,536.01,629.97,516.57,553.93,0.0313,
2023-11-30,xxx75,555.0,625.87,551.26,591.04,0.067,
2023-12-20,xxx75,591.7,601.97,561.65,570.21,-0.0352,
