date,code,open,high,low,close,change,decision
2022-01-31,xxx39,2889.51,2932.2,2492.8401,2713.97,-0.0621,
2022-02-28,xxx39,2756.7,3042.0,2495.29,2697.8201,-0.006,
2022-03-31,xxx39,2689.6001,2883.25,2517.22,2792.99,0.0353,
2022-04-29,xxx39,2800.2,2880.8799,2262.49,2299.3301,-0.1767,
2022-05-31,xxx39,2278.1299,2462.8601,2044.16,2280.78,-0.0081,
2022-06-30,xxx39,2298.6299,2387.97,2112.5701,2187.45,-0.0409,
2022-07-29,xxx39,2166.74,2408.7,104.76,116.64,-0.9467,
2022-08-31,xxx39,115.53,123.26,108.8,109.15,-0.0642,
2022-09-30,xxx39,109.2,112.64,96.03,96.15,-0.1191,
2022-10-31,xxx39,97.22,105.1,91.9,94.66,-0.0155,
2022-11-30,xxx39,95.59,101.45,83.45,101.45,0.0717,
2022-12-30,xxx39,101.4,102.59,86.37,88.73,-0.1254,
2023-01-31,xxx39,89.83,101.58,85.57,99.87,0.1255,
2023-02-28,xxx39,99.74,108.82,88.86,90.3,-0.0958,
2023-03-31,xxx39,90.16,107.51,89.77,104.0,0.1517,
2023-04-28,xxx39,102.67,109.63,102.38,108.22,0.0406,
2023-05-31,xxx39,107.72,127.05,104.5,123.37,0.14,
2023-06-30,xxx39,123.5,129.55,116.91,120.97,-0.0195,
2023-07-31,xxx39,120.31,134.07,115.83,133.11,0.1004,
2023-08-31,xxx39,130.86,138.4,127.0,137.35,0.0319,
2023-09-29,xxx39,138.43,139.93,128.19,131.85,-0.04,
2023-10-31,xxx39,132.16,142.38,121.46,125.3,-0.0497,
2023-11-30,xxx39,125.34,141.1,124.925,133.92,0.0688,
2023-12-20,xxx39,133.32,143.0783,129.4,139.66,0.0429,
