date,code,open,high,low,close,change,decision
2022-01-31,xxx5,52.07,54.83,50.81,53.23,0.0244,
2022-02-28,xxx5,53.4,54.57,51.71,53.67,0.0083,
2022-03-31,xxx5,53.5,55.39,50.8,50.94,-0.0509,
2022-04-29,xxx5,51.02,55.51,46.17,46.3,-0.0911,
2022-05-31,xxx5,46.51,51.605,45.5489,51.29,0.1078,
2022-06-30,xxx5,51.44,52.18,48.01,50.75,-0.0105,
2022-07-29,xxx5,50.96,51.885,43.765,46.19,-0.0899,
2022-08-31,xxx5,46.29,46.5,41.76,41.81,-0.0948,
2022-09-30,xxx5,41.64,42.85,37.95,37.97,-0.0918,
2022-10-31,xxx5,38.5,39.85,34.55,37.37,-0.0158,
2022-11-30,xxx5,37.98,39.3585,36.8,38.98,0.0431,
2022-12-30,xxx5,39.18,39.69,36.575,39.4,0.0108,
2023-01-31,xxx5,39.77,44.73,32.79,41.57,0.0551,
2023-02-28,xxx5,41.99,42.0,38.09,38.81,-0.0664,
2023-03-31,xxx5,38.71,39.0499,36.16,38.89,0.0021,
2023-04-28,xxx5,39.05,40.245,36.57,38.83,-0.0015,
2023-05-31,xxx5,39.17,39.18,34.67,35.63,-0.0824,
2023-06-30,xxx5,35.6,37.25,33.72,37.19,0.0438,
2023-07-31,xxx5,37.17,37.68,31.25,34.08,-0.0836,
2023-08-31,xxx5,34.29,35.14,32.18,34.98,0.0264,
2023-09-29,xxx5,34.99,35.145,32.31,32.41,-0.0735,
2023-10-31,xxx5,32.44,35.21,30.135,35.13,0.0839,
2023-11-30,xxx5,35.405,38.4399,35.15,38.33,0.0911,
2023-12-20,xxx5,38.4,38.88,36.46,37.3,-0.0269,
