date,code,open,high,low,close,change,decision
2022-01-31,xxx42,188.82,192.1,169.39,179.49,-0.0476,
2022-02-28,xxx42,179.59,188.25,161.04,169.99,-0.0529,
2022-03-31,xxx42,169.36,191.34,162.39,183.48,0.0794,
2022-04-29,xxx42,184.43,184.88,160.5,170.25,-0.0721,
2022-05-31,xxx42,170.55,178.35,162.67,176.76,0.0382,
2022-06-30,xxx42,177.51,177.59,149.1,153.65,-0.1307,
2022-07-29,xxx42,150.35,179.27,144.46,178.89,0.1643,
2022-08-31,xxx42,177.94,185.99,164.02,165.21,-0.0765,
2022-09-30,xxx42,163.35,171.92,154.68,154.78,-0.0631,
2022-10-31,xxx42,157.41,169.23,145.97,160.63,0.0378,
2022-11-30,xxx42,162.24,182.62,155.33,180.46,0.1235,
2022-12-30,xxx42,180.04,183.09,160.83,165.22,-0.0845,
2023-01-31,xxx42,167.22,181.17,162.59,177.21,0.0726,
2023-02-28,xxx42,177.0,185.45,167.8,171.45,-0.0325,
2023-03-31,xxx42,171.04,186.3,169.81,186.01,0.0849,
2023-04-28,xxx42,185.33,186.18,161.1,167.2,-0.1011,
2023-05-31,xxx42,168.21,178.19,159.94,173.88,0.04,
2023-06-30,xxx42,175.87,180.54,167.2,180.02,0.0353,
2023-07-31,xxx42,180.17,188.12,173.08,180.0,-0.0001,
2023-08-31,xxx42,179.0,179.47,163.93,168.06,-0.0663,
2023-09-29,xxx42,169.98,170.9,155.89,159.01,-0.0538,
2023-10-31,xxx42,159.51,160.64,139.48,142.01,-0.1069,
2023-11-30,xxx42,142.64,156.28,140.815,152.71,0.0753,
2023-12-20,xxx42,153.11,171.09,151.91,165.18,0.0817,
