date,code,open,high,low,close,change,decision
2022-01-31,xxx51,57.1,58.0,54.65,57.95,0.0033,
2022-02-28,xxx51,57.66,58.21,40.11,42.56,-0.2656,
2022-03-31,xxx51,42.0,48.03,41.87,47.63,0.1191,
2022-04-29,xxx51,47.6,50.71,46.71,46.78,-0.0178,
2022-05-31,xxx51,46.87,49.86,45.4,49.15,0.0507,
2022-06-30,xxx51,49.5,49.5,40.17,45.32,-0.0779,
2022-07-29,xxx51,45.2,46.75,42.73,46.49,0.0258,
2022-08-31,xxx51,46.41,47.23,43.88,43.91,-0.0555,
2022-09-30,xxx51,43.72,46.19,37.36,37.46,-0.1469,
2022-10-31,xxx51,38.25,40.04,35.19,38.59,0.0302,
2022-11-30,xxx51,38.9,41.39,36.03,41.37,0.072,
2022-12-30,xxx51,41.66,43.65,40.79,43.23,0.045,
2023-01-31,xxx51,43.25,44.37,40.95,42.19,-0.0241,
2023-02-28,xxx51,41.91,43.34,39.69,40.39,-0.0427,
2023-03-31,xxx51,40.07,42.39,38.98,41.89,0.0371,
2023-04-28,xxx51,41.81,43.71,41.44,42.44,0.0131,
2023-05-31,xxx51,42.45,43.4,38.8,39.65,-0.0657,
2023-06-30,xxx51,39.87,41.43,39.0,40.74,0.0275,
2023-07-31,xxx51,40.62,43.53,40.45,41.86,0.0275,
2023-08-31,xxx51,41.81,42.01,39.4,40.12,-0.0416,
2023-09-29,xxx51,40.35,42.16,37.51,37.79,-0.0581,
2023-10-31,xxx51,37.59,40.67,35.71,38.94,0.0304,
2023-11-30,xxx51,39.01,41.48,38.165,38.51,-0.011,
2023-12-20,xxx51,38.58,41.425,34.05,34.81,-0.0961,
