date,code,open,high,low,close,change,decision
2022-01-31,xxx74,117.42,137.0,117.29,131.33,0.1191,
2022-02-28,xxx74,130.83,144.0,130.51,144.0,0.0965,
2022-03-31,xxx74,145.01,174.76,144.7,162.83,0.1308,
2022-04-29,xxx74,162.78,174.54,151.36,156.67,-0.0378,
2022-05-31,xxx74,156.31,180.96,155.15,174.66,0.1148,
2022-06-30,xxx74,176.73,182.4,140.15,144.78,-0.1711,
2022-07-29,xxx74,146.6,164.66,132.54,163.78,0.1312,
2022-08-31,xxx74,161.18,166.83,149.02,158.06,-0.0349,
2022-09-30,xxx74,156.48,164.53,140.46,143.67,-0.091,
2022-10-31,xxx74,148.97,183.84,148.3,180.9,0.2591,
2022-11-30,xxx74,183.87,189.68,175.82,183.31,0.0133,
2022-12-30,xxx74,184.26,184.55,167.1,179.49,-0.0208,
2023-01-31,xxx74,178.04,187.81,170.85,174.02,-0.0305,
2023-02-28,xxx74,173.31,174.39,158.91,160.77,-0.0761,
2023-03-31,xxx74,160.92,166.8,149.91,163.16,0.0149,
2023-04-28,xxx74,169.8,172.88,164.05,168.58,0.0332,
2023-05-31,xxx74,167.71,168.73,150.36,150.62,-0.1065,
2023-06-30,xxx74,151.3,160.77,149.74,157.35,0.0447,
2023-07-31,xxx74,157.18,164.04,151.63,163.66,0.0401,
2023-08-31,xxx74,163.64,164.25,156.22,161.1,-0.0156,
2023-09-29,xxx74,162.64,171.7,162.64,168.62,0.0467,
2023-10-31,xxx74,168.34,170.17,143.96,145.73,-0.1357,
2023-11-30,xxx74,145.98,149.3299,140.72,143.6,-0.0146,
2023-12-20,xxx74,143.49,153.06,140.99,150.25,0.0463,
