date,code,open,high,low,close,change,decision
2022-01-31,xxx98,209.0,214.7,200.65,212.1,0.0174,
2022-02-28,xxx98,212.19,234.99,207.84,234.45,0.1054,
2022-03-31,xxx98,235.0,254.99,224.38,241.18,0.0287,
2022-04-29,xxx98,241.17,249.69,234.85,236.53,-0.0193,
2022-05-31,xxx98,236.53,244.15,210.19,224.91,-0.0491,
2022-06-30,xxx98,227.09,235.82,208.12,221.25,-0.0163,
2022-07-29,xxx98,221.24,227.45,207.42,226.67,0.0245,
2022-08-31,xxx98,226.55,244.08,223.88,228.93,0.01,
2022-09-30,xxx98,228.8,237.41,212.03,212.17,-0.0732,
2022-10-31,xxx98,214.89,252.21,214.3,249.8,0.1774,
2022-11-30,xxx98,250.55,254.4,242.31,252.39,0.0104,
2022-12-30,xxx98,253.19,256.86,241.92,248.11,-0.017,
2023-01-31,xxx98,247.85,251.94,220.33,233.06,-0.0607,
2023-02-28,xxx98,231.2,237.76,227.56,227.91,-0.0221,
2023-03-31,xxx98,227.2,233.78,212.77,228.21,0.0013,
2023-04-28,xxx98,228.71,233.35,210.11,218.34,-0.0432,
2023-05-31,xxx98,218.05,220.42,202.35,204.18,-0.0649,
2023-06-30,xxx98,205.37,217.8,203.97,215.15,0.0537,
2023-07-31,xxx98,214.46,225.44,211.94,223.58,0.0392,
2023-08-31,xxx98,223.36,228.73,221.22,226.64,0.0137,
2023-09-29,xxx98,227.85,227.94,214.6,220.97,-0.025,
2023-10-31,xxx98,221.5,245.06,214.53,241.31,0.092,
2023-11-30,xxx98,242.0,248.89,238.31,246.97,0.0235,
2023-12-20,xxx98,247.09,256.32,246.81,249.56,0.0105,
