date,code,open,high,low,close,change,decision
2022-01-31,xxx44,354.68,395.6,353.03,389.13,0.0949,
2022-02-28,xxx44,390.22,433.9,378.32,433.8,0.1148,
2022-03-31,xxx44,435.0,479.99,411.36,441.4,0.0175,
2022-04-29,xxx44,442.22,475.5,430.38,432.12,-0.021,
2022-05-31,xxx44,429.6,454.06,417.29,440.11,0.0185,
2022-06-30,xxx44,443.03,456.67,394.66,429.96,-0.0231,
2022-07-29,xxx44,429.74,434.96,373.67,413.81,-0.0376,
2022-08-31,xxx44,418.24,445.49,416.64,420.11,0.0152,
2022-09-30,xxx44,418.24,433.79,381.55,386.29,-0.0805,
2022-10-31,xxx44,389.74,491.14,388.1,486.68,0.2599,
2022-11-30,xxx44,486.03,494.66,458.05,485.19,-0.0031,
2022-12-30,xxx44,486.52,498.95,473.67,486.49,0.0027,
2023-01-31,xxx44,483.39,488.0,437.62,463.26,-0.0478,
2023-02-28,xxx44,462.51,489.5,453.92,474.26,0.0237,
2023-03-31,xxx44,473.27,487.64,463.29,472.73,-0.0032,
2023-04-28,xxx44,473.0,508.1,459.6,464.45,-0.0175,
2023-05-31,xxx44,465.04,471.08,439.7,444.01,-0.044,
2023-06-30,xxx44,445.6,467.17,443.42,460.38,0.0369,
2023-07-31,xxx44,460.0,479.5,444.63,446.37,-0.0304,
2023-08-31,xxx44,447.03,457.67,442.3,448.35,0.0044,
2023-09-29,xxx44,450.32,451.89,405.72,408.96,-0.0879,
2023-10-31,xxx44,408.96,455.13,393.77,454.64,0.1117,
2023-11-30,xxx44,456.33,458.224,439.6754,447.77,-0.0151,
2023-12-20,xxx44,448.4,454.19,438.71,442.6,-0.0115,
