date,code,open,high,low,close,change,decision
2022-01-31,xxx48,57.2,61.29,54.6,59.73,0.0531,
2022-02-28,xxx48,59.8,62.91,57.52,58.96,-0.0129,
2022-03-31,xxx48,59.12,64.94,56.27,63.72,0.0807,
2022-04-29,xxx48,64.29,71.86,60.03,66.5,0.0436,
2022-05-31,xxx48,67.15,70.78,65.28,67.98,0.0223,
2022-06-30,xxx48,68.65,69.79,50.42,51.61,-0.2408,
2022-07-29,xxx48,50.91,53.8,48.27,53.21,0.031,
2022-08-31,xxx48,52.58,56.43,50.58,51.0,-0.0415,
2022-09-30,xxx48,50.46,51.79,43.04,43.93,-0.1386,
2022-10-31,xxx48,44.94,48.55,42.91,46.74,0.064,
2022-11-30,xxx48,47.42,53.44,45.97,50.97,0.0905,
2022-12-30,xxx48,51.25,52.83,48.76,50.39,-0.0114,
2023-01-31,xxx48,50.6,59.45,50.31,59.35,0.1778,
2023-02-28,xxx48,59.28,60.88,56.06,57.2,-0.0362,
2023-03-31,xxx48,57.29,58.75,49.2,54.82,-0.0416,
2023-04-28,xxx48,55.22,57.74,52.21,54.4,-0.0077,
2023-05-31,xxx48,54.46,54.91,48.34,48.78,-0.1033,
2023-06-30,xxx48,49.0,54.34,48.51,53.26,0.0918,
2023-07-31,xxx48,53.25,56.49,51.76,56.47,0.0603,
2023-08-31,xxx48,56.25,56.42,52.81,54.56,-0.0338,
2023-09-29,xxx48,55.03,55.56,50.08,51.56,-0.055,
2023-10-31,xxx48,51.29,52.05,47.26,48.34,-0.0625,
2023-11-30,xxx48,48.24,51.97,47.6,51.75,0.0705,
2023-12-20,xxx48,51.8,55.35,50.46,54.58,0.0547,
