date,code,open,high,low,close,change,decision
2022-01-31,xxx4,191.41,196.1,152.08,171.94,-0.0882,
2022-02-28,xxx4,172.77,176.2,94.5,111.93,-0.349,
2022-03-31,xxx4,112.73,122.81,92.25,115.65,0.0332,
2022-04-29,xxx4,116.0,122.92,82.12,87.93,-0.2397,
2022-05-31,xxx4,87.55,92.85,71.83,85.21,-0.0309,
2022-06-30,xxx4,85.47,89.32,67.58,69.84,-0.1804,
2022-07-29,xxx4,69.84,87.62,68.51,86.53,0.239,
2022-08-31,xxx4,87.05,103.03,85.27,93.44,0.0799,
2022-09-30,xxx4,92.25,99.3,84.13,86.07,-0.0789,
2022-10-31,xxx4,87.53,95.57,79.35,83.58,-0.0289,
2022-11-30,xxx4,85.0,92.62,71.17,78.41,-0.0619,
2022-12-30,xxx4,79.11,80.75,66.39,71.22,-0.0917,
2023-01-31,xxx4,73.69,82.53,73.38,81.49,0.1442,
2023-02-28,xxx4,81.34,88.63,72.98,73.6,-0.0968,
2023-03-31,xxx4,73.63,79.27,71.09,75.94,0.0318,
2023-04-28,xxx4,75.63,77.95,71.03,76.0,0.0008,
2023-05-31,xxx4,76.03,76.5,58.95,61.99,-0.1843,
2023-06-30,xxx4,62.41,69.2,61.83,66.73,0.0765,
2023-07-31,xxx4,67.12,76.54,65.63,75.82,0.1362,
2023-08-31,xxx4,76.19,76.28,57.29,62.51,-0.1755,
2023-09-29,xxx4,63.13,65.73,56.53,58.46,-0.0648,
2023-10-31,xxx4,58.62,59.64,50.25,51.8,-0.1139,
2023-11-30,xxx4,51.91,60.2,51.095,57.61,0.1122,
2023-12-20,xxx4,57.63,64.13,57.32,61.74,0.0717,
