date,code,open,high,low,close,change,decision
2022-01-31,xxx46,204.0,229.67,183.77,200.24,-0.0054,
2022-02-28,xxx46,202.48,223.23,186.88,205.34,0.0255,
2022-03-31,xxx46,203.11,203.5,167.58,191.5,-0.0674,
2022-04-29,xxx46,192.58,192.62,146.0,148.84,-0.2228,
2022-05-31,xxx46,148.02,157.99,117.08,131.4,-0.1172,
2022-06-30,xxx46,133.0,147.18,113.02,136.72,0.0405,
2022-07-29,xxx46,135.88,163.34,131.29,159.31,0.1652,
2022-08-31,xxx46,165.95,173.85,157.91,160.25,0.0059,
2022-09-30,xxx46,158.0,160.97,120.99,121.08,-0.2444,
2022-10-31,xxx46,122.0,150.14,121.02,142.51,0.177,
2022-11-30,xxx46,143.99,179.98,141.54,178.88,0.2552,
2022-12-30,xxx46,178.88,196.4,172.85,190.49,0.0649,
2023-01-31,xxx46,192.95,216.64,192.4,213.0,0.1182,
2023-02-28,xxx46,212.11,221.33,197.36,201.55,-0.0538,
2023-03-31,xxx46,201.47,216.12,192.41,212.43,0.054,
2023-04-28,xxx46,212.8,218.57,198.15,206.78,-0.0266,
2023-05-31,xxx46,206.25,208.58,193.27,205.7,-0.0052,
2023-06-30,xxx46,206.46,223.91,200.61,211.16,0.0265,
2023-07-31,xxx46,210.5,240.13,207.89,238.85,0.1311,
2023-08-31,xxx46,237.55,243.1,212.88,224.03,-0.062,
2023-09-29,xxx46,226.0,226.23,190.03,191.68,-0.1444,
2023-10-31,xxx46,191.47,199.62,176.25,186.82,-0.0254,
2023-11-30,xxx46,189.69,233.0,187.501,231.63,0.2399,
2023-12-20,xxx46,231.77,266.1298,230.0,260.25,0.1236,
