date,code,open,high,low,close,change,decision
2022-01-31,xxx54,300.1,324.405,294.81,313.02,0.0469,
2022-02-28,xxx54,312.64,325.63,299.51,321.45,0.0269,
2022-03-31,xxx54,320.26,362.1,313.59,352.91,0.0979,
2022-04-29,xxx54,353.65,354.5824,320.5,322.83,-0.0852,
2022-05-31,xxx54,324.11,327.28,298.11,315.98,-0.0212,
2022-06-30,xxx54,316.0,316.7901,263.68,273.02,-0.136,
2022-07-29,xxx54,272.5,302.4,271.2,300.6,0.101,
2022-08-31,xxx54,299.7,308.15,280.44,280.8,-0.0659,
2022-09-30,xxx54,279.95,289.2406,261.55,267.02,-0.0491,
2022-10-31,xxx54,269.52,299.98,259.85,295.09,0.1051,
2022-11-30,xxx54,298.45,319.12,282.38,318.6,0.0797,
2022-12-30,xxx54,319.0,319.56,297.0,308.9,-0.0304,
2023-01-31,xxx54,310.07,321.32,303.86,311.52,0.0085,
2023-02-28,xxx54,309.63,314.15,300.01,305.18,-0.0204,
2023-03-31,xxx54,304.02,317.29,292.42,308.77,0.0118,
2023-04-28,xxx54,309.25,328.81,307.07,328.55,0.0641,
2023-05-31,xxx54,329.16,333.94,317.41,321.08,-0.0227,
2023-06-30,xxx54,321.42,342.5,319.53,341.0,0.062,
2023-07-31,xxx54,340.75,352.33,338.41,351.96,0.0321,
2023-08-31,xxx54,352.03,364.63,349.39,360.2,0.0234,
2023-09-29,xxx54,361.9999,373.34,348.55,350.3,-0.0275,
2023-10-31,xxx54,349.64,350.0,330.58,341.33,-0.0256,
2023-11-30,xxx54,341.21,363.1919,340.58,360.0,0.0547,
2023-12-20,xxx54,359.94,364.05,350.85,355.35,-0.0129,
