date,code,open,high,low,close,change,decision
2022-01-31,xxx63,666.32,672.19,513.4,585.88,-0.1195,
2022-02-28,xxx63,585.87,614.64,549.02,587.44,0.0027,
2022-03-31,xxx63,584.79,645.31,563.61,629.68,0.0719,
2022-04-29,xxx63,631.69,636.72,553.4,554.39,-0.1196,
2022-05-31,xxx63,557.14,609.0,512.44,580.13,0.0464,
2022-06-30,xxx63,587.58,590.94,480.71,485.81,-0.1626,
2022-07-29,xxx63,479.41,537.83,463.91,535.48,0.1022,
2022-08-31,xxx63,531.43,560.56,496.54,499.11,-0.0679,
2022-09-30,xxx63,491.47,531.26,443.64,444.01,-0.1104,
2022-10-31,xxx63,449.24,489.7,415.07,470.12,0.0588,
2022-11-30,xxx63,475.8,551.66,441.36,551.03,0.1721,
2022-12-30,xxx63,551.03,585.65,516.05,559.13,0.0147,
2023-01-31,xxx63,565.0,601.68,549.99,585.01,0.0463,
2023-02-28,xxx63,583.57,617.01,572.1,594.29,0.0159,
2023-03-31,xxx63,594.0,648.5,586.13,641.54,0.0795,
2023-04-28,xxx63,639.0,644.24,603.23,626.5,-0.0234,
2023-05-31,xxx63,626.5,921.78,601.29,807.96,0.2896,
2023-06-30,xxx63,800.62,889.95,776.38,867.43,0.0736,
2023-07-31,xxx63,868.62,923.18,844.33,898.65,0.036,
2023-08-31,xxx63,898.98,923.67,812.0,922.89,0.027,
2023-09-29,xxx63,901.87,901.87,795.09,830.58,-0.1,
2023-10-31,xxx63,829.06,925.91,808.91,841.37,0.013,
2023-11-30,xxx63,842.0,999.87,835.57,925.73,0.1003,
2023-12-20,xxx63,922.46,1151.8199,903.1,1110.38,0.1995,
