date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx600406,40.08,40.28,36.5,36.76,-0.08,,,,,,,,
2022-01-14,xx600406,36.74,40.6,35.85,38.24,0.04,,,,,,,,
2022-01-21,xx600406,38.24,41.22,37.38,38.19,-0.0,,,,,,,,
2022-01-28,xx600406,37.89,38.8,34.4,35.0,-0.08,,,,,,,,
2022-02-11,xx600406,36.0,36.25,32.31,32.42,-0.07,,,,,,,,
2022-02-18,xx600406,32.03,34.46,31.54,33.74,0.04,,,,,,,,
2022-02-25,xx600406,33.89,35.93,32.8,34.9,0.03,,,,,,,,
2022-03-04,xx600406,34.9,36.05,33.0,33.43,-0.04,,,,,,,,
2022-03-11,xx600406,33.43,35.88,32.1,35.24,0.05,,,,,,,,
2022-03-18,xx600406,34.66,35.24,29.21,30.8,-0.13,,,,,,,,
2022-03-25,xx600406,30.75,32.26,30.13,30.85,0.0,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx600406,30.24,31.65,29.52,30.81,-0.0,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx600406,31.0,31.15,29.81,30.13,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-15,xx600406,29.79,29.79,27.81,28.53,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-22,xx600406,28.2,29.78,26.3,26.78,-0.06,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-29,xx600406,26.25,32.14,25.58,32.0,0.19,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-06,xx600406,33.59,33.59,30.53,31.49,-0.02,sell,5900,987501.44,185791.0,0.19,801710.44,49.56,
2022-05-13,xx600406,31.0,33.56,30.92,32.94,0.05,keep,4720,993709.73,155476.8,0.16,838232.93,9.14,36.57
2022-05-20,xx600406,33.29,34.8,32.75,34.7,0.05,sell,4720,1002016.9299999999,163784.0,0.16,838232.93,,
2022-05-27,xx600406,34.43,34.46,31.91,33.3,-0.04,sell,3776,996425.5999999999,125740.8,0.13,870684.8,8.12,32.49
2022-06-02,xx600406,33.42,35.78,32.87,35.26,0.06,keep,3021,1002398.2799999999,106520.46,0.11,895877.82,6.31,25.22
2022-06-10,xx600406,35.01,35.35,32.55,33.7,-0.04,keep,3021,997685.52,101807.7,0.1,895877.82,,
2022-06-17,xx600406,33.2,33.66,31.03,32.95,-0.02,keep,3021,995419.77,99541.95,0.1,895877.82,,
2022-06-24,xx600406,33.31,33.58,26.11,28.36,0.05,sell,3671,999987.3799999999,104109.56,0.1,895877.82,,
2022-07-01,xx600406,28.66,28.66,26.7,27.08,-0.05,sell,2937,996414.5899999999,79533.96,0.08,916880.63,5.26,21.03
2022-07-08,xx600406,26.81,29.5,26.72,28.57,0.06,keep,2350,999730.9999999999,67139.5,0.07,932591.5,5.0,15.73
2022-07-15,xx600406,28.88,30.89,28.53,30.14,0.06,keep,2350,1003420.4999999999,70829.0,0.07,932591.5,,
2022-07-22,xx600406,30.14,30.5,28.71,29.75,-0.01,keep,2350,1002503.9999999999,69912.5,0.07,932591.5,,
2022-07-29,xx600406,29.6,30.67,28.1,29.18,-0.02,keep,2350,1001164.4999999999,68573.0,0.07,932591.5,,
2022-08-05,xx600406,29.28,29.88,27.6,28.98,-0.01,keep,2350,1000694.4999999999,68103.0,0.07,932591.5,,
2022-08-12,xx600406,28.68,29.44,28.08,28.1,-0.03,keep,2350,998626.4999999999,66035.0,0.07,932591.5,,
2022-08-19,xx600406,28.09,29.44,28.02,28.65,0.02,keep,2350,999918.9999999999,67327.5,0.07,932591.5,,
2022-08-26,xx600406,28.81,29.58,26.75,27.86,-0.03,keep,2350,998062.4999999999,65471.0,0.07,932591.5,,
2022-09-02,xx600406,27.54,29.26,26.1,26.36,-0.05,keep,2350,994537.4999999999,61946.0,0.06,932591.5,,
2022-09-09,xx600406,26.36,26.75,25.8,26.48,0.0,keep,2350,994819.4999999999,62228.0,0.06,932591.5,,
2022-09-16,xx600406,26.49,26.66,24.3,24.45,-0.08,keep,2350,990048.9999999999,57457.5,0.06,932591.5,,
2022-09-23,xx600406,24.45,25.11,23.8,24.93,0.02,keep,2350,991176.9999999999,58585.5,0.06,932591.5,,
2022-09-30,xx600406,24.7,25.06,23.76,24.87,-0.0,keep,2350,991035.9999999999,58444.5,0.06,932591.5,,
2022-10-14,xx600406,25.69,26.08,24.41,25.85,0.04,keep,2350,993338.9999999999,60747.5,0.06,932591.5,,
2022-10-21,xx600406,25.75,26.0,25.0,25.58,-0.01,keep,2350,992704.4999999999,60113.0,0.06,932591.5,,
2022-10-28,xx600406,25.45,26.47,24.3,24.66,-0.04,keep,2350,990542.4999999999,57951.0,0.06,932591.5,,
2022-11-04,xx600406,24.1,27.18,23.81,26.7,0.08,keep,2350,995336.4999999999,62745.0,0.06,932591.5,,
2022-11-11,xx600406,26.7,26.95,25.27,26.14,-0.02,keep,2350,994020.4999999999,61429.0,0.06,932591.5,,
2022-11-18,xx600406,26.49,26.68,25.0,26.4,0.01,keep,2350,994631.4999999999,62040.0,0.06,932591.5,,
2022-11-25,xx600406,26.4,27.5,26.05,26.95,0.02,keep,2350,995923.9999999999,63332.5,0.06,932591.5,,
2022-12-02,xx600406,26.95,27.29,25.89,26.23,-0.03,keep,2350,994231.9999999999,61640.5,0.06,932591.5,,
