date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash
2022-01-31,xxx14,45.09,50.08,42.59,46.14,0.04,,,,,,
2022-02-28,xxx14,46.21,50.11,42.05,44.2,-0.04,,,,,,
2022-03-31,xxx14,43.71,44.63,38.17,41.22,-0.07,,,,,,
2022-04-29,xxx14,41.69,41.74,35.54,35.68,-0.13,,,,,,
2022-05-31,xxx14,36.03,38.75,32.96,37.2,0.04,,,,,,
2022-06-30,xxx14,37.46,37.47,30.64,31.13,-0.16,,,,,,
2022-07-29,xxx14,30.98,33.98,29.67,33.81,0.09,,,,,,
2022-08-31,xxx14,33.62,36.94,33.0,33.61,-0.01,,,,,,
2022-09-30,xxx14,33.34,35.63,30.17,30.2,-0.1,,,,,,
2022-10-31,xxx14,30.59,36.37,29.31,36.04,0.19,,,,,,
2022-11-30,xxx14,36.44,38.6,35.41,37.85,0.05,keep,0,1000000,0.0,0.0,1000000.0
2022-12-30,xxx14,37.5,37.69,31.35,33.12,-0.12,keep,0,1000000.0,0.0,0.0,1000000.0
2023-01-31,xxx14,33.23,35.78,32.89,35.48,0.07,keep,0,1000000.0,0.0,0.0,1000000.0
2023-02-28,xxx14,35.2,37.0,33.84,34.3,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-03-31,xxx14,34.15,34.56,26.32,28.6,-0.17,keep,0,1000000.0,0.0,0.0,1000000.0
2023-04-28,xxx14,28.64,30.93,27.46,29.28,0.02,keep,0,1000000.0,0.0,0.0,1000000.0
2023-05-31,xxx14,29.5,29.54,26.83,27.79,-0.05,keep,0,1000000.0,0.0,0.0,1000000.0
2023-06-30,xxx14,27.76,29.8,27.34,28.69,0.03,keep,0,1000000.0,0.0,0.0,1000000.0
2023-07-31,xxx14,28.7,32.85,28.1,32.0,0.12,keep,0,1000000.0,0.0,0.0,1000000.0
2023-08-31,xxx14,31.84,31.94,28.18,28.67,-0.1,keep,0,1000000.0,0.0,0.0,1000000.0
2023-09-29,xxx14,28.76,29.44,27.01,27.38,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-10-31,xxx14,27.27,28.04,24.96,26.34,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0
2023-11-30,xxx14,26.44,30.6,26.15,30.49,0.16,keep,0,1000000.0,0.0,0.0,1000000.0
2023-12-20,xxx14,30.4,34.07,30.33,32.98,0.08,,0,1000000.0,0.0,0.0,1000000.0
