date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos,commission,tax
2022-01-07,xx600438_convert,45.6,45.68,40.5,42.1,-0.0636,,,,,,,,
2022-01-14,xx600438_convert,42.1,42.58,40.35,41.42,-0.0162,,,,,,,,
2022-01-21,xx600438_convert,41.75,42.67,39.38,39.94,-0.0357,,,,,,,,
2022-01-28,xx600438_convert,39.95,41.1,36.43,37.35,-0.0648,,,,,,,,
2022-02-11,xx600438_convert,38.01,40.23,37.78,37.9,0.0147,,,,,,,,
2022-02-18,xx600438_convert,37.83,39.99,36.8,39.06,0.0306,,,,,,,,
2022-02-25,xx600438_convert,39.15,43.99,38.72,42.09,0.0776,,,,,,,,
2022-03-04,xx600438_convert,42.49,45.15,42.02,42.72,0.015,,,,,,,,
2022-03-11,xx600438_convert,42.49,46.48,41.05,45.55,0.0662,,,,,,,,
2022-03-18,xx600438_convert,45.0,46.5,42.76,44.3,-0.0274,,,,,,,,
2022-03-25,xx600438_convert,44.2,45.85,41.28,41.29,-0.0679,buy,0,1000000,1000000,0.0,0.0,,
2022-04-01,xx600438_convert,41.9,44.94,41.6,43.32,0.0492,sell,4700,802973.76,1006577.76,203604.0,0.2023,49.24,
2022-04-08,xx600438_convert,42.99,42.99,39.88,40.87,-0.0566,sell,3760,843324.46,996995.6599999999,153671.2,0.1541,10.1,40.4
2022-04-15,xx600438_convert,40.6,40.6,38.38,39.49,-0.0338,keep,3008,873809.99,992595.91,118785.92,0.1197,7.63,30.52
2022-04-22,xx600438_convert,39.17,40.95,36.68,36.83,-0.0674,sell,3008,873809.99,984594.63,110784.64,0.1125,,
2022-04-29,xx600438_convert,36.04,41.5,35.15,41.1,0.1159,sell,2407,895436.96,994364.6599999999,98927.7,0.0995,5.41,21.65
2022-05-06,xx600438_convert,41.47,41.7,39.31,39.58,-0.037,keep,1926,915354.28,991585.36,76231.08,0.0769,5.0,19.94
2022-05-13,xx600438_convert,39.4,41.48,38.81,40.35,0.0195,keep,1926,915354.28,993068.38,77714.1,0.0783,,
2022-05-20,xx600438_convert,40.4,46.14,39.6,46.0,0.14,keep,1926,915354.28,1003950.28,88596.0,0.0882,,
2022-05-27,xx600438_convert,46.0,46.47,44.3,44.67,-0.0289,keep,1926,915354.28,1001388.7000000001,86034.42,0.0859,,
2022-06-02,xx600438_convert,44.06,47.67,43.45,47.37,0.0825,sell,1966,915354.28,1008483.7000000001,93129.42,0.0923,,
2022-06-10,xx600438_convert,47.03,54.05,46.9,53.53,0.13,keep,1573,933809.66,1018012.3500000001,84202.69,0.0827,5.0,18.48
2022-06-17,xx600438_convert,53.52,55.5,51.19,54.5,0.0181,keep,1573,933809.66,1019538.16,85728.5,0.0841,,
2022-06-24,xx600438_convert,55.97,58.43,52.38,57.96,0.0635,keep,1573,933809.66,1024980.74,91171.08,0.0889,,
2022-07-01,xx600438_convert,58.17,61.07,56.61,59.66,0.0293,keep,1573,933809.66,1027654.8400000001,93845.18,0.0913,,
2022-07-08,xx600438_convert,61.0,67.86,59.88,63.73,0.0682,keep,1573,933809.66,1034056.9500000001,100247.29,0.0969,,
2022-07-15,xx600438_convert,63.01,63.76,57.37,59.7,-0.0632,keep,1573,933809.66,1027717.76,93908.1,0.0914,,
2022-07-22,xx600438_convert,60.0,60.38,54.87,56.11,-0.0601,keep,1573,933809.66,1022070.6900000001,88261.03,0.0864,,
2022-07-29,xx600438_convert,55.71,56.22,53.31,53.81,-0.041,keep,1573,933809.66,1018452.79,84643.13,0.0831,,
2022-08-05,xx600438_convert,53.3,54.06,49.5,50.83,-0.0554,keep,1573,933809.66,1013765.25,79955.59,0.0789,,
2022-08-12,xx600438_convert,50.28,52.79,49.88,51.12,0.0057,keep,1573,933809.66,1014221.42,80411.76,0.0793,,
2022-08-19,xx600438_convert,50.8,61.98,50.63,59.96,0.1729,keep,1573,933809.66,1028126.74,94317.08,0.0917,,
2022-08-26,xx600438_convert,62.0,63.25,56.06,56.43,-0.0589,keep,1573,933809.66,1022574.05,88764.39,0.0868,,
2022-09-02,xx600438_convert,55.21,57.36,51.6,52.21,-0.0748,keep,1573,933809.66,1015935.99,82126.33,0.0808,,
2022-09-09,xx600438_convert,52.26,58.02,52.07,54.56,0.045,keep,1573,933809.66,1019632.54,85822.88,0.0842,,
2022-09-16,xx600438_convert,55.51,55.99,49.52,49.52,-0.0924,keep,1573,933809.66,1011704.62,77894.96,0.077,,
2022-09-23,xx600438_convert,49.52,51.85,48.2,49.3,-0.0044,keep,1573,933809.66,1011358.56,77548.9,0.0767,,
2022-09-30,xx600438_convert,48.36,49.97,46.61,46.96,-0.0475,sell,1573,933809.66,1007677.74,73868.08,0.0733,,
2022-10-14,xx600438_convert,47.5,51.85,45.8,50.35,0.0722,keep,1259,948701.61,1012092.26,63390.65,0.0626,5.0,14.91
2022-10-21,xx600438_convert,49.6,50.35,46.66,47.01,-0.0663,keep,1259,948701.61,1007887.2,59185.59,0.0587,,
2022-10-28,xx600438_convert,47.1,48.97,45.0,45.17,-0.0391,keep,1259,948701.61,1005570.64,56869.03,0.0566,,
2022-11-04,xx600438_convert,44.02,48.08,43.22,47.7,0.056,keep,1259,948701.61,1008755.91,60054.3,0.0595,,
2022-11-11,xx600438_convert,47.48,48.15,44.63,45.9,-0.0377,keep,1259,948701.61,1006489.71,57788.1,0.0574,,
2022-11-18,xx600438_convert,46.1,46.61,43.59,43.94,-0.0427,keep,1259,948701.61,1004022.07,55320.46,0.0551,,
2022-11-25,xx600438_convert,43.66,44.56,42.78,43.08,-0.0196,keep,1259,948701.61,1002939.33,54237.72,0.0541,,
2022-12-02,xx600438_convert,42.0,44.49,41.54,43.01,-0.0016,keep,1259,948701.61,1002851.2,54149.59,0.054,,
2022-12-09,xx600438_convert,42.85,43.24,41.06,41.99,-0.0237,keep,1259,948701.61,1001567.02,52865.41,0.0528,,
2022-12-16,xx600438_convert,41.68,41.89,40.1,40.49,-0.0357,keep,1259,948701.61,999678.52,50976.91,0.051,,
2022-12-23,xx600438_convert,40.16,40.94,37.66,37.99,-0.0617,keep,1259,948701.61,996531.02,47829.41,0.048,,
2022-12-30,xx600438_convert,37.8,40.25,37.33,38.58,0.0155,keep,1259,948701.61,997273.83,48572.22,0.0487,,
2023-01-06,xx600438_convert,38.55,41.3,37.4,40.5,0.0498,keep,1259,948701.61,999691.11,50989.5,0.051,,
2023-01-13,xx600438_convert,40.5,40.66,39.21,39.64,-0.0212,keep,1259,948701.61,998608.37,49906.76,0.05,,
2023-01-20,xx600438_convert,39.59,42.1,39.4,41.93,0.0578,keep,1259,948701.61,1001491.48,52789.87,0.0527,,
2023-02-03,xx600438_convert,42.8,42.96,40.52,40.98,-0.0227,keep,1259,948701.61,1000295.4299999999,51593.82,0.0516,,
2023-02-10,xx600438_convert,40.68,41.25,40.38,40.62,-0.0088,keep,1259,948701.61,999842.19,51140.58,0.0511,,
2023-02-17,xx600438_convert,40.62,41.1,38.84,38.84,-0.0438,keep,1259,948701.61,997601.17,48899.56,0.049,,
2023-02-24,xx600438_convert,38.85,42.74,38.53,41.72,0.0742,sell,1259,948701.61,1001227.09,52525.48,0.0525,,
2023-03-03,xx600438_convert,41.46,42.44,40.91,41.21,-0.0122,keep,1008,959090.1599999999,1000629.84,41539.68,0.0415,5.0,10.4
2023-03-10,xx600438_convert,41.21,42.3,39.1,39.23,-0.048,keep,1008,959090.1599999999,998633.9999999999,39543.84,0.0396,,
2023-03-17,xx600438_convert,39.09,40.3,37.57,38.0,-0.0314,keep,1008,959090.1599999999,997394.1599999999,38304.0,0.0384,,
2023-03-24,xx600438_convert,38.01,39.35,37.61,39.05,0.0276,keep,1008,959090.1599999999,998452.5599999999,39362.4,0.0394,,
2023-03-31,xx600438_convert,39.03,39.48,38.08,38.91,-0.0036,keep,1008,959090.1599999999,998311.44,39221.28,0.0393,,
