date,code,open,high,low,close,change,decision,hold_num,cash,equity,stock_value,actual_pos
2022-01-07,xx603986_convert,176.56,178.9,154.6,157.0,-0.1072,,,,,,
2022-01-14,xx603986_convert,155.58,160.0,151.0,157.4,0.0025,,,,,,
2022-01-21,xx603986_convert,157.54,163.85,152.79,153.0,-0.028,,,,,,
2022-01-28,xx603986_convert,152.5,161.0,138.88,139.1,-0.0908,,,,,,
2022-02-11,xx603986_convert,142.95,149.81,137.15,141.3,0.0158,,,,,,
2022-02-18,xx603986_convert,138.88,152.3,137.2,145.99,0.0332,,,,,,
2022-02-25,xx603986_convert,146.0,157.08,141.0,154.7,0.0597,,,,,,
2022-03-04,xx603986_convert,154.25,158.58,147.33,154.77,0.0005,,,,,,
2022-03-11,xx603986_convert,154.79,164.0,145.18,157.82,0.0197,,,,,,
2022-03-18,xx603986_convert,155.02,167.0,146.5,161.54,0.0236,,,,,,
2022-03-25,xx603986_convert,161.5,163.58,152.84,153.03,-0.0527,keep,0,1000000,1000000,0.0,0.0
2022-04-01,xx603986_convert,151.65,152.84,138.5,140.44,-0.0823,keep,0,1000000,1000000.0,0.0,0.0
2022-04-08,xx603986_convert,139.74,139.8,131.3,134.37,-0.0432,sell,0,1000000,1000000.0,0.0,0.0
2022-04-15,xx603986_convert,131.71,135.0,121.99,132.4,-0.0147,sell,0,1000000.0,1000000.0,0.0,0.0
2022-04-22,xx603986_convert,131.9,140.4,128.51,130.0,-0.0181,sell,0,1000000.0,1000000.0,0.0,0.0
2022-04-29,xx603986_convert,126.35,128.0,112.5,124.81,-0.0399,sell,0,1000000.0,1000000.0,0.0,0.0
2022-05-06,xx603986_convert,124.7,127.94,119.11,119.3,-0.0441,sell,0,1000000.0,1000000.0,0.0,0.0
2022-05-13,xx603986_convert,119.0,133.18,113.5,126.41,0.0596,keep,0,1000000.0,1000000.0,0.0,0.0
2022-05-20,xx603986_convert,127.38,144.94,124.47,142.25,0.1253,keep,0,1000000.0,1000000.0,0.0,0.0
2022-05-27,xx603986_convert,144.0,149.23,137.39,138.96,-0.0231,keep,0,1000000.0,1000000.0,0.0,0.0
2022-06-02,xx603986_convert,140.4,146.74,137.18,145.02,0.0514,keep,0,1000000.0,1000000.0,0.0,0.0
2022-06-10,xx603986_convert,145.01,147.3,134.19,136.71,-0.0573,keep,0,1000000.0,1000000.0,0.0,0.0
2022-06-17,xx603986_convert,134.0,136.6,127.6,131.19,-0.0404,keep,0,1000000.0,1000000.0,0.0,0.0
