date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-28,xx300014,124.0,124.0,93.0,93.27,-0.21,,,,,,,,
2022-02-28,xx300014,96.5,99.36,82.11,89.5,-0.04,,,,,,,,
2022-03-31,xx300014,91.0,91.95,67.61,80.67,-0.1,,,,,,,,
2022-04-29,xx300014,80.47,82.76,52.45,65.87,-0.18,,,,,,,,
2022-05-31,xx300014,65.1,82.28,62.46,80.43,0.22,,,,,,,,
2022-06-30,xx300014,80.5,110.0,79.51,97.5,0.21,,,,,,,,
2022-07-29,xx300014,97.9,108.88,90.98,94.35,-0.03,,,,,,,,
2022-08-31,xx300014,93.48,121.8,92.74,94.99,0.01,,,,,,,,
2022-09-30,xx300014,95.0,99.6,80.7,84.6,-0.11,,,,,,,,
2022-10-31,xx300014,84.59,98.56,81.72,83.04,-0.02,,,,,,,,
2022-11-30,xx300014,83.2,100.47,78.01,82.95,-0.0,keep,0,1000000,0.0,0.0,1000000.0,,
2022-12-30,xx300014,84.95,95.0,82.66,87.9,0.06,buy,0,1000000.0,0.0,0.0,1000000.0,,
2023-01-31,xx300014,87.81,92.47,81.35,88.05,0.0,keep,2200,1000457.7,193710.0,0.19,806747.7,48.3,
2023-02-28,xx300014,88.7,92.0,71.18,72.7,-0.17,sell,2200,966687.7,159940.0,0.17,806747.7,,
2023-03-31,xx300014,72.5,73.2,61.38,69.7,-0.04,keep,1760,961275.4299999999,122672.0,0.13,838603.43,7.97,31.9
2023-04-28,xx300014,69.59,70.6,59.42,65.55,-0.06,sell,1760,953971.4299999999,115368.0,0.12,838603.43,,
2023-05-31,xx300014,65.13,71.3,62.3,64.0,-0.02,sell,1408,951609.0199999999,90112.0,0.09,861497.02,5.73,22.92
2023-06-09,xx300014,64.0,65.83,57.9,58.62,-0.08,,1127,945519.97,66064.74,0.07,879455.23,5.0,17.98
