date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx600436,440.0,443.88,392.0,394.31,-0.1,,,,,,,,
2022-01-14,xx600436,390.0,401.0,381.0,386.1,-0.02,,,,,,,,
2022-01-21,xx600436,384.1,404.3,369.83,379.22,-0.02,,,,,,,,
2022-01-28,xx600436,374.0,382.79,353.6,357.24,-0.06,,,,,,,,
2022-02-11,xx600436,359.83,371.23,334.8,340.03,-0.05,,,,,,,,
2022-02-18,xx600436,335.0,364.3,335.0,358.3,0.05,,,,,,,,
2022-02-25,xx600436,358.79,363.5,344.81,356.97,-0.0,,,,,,,,
2022-03-04,xx600436,358.0,365.0,314.0,316.16,-0.11,,,,,,,,
2022-03-11,xx600436,309.98,321.97,296.96,318.52,0.01,,,,,,,,
2022-03-18,xx600436,318.0,320.66,290.0,312.98,-0.02,,,,,,,,
2022-03-25,xx600436,316.0,322.55,307.01,310.55,-0.01,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx600436,304.34,325.5,302.34,316.57,0.02,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx600436,316.51,318.82,306.18,307.0,-0.03,sell,600,994240.52,184200.0,0.19,810040.52,47.48,
2022-04-15,xx600436,307.0,316.6,294.38,313.71,0.02,keep,480,997414.0700000001,150580.8,0.15,846833.27,9.21,36.84
2022-04-22,xx600436,313.71,318.0,293.19,296.17,-0.06,sell,480,988994.8700000001,142161.6,0.14,846833.27,,
2022-04-29,xx600436,292.01,308.66,282.41,306.15,0.03,sell,384,992391.8300000001,117561.6,0.12,874830.23,7.01,28.03
2022-05-06,xx600436,306.99,313.4,297.97,298.18,-0.03,sell,308,989970.9900000002,91839.44,0.09,898131.55,5.83,23.33
2022-05-13,xx600436,297.0,312.5,293.3,305.15,0.02,sell,247,991596.8700000001,75372.05,0.08,916224.82,5.0,18.12
2022-05-20,xx600436,309.02,310.2,290.0,305.8,0.0,sell,198,991894.5700000002,60548.4,0.06,931346.17,5.0,15.14
2022-05-27,xx600436,308.5,308.8,291.25,295.38,-0.03,sell,159,990325.6700000002,46965.42,0.05,943360.25,5.0,12.03
2022-06-02,xx600436,296.38,311.0,295.0,301.02,0.02,sell,128,991064.0900000001,38530.56,0.04,952533.53,5.0,9.19
2022-06-10,xx600436,300.0,323.0,296.14,317.35,0.05,keep,103,992707.8300000002,32687.05,0.03,960020.78,5.0,7.5
2022-06-17,xx600436,314.9,340.35,308.0,338.32,0.07,sell,103,994867.7400000001,34846.96,0.04,960020.78,,
2022-06-24,xx600436,341.0,345.0,330.21,342.29,0.01,sell,83,995238.8300000002,28410.07,0.03,966828.76,5.0,6.82
2022-07-01,xx600436,342.75,359.82,342.7,350.78,0.02,sell,67,995804.3800000002,23502.26,0.02,972302.12,5.0,5.48
2022-07-08,xx600436,353.01,357.98,338.49,338.49,-0.04,sell,54,995159.9900000002,18278.46,0.02,976881.53,5.0,4.59
2022-07-15,xx600436,338.0,338.0,319.0,319.15,-0.05,keep,44,994295.6500000003,14042.6,0.01,980253.05,5.0,3.38
2022-07-22,xx600436,319.8,321.0,303.01,310.5,-0.03,sell,44,993915.0500000003,13662.0,0.01,980253.05,,
2022-07-29,xx600436,310.75,313.79,295.0,295.72,-0.05,sell,36,993377.4000000004,10645.92,0.01,982731.48,5.0,2.49
2022-08-05,xx600436,294.95,299.88,286.01,298.67,0.01,sell,29,993450.4300000003,8661.43,0.01,984789.0,5.0,2.06
