date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx603986,176.56,178.9,154.6,157.0,-0.11,,,,,,,,
2022-01-14,xx603986,155.58,160.0,151.0,157.4,0.0,,,,,,,,
2022-01-21,xx603986,157.54,163.85,152.79,153.0,-0.03,,,,,,,,
2022-01-28,xx603986,152.5,161.0,138.88,139.1,-0.09,,,,,,,,
2022-02-11,xx603986,142.95,149.81,137.15,141.3,0.02,,,,,,,,
2022-02-18,xx603986,138.88,152.3,137.2,145.99,0.03,,,,,,,,
2022-02-25,xx603986,146.0,157.08,141.0,154.7,0.06,,,,,,,,
2022-03-04,xx603986,154.25,158.58,147.33,154.77,0.0,,,,,,,,
2022-03-11,xx603986,154.79,164.0,145.18,157.82,0.02,,,,,,,,
2022-03-18,xx603986,155.02,167.0,146.5,161.54,0.02,,,,,,,,
2022-03-25,xx603986,161.5,163.58,152.84,153.03,-0.05,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx603986,151.65,152.84,138.5,140.44,-0.08,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx603986,139.74,139.8,131.3,134.37,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-15,xx603986,131.71,135.0,121.99,132.4,-0.01,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-22,xx603986,131.9,140.4,128.51,130.0,-0.02,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-29,xx603986,126.35,128.0,112.5,124.81,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-06,xx603986,124.7,127.94,119.11,119.3,-0.04,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-13,xx603986,119.0,133.18,113.5,126.41,0.06,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-20,xx603986,127.38,144.94,124.47,142.25,0.13,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-27,xx603986,144.0,149.23,137.39,138.96,-0.02,sell,1300,993388.2,180648.0,0.18,812740.2,46.8,
2022-06-02,xx603986,140.4,146.74,137.18,145.02,0.05,keep,1048,1001317.1499999999,151980.96,0.15,849336.19,9.16,36.64
2022-06-10,xx603986,145.01,147.3,134.19,136.71,-0.06,sell,1048,992608.27,143272.08,0.14,849336.19,,
2022-06-17,xx603986,134.0,136.6,127.6,131.19,-0.04,keep,839,987373.51,110068.41,0.11,877305.1,7.0,28.0
2022-06-24,xx603986,131.57,135.19,124.7,132.0,0.01,keep,839,988053.1,110748.0,0.11,877305.1,,
2022-07-01,xx603986,132.73,143.45,130.4,138.85,0.05,keep,839,993800.25,116495.15,0.12,877305.1,,
2022-07-08,xx603986,134.35,138.86,128.0,135.28,-0.03,keep,839,990805.02,113499.92,0.11,877305.1,,
2022-07-15,xx603986,135.0,135.0,123.0,126.3,-0.07,sell,839,983270.7999999999,105965.7,0.11,877305.1,,
2022-07-22,xx603986,126.3,130.08,119.85,123.19,-0.02,keep,672,981152.8500000001,82783.68,0.08,898369.17,5.27,21.09
2022-07-29,xx603986,122.37,123.18,118.0,118.27,-0.04,keep,672,977846.6100000001,79477.44,0.08,898369.17,,
2022-08-05,xx603986,117.31,132.01,114.2,130.08,0.1,keep,672,985782.93,87413.76,0.09,898369.17,,
2022-08-12,xx603986,131.38,131.68,124.5,126.7,-0.03,keep,672,983511.5700000001,85142.4,0.09,898369.17,,
2022-08-19,xx603986,126.0,127.38,119.08,119.3,-0.06,keep,672,978538.77,80169.6,0.08,898369.17,,
2022-08-26,xx603986,118.39,120.21,110.57,114.9,-0.04,keep,672,975581.9700000001,77212.8,0.08,898369.17,,
2022-09-02,xx603986,114.0,117.0,111.55,113.25,-0.01,keep,672,974473.17,76104.0,0.08,898369.17,,
2022-09-09,xx603986,112.6,117.96,109.51,114.92,0.01,keep,672,975595.41,77226.24,0.08,898369.17,,
2022-09-16,xx603986,116.49,116.79,106.21,106.21,-0.08,keep,672,969742.29,71373.12,0.07,898369.17,,
2022-09-23,xx603986,106.0,107.15,97.51,98.24,-0.08,keep,672,964386.4500000001,66017.28,0.07,898369.17,,
2022-09-30,xx603986,97.36,100.12,93.71,93.75,-0.05,keep,672,961369.17,63000.0,0.07,898369.17,,
2022-10-14,xx603986,91.0,91.85,79.53,86.43,-0.08,keep,672,956450.13,58080.96,0.06,898369.17,,
2022-10-21,xx603986,84.92,89.43,82.86,85.18,-0.01,keep,672,955610.13,57240.96,0.06,898369.17,,
2022-10-28,xx603986,85.18,90.29,82.7,82.99,-0.03,keep,672,954138.4500000001,55769.28,0.06,898369.17,,
2022-11-04,xx603986,79.5,92.25,77.5,90.97,0.1,keep,672,959501.01,61131.84,0.06,898369.17,,
2022-11-11,xx603986,90.8,92.47,86.3,89.08,-0.02,keep,672,958230.93,59861.76,0.06,898369.17,,
2022-11-18,xx603986,89.3,112.0,89.16,103.75,0.16,keep,672,968089.17,69720.0,0.07,898369.17,,
