date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx002594,276.0,279.45,245.0,246.5,-0.08,,,,,,,,
2022-01-14,xx002594,245.0,258.56,237.8,253.14,0.03,,,,,,,,
2022-01-21,xx002594,253.02,268.96,246.33,250.4,-0.01,,,,,,,,
2022-01-28,xx002594,246.08,252.88,219.76,226.8,-0.09,,,,,,,,
2022-02-11,xx002594,240.79,249.28,228.5,230.19,0.01,,,,,,,,
2022-02-18,xx002594,230.2,248.74,225.0,242.96,0.06,,,,,,,,
2022-02-25,xx002594,241.0,252.52,234.3,247.84,0.02,,,,,,,,
2022-03-04,xx002594,246.9,256.61,230.0,233.8,-0.06,,,,,,,,
2022-03-11,xx002594,226.89,233.43,210.0,229.85,-0.02,,,,,,,,
2022-03-18,xx002594,225.0,240.88,209.43,234.5,0.02,,,,,,,,
2022-03-25,xx002594,240.0,251.0,234.01,235.31,0.0,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx002594,234.9,239.56,222.22,235.96,0.0,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx002594,245.0,246.5,239.01,243.98,0.03,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-15,xx002594,240.0,244.99,229.5,236.2,-0.03,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-22,xx002594,234.79,250.9,229.06,235.4,-0.0,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-29,xx002594,230.0,243.83,218.81,243.0,0.03,keep,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-06,xx002594,246.2,252.39,240.1,242.08,-0.0,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-05-13,xx002594,231.0,271.5,222.28,270.08,0.12,sell,800,1031209.8,216064.0,0.21,815145.8,46.2,
2022-05-20,xx002594,271.11,291.61,265.3,287.7,0.07,sell,640,1042595.5800000001,184128.0,0.18,858467.58,10.84,43.38
2022-05-27,xx002594,292.7,298.0,278.03,288.88,0.0,keep,512,1043791.6300000001,147906.56,0.14,895885.07,9.37,37.46
2022-06-02,xx002594,292.0,305.0,291.08,301.02,0.04,keep,512,1050007.31,154122.24,0.15,895885.07,,
2022-06-10,xx002594,304.0,350.0,302.55,348.8,0.16,buy,512,1074470.6700000002,178585.6,0.17,895885.07,,
2022-06-17,xx002594,346.0,358.86,327.07,338.0,-0.03,sell,1012,1064892.82,342056.0,0.32,722836.82,43.25,
2022-06-24,xx002594,338.08,356.28,332.2,351.05,0.04,sell,810,1075392.1,284350.5,0.26,791041.6,17.07,68.29
2022-07-01,xx002594,352.07,358.8,320.1,329.2,-0.06,sell,648,1061325.6300000001,213321.6,0.2,848004.03,14.26,57.03
2022-07-08,xx002594,332.0,351.95,329.59,338.0,0.03,keep,519,1066199.2000000002,175422.0,0.16,890777.2,10.71,42.83
2022-07-15,xx002594,335.88,349.89,296.77,338.19,0.0,sell,519,1066297.81,175520.61,0.16,890777.2,,
2022-07-22,xx002594,345.0,346.0,322.94,329.62,-0.03,sell,416,1063388.68,137121.92,0.13,926266.76,8.88,35.53
2022-07-29,xx002594,326.0,331.45,317.96,320.36,-0.03,sell,333,1059969.99,106679.88,0.1,953290.11,6.76,27.06
2022-08-05,xx002594,317.98,334.85,316.32,324.49,0.01,sell,267,1060888.72,86638.83,0.08,974249.89,5.25,20.99
2022-08-12,xx002594,322.11,324.9,305.0,311.93,-0.04,sell,214,1058052.1400000001,66753.02,0.06,991299.12,5.0,17.07
2022-08-19,xx002594,312.2,330.0,311.22,319.39,0.02,sell,172,1059328.07,54935.08,0.05,1004392.99,5.0,13.11
2022-08-26,xx002594,316.0,326.09,302.66,315.73,-0.01,keep,138,1058691.6500000001,43570.74,0.04,1015120.91,5.0,10.74
2022-09-02,xx002594,313.67,318.5,278.1,282.0,-0.11,keep,138,1054036.9100000001,38916.0,0.04,1015120.91,,
2022-09-09,xx002594,269.0,285.05,261.1,279.7,-0.01,keep,138,1053719.5100000002,38598.6,0.04,1015120.91,,
2022-09-16,xx002594,282.0,286.69,264.36,265.98,-0.05,keep,138,1051826.1500000001,36705.24,0.03,1015120.91,,
2022-09-23,xx002594,268.0,277.49,261.3,266.4,0.0,keep,138,1051884.11,36763.2,0.03,1015120.91,,
2022-09-30,xx002594,266.4,276.0,249.0,252.01,-0.05,keep,138,1049898.29,34777.38,0.03,1015120.91,,
2022-10-14,xx002594,252.27,269.1,249.33,264.54,0.05,keep,138,1051627.4300000002,36506.52,0.03,1015120.91,,
2022-10-21,xx002594,263.0,279.0,256.69,266.3,0.01,keep,138,1051870.31,36749.4,0.03,1015120.91,,
2022-10-28,xx002594,264.9,266.31,235.81,239.89,-0.1,sell,138,1048225.7300000001,33104.82,0.03,1015120.91,,
2022-11-04,xx002594,237.5,283.02,237.11,280.2,0.17,sell,111,1052623.9300000002,31102.2,0.03,1021521.73,5.0,6.41
2022-11-11,xx002594,275.0,282.6,255.8,268.8,-0.04,keep,89,1051483.6600000001,23923.2,0.02,1027560.46,5.0,6.05
2022-11-18,xx002594,269.23,272.54,253.5,254.68,-0.05,keep,89,1050226.98,22666.52,0.02,1027560.46,,
2022-11-25,xx002594,252.84,255.25,245.0,245.05,-0.04,keep,89,1049369.9100000001,21809.45,0.02,1027560.46,,
2022-12-02,xx002594,240.0,270.95,237.22,262.08,0.07,keep,89,1050885.58,23325.12,0.02,1027560.46,,
2022-12-09,xx002594,265.95,278.28,260.01,274.7,0.05,keep,89,1052008.76,24448.3,0.02,1027560.46,,
2022-12-16,xx002594,271.96,275.0,263.51,270.51,-0.02,keep,89,1051635.85,24075.39,0.02,1027560.46,,
2022-12-23,xx002594,268.99,275.0,250.5,252.18,-0.07,keep,89,1050004.48,22444.02,0.02,1027560.46,,
2022-12-30,xx002594,252.2,263.98,252.13,256.97,0.02,keep,89,1050430.79,22870.33,0.02,1027560.46,,
2023-01-06,xx002594,256.41,271.2,250.0,266.2,0.04,keep,89,1051252.26,23691.8,0.02,1027560.46,,
2023-01-13,xx002594,268.0,284.45,257.31,278.58,0.05,keep,89,1052354.08,24793.62,0.02,1027560.46,,
2023-01-20,xx002594,278.58,278.77,266.49,270.07,-0.03,keep,89,1051596.6900000002,24036.23,0.02,1027560.46,,
2023-02-03,xx002594,285.0,306.13,280.39,295.0,0.09,keep,89,1053815.46,26255.0,0.02,1027560.46,,
2023-02-10,xx002594,291.69,292.48,280.0,281.86,-0.04,keep,89,1052646.0,25085.54,0.02,1027560.46,,
2023-02-17,xx002594,279.01,284.5,271.28,271.66,-0.04,keep,89,1051738.2000000002,24177.74,0.02,1027560.46,,
2023-02-24,xx002594,271.59,276.56,267.0,267.58,-0.02,keep,89,1051375.08,23814.62,0.02,1027560.46,,
2023-03-03,xx002594,265.0,268.13,257.57,263.79,-0.01,keep,89,1051037.77,23477.31,0.02,1027560.46,,
2023-03-10,xx002594,264.0,266.99,242.3,243.14,-0.08,keep,89,1049199.9200000002,21639.46,0.02,1027560.46,,
2023-03-17,xx002594,241.72,242.95,233.03,237.91,-0.02,keep,89,1048734.4500000002,21173.99,0.02,1027560.46,,
2023-03-24,xx002594,237.91,247.63,234.6,246.02,0.03,keep,89,1049456.24,21895.78,0.02,1027560.46,,
2023-03-31,xx002594,245.99,260.86,240.3,256.02,0.04,keep,89,1050346.24,22785.78,0.02,1027560.46,,
2023-04-07,xx002594,256.0,258.24,245.68,249.28,-0.03,keep,89,1049746.3800000001,22185.92,0.02,1027560.46,,
2023-04-14,xx002594,249.28,254.49,237.77,246.06,-0.01,keep,89,1049459.8,21899.34,0.02,1027560.46,,
2023-04-21,xx002594,245.0,253.2,243.0,243.0,-0.01,keep,89,1049187.46,21627.0,0.02,1027560.46,,
2023-04-28,xx002594,244.1,262.97,241.0,255.86,0.05,keep,89,1050332.0,22771.54,0.02,1027560.46,,
2023-05-05,xx002594,255.0,257.61,247.95,250.07,-0.02,keep,89,1049816.6900000002,22256.23,0.02,1027560.46,,
2023-05-12,xx002594,253.0,269.8,249.0,260.1,0.04,keep,89,1050709.36,23148.9,0.02,1027560.46,,
2023-05-19,xx002594,260.1,267.42,256.3,259.18,-0.0,keep,89,1050627.48,23067.02,0.02,1027560.46,,
2023-05-26,xx002594,260.92,266.88,242.8,246.99,-0.05,keep,89,1049542.57,21982.11,0.02,1027560.46,,
2023-06-02,xx002594,250.0,259.59,242.0,259.06,0.05,keep,89,1050616.8,23056.34,0.02,1027560.46,,
2023-06-09,xx002594,259.0,265.0,251.67,258.0,-0.0,,89,1050522.46,22962.0,0.02,1027560.46,,
