code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_date,report_type,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sz300308,2012-04-10,20.51,21.8,20.51,21.8,0.09,8219945.0,172807382.0,291902000.0,1453406000.0,0.613887,21.8,2012-04-25,2012-03-31,26.787711792003996,8.34552704027446,95.58472725726867,2.7961979732737814,4.635850518954728
sz300308,2012-04-11,21.3,21.68,20.68,21.03,-0.035321,6751220.0,142608100.28,281591700.0,1402070100.0,0.504199,21.030002200000002,2012-04-25,2012-03-31,25.84154032045156,8.050753837475774,92.20856945964955,2.697433182474662,4.472107642774728
sz300308,2012-04-12,21.26,21.44,20.1,20.71,-0.015216,5419234.0,112258255.25,277306900.0,1380735700.0,0.4047219999999999,20.710009686524803,2012-04-25,2012-03-31,25.4483262024038,7.928250688260737,90.80549089440524,2.656388074610092,4.404060052882268
sz300308,2012-04-13,20.62,21.49,20.5,21.04,0.015934,5126417.0,107666906.65,281725600.0,1402736800.0,0.3828539999999999,21.040002980869886,2012-04-25,2012-03-31,25.85382826164055,8.054582060888745,92.25241566481343,2.698715842095429,4.474234345764893
sz300308,2012-04-16,20.5,20.59,19.81,20.19,-0.040399,3778058.0,76049167.11,270344100.0,1346067300.0,0.282155,20.190007900445725,2012-04-25,2012-03-31,24.809353260576177,7.729183070786299,88.52548822588322,2.589689774330167,4.293479752430338
sz300308,2012-04-17,20.09,20.32,19.72,19.97,-0.010896,2306877.0,46252626.46,267398300.0,1331399900.0,0.172284,19.97001757436247,2012-04-25,2012-03-31,24.53901855441834,7.644962155700962,87.56087171227777,2.561471262673276,4.246697997047857
sz300308,2012-04-18,20.09,20.39,19.85,20.34,0.018528,3073377.0,61990422.11,272352600.0,1356067800.0,0.229528,20.340022059980257,2012-04-25,2012-03-31,24.993672378411066,7.786606421980849,89.1831813033415,2.608929668641684,4.32538081753716
sz300308,2012-04-19,20.21,20.95,20.2,20.37,0.001475,2400113.0,49244522.12,272754300.0,1358067900.0,0.179247,20.370023592518727,2012-04-25,2012-03-31,25.030536201978048,7.798091092219759,89.31471991883316,2.6127776475039877,4.331760754243027
sz300308,2012-04-20,20.28,20.64,20.17,20.53,0.007855,2015319.0,41121623.93,274896700.0,1368735100.0,0.150509,20.53003012783796,2012-04-25,2012-03-31,25.22714326100193,7.859342666827278,90.01625920145531,2.6333002014362723,4.365786734967606
sz300308,2012-04-23,20.3,20.33,18.95,18.98,-0.075499,3428539.0,66776067.85,254142200.0,1265396600.0,0.256052,18.980033383216323,2012-04-25,2012-03-31,23.322512376708065,7.265968037816938,83.22009740105318,2.4344879602172647,4.036174202264287
sz300308,2012-04-24,18.96,19.19,18.28,18.68,-0.015806,1653373.0,30951206.14,250125200.0,1245395600.0,0.1234779999999999,18.680034975561206,2012-04-25,2012-03-31,22.953874141038284,7.151121335427839,81.90471124613663,2.396008171594231,3.972378432823297
sz300308,2012-04-25,19.0,19.34,18.81,19.18,0.026767,1328679.0,25415187.72,256820200.0,1278730600.0,0.099229,19.180043471752054,2012-04-25,2012-03-31,23.568271200487917,7.342532506076337,84.09702150433087,2.4601411526326205,4.078707086334679
sz300308,2012-04-26,19.12,19.48,19.04,19.18,0.0,1134078.0,21828084.22,256820200.0,1278730600.0,0.084696,19.180043471752054,2012-10-26,2012-09-30,28.52991484619471,9.085202239782303,-187.9876645819853,2.457088628713259,4.078707086334679
sz300308,2012-04-27,19.13,19.61,19.13,19.35,0.008863,1163470.0,22587491.89,259096500.0,1290064500.0,0.086891,19.350036197042193,2012-10-26,2012-09-30,28.78278687559268,9.165728015630219,-189.65387433062645,2.478866786527714,4.114856667240863
sz300308,2012-05-02,19.77,19.95,19.43,19.62,0.013953,1190712.0,23459988.04,262711800.0,1308065400.0,0.088925,19.620027252099526,2012-10-26,2012-09-30,29.1844071575777,9.293621894918083,-192.30020746082127,2.513455625409496,4.172271262318875
sz300308,2012-05-03,19.53,19.86,19.5,19.68,0.003058,849567.0,16731709.98,263515200.0,1312065600.0,0.063448,19.680025295436444,2012-10-26,2012-09-30,29.273656109129924,9.322042756982052,-192.88828148975344,2.5211420340498925,4.185030067839047
sz300308,2012-05-04,19.68,20.01,19.62,20.0,0.01626,1413433.0,28033009.81,267800000.0,1333400000.0,0.1055589999999999,20.00002250674024,2012-10-26,2012-09-30,29.74965051740846,9.47362068798989,-196.02467631072503,2.5621362134653376,4.253078656742109
sz300308,2012-05-07,20.13,20.13,19.76,20.0,0.0,1143324.0,22738685.16,267800000.0,1333400000.0,0.085386,20.00002250674024,2012-10-26,2012-09-30,29.74965051740846,9.47362068798989,-196.02467631072503,2.5621362134653376,4.253078656742109
sz300308,2012-05-08,20.02,20.45,19.94,20.15,0.0075,1557123.0,31432668.49,269808500.0,1343400500.0,0.11629,20.150022675540793,2012-10-26,2012-09-30,29.97277289628902,9.544672843149815,-197.49486138305548,2.5813522350663276,4.284976746667675
sz300308,2012-05-09,20.03,20.1,19.62,19.65,-0.024814,974153.0,19299990.52,263113500.0,1310065500.0,0.072752,19.650020012869923,2012-10-26,2012-09-30,29.22903163335381,9.307832325950068,-192.59424447528735,2.5172988297296945,4.178649333675864
sz300308,2012-05-10,19.68,19.89,19.64,19.8,0.007634,576579.0,11395907.06,265122000.0,1320066000.0,0.04306,19.80002826564817,2012-10-26,2012-09-30,29.452154012234374,9.37888448110999,-194.06442954761778,2.5365148513306846,4.210549142689144
sz300308,2012-05-11,19.74,19.84,19.33,19.35,-0.022727,813650.0,15888483.92,259096500.0,1290064500.0,0.060765,19.350033023254785,2012-10-26,2012-09-30,28.78278687559268,9.165728015630219,-189.65387433062645,2.478866786527714,4.114855992323248
sz300308,2012-05-14,19.48,19.56,19.15,19.16,-0.009819,534538.0,10344554.21,256552400.0,1277397200.0,0.039921,19.160035048999447,2012-10-26,2012-09-30,28.500165195677305,9.075728619094313,-187.79163990567457,2.4545264924997934,4.074452221334626
sz300308,2012-05-15,18.92,19.33,18.9,19.3,0.0073069999999999,391806.0,7473319.67,258427000.0,1286731000.0,0.029261,19.300037425102484,2012-10-26,2012-09-30,28.708412749299164,9.142043963910243,-189.16381263984965,2.472461445994051,4.104224243715919
sz300308,2012-05-16,19.26,19.44,19.14,19.18,-0.006218,385856.0,7441734.5,256820200.0,1278730600.0,0.028817,19.1800297923932,2012-10-26,2012-09-30,28.52991484619471,9.085202239782303,-187.9876645819853,2.457088628713259,4.078704177368493
sz300308,2012-05-17,19.29,19.56,19.29,19.48,0.015641,755928.0,14700322.08,260837200.0,1298731600.0,0.056455,19.480024638376022,2012-10-26,2012-09-30,28.97615960395584,9.227306550102153,-190.9280347266462,2.495520671915239,4.142499189406713
sz300308,2012-05-18,19.3,19.75,19.24,19.45,-0.00154,837087.0,16336711.12,260435500.0,1296731500.0,0.062516,19.45002540043292,2012-10-26,2012-09-30,28.931535128179725,9.213096119070167,-190.63399771218008,2.4916774675950406,4.136119740655028
sz300308,2012-05-21,19.45,19.75,19.4,19.6,0.007712,573404.0,11228166.51,262444000.0,1306732000.0,0.042823,19.60002399632106,2012-10-26,2012-09-30,29.154657507060286,9.284148274230093,-192.10418278451053,2.5108934891960306,4.168017496094959
sz300308,2012-05-22,19.58,19.85,19.51,19.72,0.006122,687627.0,13547376.67,264050800.0,1314732400.0,0.051354,19.720015343226535,2012-10-26,2012-09-30,29.33315541016474,9.340989998358033,-193.2803308423749,2.526266306476823,4.193534099206052
sz300308,2012-05-23,19.68,19.73,19.15,19.28,-0.022312,800140.0,15524053.61,258159200.0,1285397600.0,0.059757,19.280022360888466,2012-10-26,2012-09-30,28.67866309878175,9.132570343222254,-188.9677879635389,2.4698993097805855,4.0999679663845665
sz300308,2012-05-24,19.18,19.46,19.16,19.18,-0.005187,458161.0,8828934.98,256820200.0,1278730600.0,0.034217,19.180016884902535,2012-10-26,2012-09-30,28.52991484619471,9.085202239782303,-187.9876645819853,2.457088628713259,4.078701432542929
sz300308,2012-05-25,19.23,19.35,18.77,18.8,-0.019812,479028.0,9105401.68,251732000.0,1253396000.0,0.035775,18.800022390378846,2012-10-26,2012-09-30,27.96467148636395,8.905203446710496,-184.26319573208153,2.4084080406574175,3.997894199761389
sz300308,2012-05-28,18.7,18.8,18.2,18.79,-0.000532,542140.0,10057534.14,251598100.0,1252729300.0,0.0404879999999999,18.790020778467166,2012-10-26,2012-09-30,27.949796661105246,8.9004666363665,-184.16518339392616,2.4071269725506848,3.9957673200471158
sz300308,2012-05-29,18.71,19.12,18.7,19.05,0.013837,526102.0,9993744.27,255079500.0,1270063500.0,0.039291,19.050018295978816,2012-10-26,2012-09-30,28.33654211783156,9.02362370531037,-186.7135041859656,2.440434743325734,4.051056752454608
sz300308,2012-05-30,19.14,19.22,18.93,19.0,-0.002625,518197.0,9865841.5,254410000.0,1266730000.0,0.0387,19.000011997951873,2012-10-26,2012-09-30,28.262167991538035,8.999939653590395,-186.22344249518878,2.4340294027920706,4.040422728479415
sz300308,2012-05-31,18.95,19.22,18.9,19.11,0.005789,554619.0,10585935.98,255882900.0,1274063700.0,0.04142,19.110003067408016,2012-10-26,2012-09-30,28.42579106938378,9.05204456737434,-187.30157821489777,2.44812115196613,4.063812735654582
sz300308,2012-06-01,19.18,19.21,18.91,19.12,0.000523,346296.0,6608883.3,256016800.0,1274730400.0,0.025862,19.119997599012272,2012-10-26,2012-09-30,28.44066589464249,9.056781377718336,-187.39959055305314,2.449402220072863,4.06593810971533
sz300308,2012-06-04,18.78,18.93,18.41,18.42,-0.036611,538989.0,10043515.79,246643800.0,1228061400.0,0.040253,18.419995366914836,2012-10-26,2012-09-30,27.399428126533188,8.72520465363869,-180.53872688217774,2.359727452601576,3.9170800495805422
sz300308,2012-06-05,18.5,18.59,18.31,18.42,0.0,343632.0,6335018.55,246643800.0,1228061400.0,0.025663,18.419995366914836,2012-10-26,2012-09-30,27.399428126533188,8.72520465363869,-180.53872688217774,2.359727452601576,3.9170800495805422
sz300308,2012-06-06,18.49,18.7,18.36,18.51,0.004886,285376.0,5290204.8,247848900.0,1234061700.0,0.021313,18.509995464277583,2012-10-26,2012-09-30,27.533301553861527,8.767835946734644,-181.420837925576,2.37125706556217,3.9362189027027927
sz300308,2012-06-07,18.78,18.8,18.39,18.41,-0.005402,264142.0,4913445.33,246509900.0,1227394700.0,0.019727,18.410004468779555,2012-10-26,2012-09-30,27.384553301274487,8.720467843294694,-180.4407145440224,2.3584463844948433,3.9149554481903923
sz300308,2012-06-08,18.55,18.76,18.41,18.52,0.005975,299660.0,5564792.31,247982800.0,1234728400.0,0.022379,18.520004245480514,2012-10-26,2012-09-30,27.548176379120232,8.772572757078638,-181.51885026373137,2.3725381336689026,3.9383473069933306
sz300308,2012-06-11,18.5,18.86,18.5,18.81,0.015659,362974.0,6801651.36,251865900.0,1254062700.0,0.0271079999999999,18.810008991960498,2012-10-26,2012-09-30,27.979546311622652,8.909940257054492,-184.3612080702369,2.4096891087641503,4.00001788747354
sz300308,2012-06-12,18.66,18.85,18.6,18.63,-0.009569,269800.0,5052579.4,249455700.0,1242062100.0,0.020149,18.630016015916425,2012-10-26,2012-09-30,27.711799456965977,8.824677670862581,-182.59698598344036,2.386629882842962,3.961741716308305
sz300308,2012-06-13,18.64,19.08,18.64,19.03,0.021471,516821.0,9776274.23,254811700.0,1268730100.0,0.038598,19.030021089794168,2012-10-26,2012-09-30,28.306792467314146,9.014150084622381,-186.51747950965486,2.4378726071122685,4.046804272699161
sz300308,2012-06-14,18.9,19.4,18.8,19.05,0.001051,904279.0,17348986.83,255079500.0,1270063500.0,0.067534,19.05002164195954,2012-10-26,2012-09-30,28.33654211783156,9.02362370531037,-186.7135041859656,2.440434743325734,4.051057463989768
sz300308,2012-06-15,19.16,19.55,19.16,19.38,0.0173229999999999,1022202.0,19781725.7,259498200.0,1292064600.0,0.0763409999999999,19.380025166863206,2012-10-26,2012-09-30,28.827411351368795,9.179938446662202,-189.94791134509254,2.482709990847912,4.121233932438462
