date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx601919,19.21,19.93,18.37,18.67,-0.0,,,,,,,,
2022-01-14,xx601919,18.56,18.69,17.6,18.29,-0.02,,,,,,,,
2022-01-21,xx601919,17.98,18.21,16.44,16.7,-0.09,,,,,,,,
2022-01-28,xx601919,16.3,17.24,15.95,16.12,-0.03,,,,,,,,
2022-02-11,xx601919,16.3,17.49,16.21,17.07,0.06,,,,,,,,
2022-02-18,xx601919,16.97,16.97,15.97,16.89,-0.01,,,,,,,,
2022-02-25,xx601919,16.7,16.83,16.06,16.25,-0.04,,,,,,,,
2022-03-04,xx601919,16.36,18.66,16.31,18.24,0.12,,,,,,,,
2022-03-11,xx601919,18.0,18.26,15.65,16.94,-0.07,,,,,,,,
2022-03-18,xx601919,16.6,16.83,14.87,16.44,-0.03,,,,,,,,
2022-03-25,xx601919,16.6,16.66,15.72,15.77,-0.04,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx601919,15.2,17.05,14.91,17.05,0.08,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx601919,16.48,16.65,15.18,15.58,-0.09,sell,12100,988939.12,188518.0,0.19,800421.12,49.88,
2022-04-15,xx601919,15.39,15.64,14.86,15.11,-0.03,sell,9680,983859.0,146264.8,0.15,837594.2,9.3,37.22
2022-04-22,xx601919,15.01,15.47,14.26,14.77,-0.02,sell,7744,980976.7799999999,114378.88,0.12,866597.9,7.26,29.04
2022-04-29,xx601919,14.42,14.55,13.12,14.43,-0.02,sell,6196,978284.97,89408.28,0.09,888876.69,5.58,22.31
2022-05-06,xx601919,14.88,15.16,14.5,14.54,0.01,sell,4957,979351.98,72074.78,0.07,907277.2,5.0,18.42
2022-05-13,xx601919,14.46,14.61,13.73,14.42,-0.01,sell,3966,978767.5499999999,57189.72,0.06,921577.83,5.0,14.32
2022-05-20,xx601919,14.52,14.78,13.79,14.57,0.01,sell,3173,979298.36,46230.61,0.05,933067.75,5.0,11.51
2022-05-27,xx601919,15.02,15.73,14.82,15.48,0.06,sell,2539,981873.2899999999,39303.72,0.04,942569.57,5.0,9.52
2022-06-02,xx601919,15.48,15.63,15.15,15.29,-0.01,sell,2032,981469.3,31069.28,0.03,950400.02,5.0,7.84
2022-06-10,xx601919,15.35,16.16,14.32,14.79,-0.03,sell,1626,980665.3700000001,24048.54,0.02,956616.83,5.0,6.23
2022-06-17,xx601919,14.53,15.79,14.21,14.99,0.01,sell,1301,980828.1000000001,19501.99,0.02,961326.11,5.0,4.72
2022-06-24,xx601919,15.0,15.05,13.41,13.67,-0.03,sell,1105,980559.56,15105.35,0.02,965454.21,5.0,4.14
2022-07-01,xx601919,13.67,14.29,13.63,13.88,0.02,sell,884,980734.9700000001,12269.92,0.01,968465.05,5.0,3.02
2022-07-08,xx601919,13.82,15.34,13.66,14.84,0.07,sell,708,981394.9,10506.72,0.01,970888.18,5.0,2.43
2022-07-15,xx601919,14.91,15.08,14.18,14.2,-0.04,sell,567,981033.3800000001,8051.4,0.01,972981.98,5.0,2.1
2022-07-22,xx601919,14.23,14.8,14.1,14.29,0.01,sell,454,981069.8900000001,6487.66,0.01,974582.23,5.0,1.61
2022-07-29,xx601919,14.23,14.23,13.7,13.72,-0.04,sell,364,980849.8300000001,4994.08,0.01,975855.75,5.0,1.28
2022-08-05,xx601919,13.73,13.75,12.74,13.22,-0.04,sell,292,980697.8400000001,3860.24,0.0,976837.6,5.0,0.99
2022-08-12,xx601919,13.19,13.92,13.13,13.77,0.04,sell,234,980818.4600000001,3222.18,0.0,977596.28,5.0,0.76
2022-08-19,xx601919,13.65,13.71,13.28,13.58,-0.01,sell,188,980771.13,2553.04,0.0,978218.09,5.0,0.63
2022-08-26,xx601919,13.53,14.1,13.5,13.78,0.01,sell,151,980793.61,2080.78,0.0,978712.83,5.0,0.5
2022-09-02,xx601919,13.53,15.14,13.26,13.33,-0.03,sell,121,980725.95,1612.93,0.0,979113.02,5.0,0.41
2022-09-09,xx601919,13.25,13.49,13.05,13.29,-0.0,sell,97,980714.59,1289.13,0.0,979425.46,5.0,0.32
2022-09-16,xx601919,13.29,13.37,12.54,12.56,-0.05,sell,78,980652.21,979.68,0.0,979672.53,5.0,0.25
2022-09-23,xx601919,12.5,12.6,11.93,11.97,-0.05,sell,63,980608.7999999999,754.11,0.0,979854.69,5.0,0.19
2022-09-30,xx601919,11.7,11.7,10.92,11.02,-0.08,sell,51,980551.85,562.02,0.0,979989.83,5.0,0.14
2022-10-14,xx601919,11.16,11.44,10.88,11.39,0.03,sell,41,980563.21,466.99,0.0,980096.22,5.0,0.11
2022-10-21,xx601919,11.33,11.85,11.25,11.39,0.0,sell,33,980557.56,375.87,0.0,980181.69,5.0,0.09
2022-10-28,xx601919,11.44,11.56,11.06,11.25,-0.01,sell,27,980548.9500000001,303.75,0.0,980245.2,5.0,0.07
2022-11-04,xx601919,11.29,11.65,11.12,11.62,0.03,sell,22,980552.18,255.64,0.0,980296.54,5.0,0.06
2022-11-11,xx601919,11.55,12.29,11.53,11.97,0.03,sell,18,980553.11,215.46,0.0,980337.65,5.0,0.05
2022-11-18,xx601919,12.03,12.2,11.8,11.82,-0.01,sell,15,980545.9700000001,177.3,0.0,980368.67,5.0,0.04
2022-11-25,xx601919,11.74,12.62,11.64,12.43,0.05,sell,12,980547.98,149.16,0.0,980398.82,5.0,0.04
2022-12-02,xx601919,12.26,12.74,12.16,12.55,0.01,sell,10,980543.7999999999,125.5,0.0,980418.3,5.0,0.02
2022-12-09,xx601919,12.61,13.5,12.61,13.3,0.06,sell,8,980544.8699999999,106.4,0.0,980438.47,5.0,0.03
2022-12-16,xx601919,13.33,13.38,10.69,11.14,-0.01,sell,8,980535.8999999998,89.12,0.0,980446.78,5.0,0.01
