date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2022-01-07,xx601899,9.7,9.86,9.3,9.37,-0.03,,,,,,,,
2022-01-14,xx601899,9.37,10.46,9.31,9.82,0.05,,,,,,,,
2022-01-21,xx601899,9.85,10.35,9.58,10.27,0.05,,,,,,,,
2022-01-28,xx601899,10.13,10.45,9.61,9.76,-0.05,,,,,,,,
2022-02-11,xx601899,10.03,11.62,10.02,11.06,0.13,,,,,,,,
2022-02-18,xx601899,11.06,11.34,10.76,11.23,0.02,,,,,,,,
2022-02-25,xx601899,11.14,11.38,10.65,10.95,-0.02,,,,,,,,
2022-03-04,xx601899,11.0,12.09,10.85,11.58,0.06,,,,,,,,
2022-03-11,xx601899,12.01,12.17,10.65,10.98,-0.05,,,,,,,,
2022-03-18,xx601899,10.75,10.85,9.32,10.63,-0.03,,,,,,,,
2022-03-25,xx601899,10.82,11.83,10.55,11.52,0.08,keep,0,1000000,0.0,0.0,1000000.0,,
2022-04-01,xx601899,11.44,11.73,11.2,11.45,-0.01,buy,0,1000000.0,0.0,0.0,1000000.0,,
2022-04-08,xx601899,11.52,12.05,11.38,11.95,0.04,keep,17300,1007216.13,206735.0,0.21,800481.13,49.87,
2022-04-15,xx601899,12.0,12.91,11.43,12.13,0.02,keep,17300,1010330.13,209849.0,0.21,800481.13,,
2022-04-22,xx601899,12.1,12.36,10.71,11.33,-0.07,sell,17300,996490.13,196009.0,0.2,800481.13,,
2022-04-29,xx601899,10.88,11.1,10.09,11.07,-0.02,sell,13840,991253.12,153208.8,0.15,838044.32,9.4,37.61
2022-05-06,xx601899,10.92,10.94,10.0,10.07,-0.09,sell,11072,979700.49,111495.04,0.11,868205.45,7.55,30.2
2022-05-13,xx601899,9.97,9.99,9.26,9.53,-0.05,sell,8858,974646.0699999998,84416.74,0.09,890229.33,5.51,22.05
2022-05-20,xx601899,9.58,10.07,9.49,10.02,0.05,sell,7087,978167.5899999999,71011.74,0.07,907155.85,5.0,16.95
2022-05-27,xx601899,10.1,10.15,9.67,9.93,-0.01,sell,5670,977737.1799999998,56303.1,0.06,921434.08,5.0,14.3
2022-06-02,xx601899,9.99,10.25,9.73,9.87,-0.01,sell,4536,977505.3999999998,44770.32,0.05,932735.08,5.0,11.32
2022-06-10,xx601899,9.96,10.47,9.81,10.19,0.05,sell,3700,979627.6299999999,37703.0,0.04,941924.63,5.0,9.2
2022-06-17,xx601899,10.01,10.18,9.66,9.88,-0.03,sell,2960,978557.0299999999,29244.8,0.03,949312.23,5.0,7.4
2022-06-24,xx601899,9.8,9.8,9.11,9.2,-0.07,sell,2368,976882.7099999998,21785.6,0.02,955097.11,5.0,5.8
2022-07-01,xx601899,9.2,9.54,9.14,9.47,0.03,sell,1895,977380.2799999999,17945.65,0.02,959434.63,5.0,4.35
2022-07-08,xx601899,9.4,9.43,8.89,9.07,-0.04,sell,1516,976734.9999999999,13750.12,0.01,962984.88,5.0,3.56
2022-07-15,xx601899,9.15,9.15,8.36,8.37,-0.08,sell,1213,975899.34,10152.81,0.01,965746.53,5.0,2.77
2022-07-22,xx601899,8.44,8.87,8.4,8.67,0.04,sell,971,976198.1199999999,8418.57,0.01,967779.55,5.0,2.04
2022-07-29,xx601899,8.67,9.15,8.67,8.93,0.03,sell,777,976391.5199999999,6938.61,0.01,969452.91,5.0,1.68
2022-08-05,xx601899,8.94,8.95,8.47,8.82,-0.01,sell,622,976316.72,5486.04,0.01,970830.68,5.0,1.38
2022-08-12,xx601899,8.8,9.2,8.68,9.19,0.04,sell,498,976491.1699999999,4576.62,0.0,971914.55,5.0,1.09
2022-08-19,xx601899,9.2,9.32,8.84,8.84,-0.04,sell,399,976345.61,3527.16,0.0,972818.45,5.0,0.91
2022-08-26,xx601899,8.89,9.25,8.81,9.15,0.04,sell,320,976442.27,2928.0,0.0,973514.27,5.0,0.7
2022-09-02,xx601899,9.0,9.04,8.5,8.52,-0.07,sell,256,976265.17,2181.12,0.0,974084.05,5.0,0.58
2022-09-09,xx601899,8.52,9.28,8.46,9.19,0.08,sell,205,976396.58,1883.95,0.0,974512.63,5.0,0.43
2022-09-16,xx601899,9.22,9.38,8.6,8.68,-0.06,sell,164,976308.38,1423.52,0.0,974884.86,5.0,0.38
2022-09-23,xx601899,8.72,8.78,8.5,8.53,-0.02,sell,132,976284.2599999999,1125.96,0.0,975158.3,5.0,0.28
2022-09-30,xx601899,8.37,8.37,7.46,7.84,-0.08,sell,106,976201.48,831.04,0.0,975370.44,5.0,0.22
2022-10-14,xx601899,7.9,8.01,7.69,7.96,0.02,sell,85,976207.5599999998,676.6,0.0,975530.96,5.0,0.17
2022-10-21,xx601899,7.88,8.13,7.76,7.93,-0.0,sell,68,976198.8599999999,539.24,0.0,975659.62,5.0,0.13
2022-10-28,xx601899,8.02,8.37,7.74,8.1,0.02,sell,55,976204.1499999999,445.5,0.0,975758.65,5.0,0.1
2022-11-04,xx601899,7.99,8.44,7.8,8.36,0.03,sell,44,976209.1799999999,367.84,0.0,975841.34,5.0,0.09
2022-11-11,xx601899,8.77,10.05,8.77,9.92,0.19,sell,36,976263.47,357.12,0.0,975906.35,5.0,0.07
2022-11-18,xx601899,10.04,10.07,9.6,9.64,-0.03,sell,29,976251.05,279.56,0.0,975971.49,5.0,0.07
2022-11-25,xx601899,9.45,9.9,9.19,9.79,0.02,sell,24,976248.5999999999,234.96,0.0,976013.64,5.0,0.05
2022-12-02,xx601899,9.6,10.4,9.41,10.11,0.03,sell,20,976249.1599999998,202.2,0.0,976046.96,5.0,0.04
2022-12-09,xx601899,10.23,10.65,10.14,10.61,0.05,sell,16,976252.5599999998,169.76,0.0,976082.8,5.0,0.04
2022-12-16,xx601899,10.46,10.61,10.1,10.3,-0.03,sell,13,976243.0199999998,133.9,0.0,976109.12,5.0,0.03
2022-12-23,xx601899,10.38,10.44,9.77,9.9,-0.04,sell,11,976233.7399999998,108.9,0.0,976124.84,5.0,0.02
2022-12-30,xx601899,9.95,10.09,9.74,10.0,0.01,sell,9,976229.6999999997,90.0,0.0,976139.7,5.0,0.02
2023-01-06,xx601899,9.96,10.59,9.88,10.43,0.04,sell,8,976228.0799999996,83.44,0.0,976144.64,5.0,0.01
2023-01-13,xx601899,10.69,11.85,10.67,11.55,0.11,keep,7,976231.1599999997,80.85,0.0,976150.31,5.0,0.01
2023-01-20,xx601899,11.65,12.11,11.11,11.91,0.03,keep,7,976233.6799999997,83.37,0.0,976150.31,,
2023-02-03,xx601899,12.0,12.32,11.45,11.85,-0.0,keep,7,976233.2599999997,82.95,0.0,976150.31,,
2023-02-10,xx601899,11.5,11.69,11.13,11.19,-0.06,sell,7,976228.6399999997,78.33,0.0,976150.31,,
2023-02-17,xx601899,11.02,11.91,11.02,11.36,0.02,keep,6,976224.4699999997,68.16,0.0,976156.31,5.0,0.01
2023-02-24,xx601899,11.41,12.24,11.38,11.63,0.02,keep,6,976226.0899999997,69.78,0.0,976156.31,,
2023-03-03,xx601899,11.4,12.25,11.26,11.98,0.03,keep,6,976228.1899999997,71.88,0.0,976156.31,,
2023-03-10,xx601899,12.04,12.19,11.41,11.44,-0.05,keep,6,976224.9499999997,68.64,0.0,976156.31,,
2023-03-17,xx601899,11.68,12.59,11.32,11.46,0.0,keep,6,976225.0699999997,68.76,0.0,976156.31,,
2023-03-24,xx601899,11.73,12.2,11.62,12.01,0.05,keep,6,976228.3699999998,72.06,0.0,976156.31,,
2023-03-31,xx601899,12.0,12.45,11.73,12.39,0.03,keep,6,976230.6499999997,74.34,0.0,976156.31,,
2023-04-07,xx601899,12.39,13.14,12.07,12.89,0.04,keep,6,976233.6499999997,77.34,0.0,976156.31,,
2023-04-14,xx601899,12.79,13.99,12.66,13.94,0.08,keep,6,976239.9499999997,83.64,0.0,976156.31,,
2023-04-21,xx601899,13.58,14.1,13.29,13.29,-0.05,keep,6,976236.0499999997,79.74,0.0,976156.31,,
2023-04-28,xx601899,13.25,13.43,12.42,12.83,-0.03,keep,6,976233.2899999997,76.98,0.0,976156.31,,
2023-05-05,xx601899,13.25,13.38,12.45,12.58,-0.02,keep,6,976231.7899999997,75.48,0.0,976156.31,,
2023-05-12,xx601899,12.49,12.74,10.91,10.98,-0.13,sell,6,976222.1899999997,65.88,0.0,976156.31,,
2023-05-19,xx601899,10.98,11.42,10.66,10.89,-0.01,sell,5,976216.7199999996,54.45,0.0,976162.27,5.0,0.01
2023-05-26,xx601899,10.9,11.0,10.38,10.8,-0.01,sell,4,976211.3499999996,43.2,0.0,976168.15,5.0,0.01
2023-06-02,xx601899,10.82,11.62,10.61,11.59,0.07,keep,4,976214.5099999997,46.36,0.0,976168.15,,
2023-06-09,xx601899,11.41,11.88,11.14,11.71,0.01,,4,976214.9899999996,46.84,0.0,976168.15,,
