date,code,open,high,low,close,change,decision,hold_num,equity,stock_value,actual_pos,cash,commission,tax
2020-01-23,xx002049,51.45,60.2,50.3,55.84,0.1,,,,,,,,
2020-02-28,xx002049,50.26,70.15,46.1,57.95,0.04,,,,,,,,
2020-03-31,xx002049,59.9,62.86,48.88,49.9,-0.14,,,,,,,,
2020-04-30,xx002049,49.49,63.2,49.46,61.58,0.23,,,,,,,,
2020-05-29,xx002049,61.07,78.08,61.06,68.9,0.12,,,,,,,,
2020-06-30,xx002049,70.38,76.68,61.85,72.75,0.06,,,,,,,,
2020-07-31,xx002049,72.91,138.34,72.91,126.84,0.74,,,,,,,,
2020-08-31,xx002049,130.0,160.8,117.33,125.3,-0.01,,,,,,,,
2020-09-30,xx002049,124.9,129.56,108.44,118.78,-0.05,,,,,,,,
2020-10-30,xx002049,121.16,131.7,100.33,107.32,-0.1,,,,,,,,
2020-11-30,xx002049,107.82,116.34,92.05,100.45,-0.06,keep,0,1000000,0.0,0.0,1000000.0,,
2020-12-31,xx002049,100.01,136.39,98.68,133.81,0.33,buy,0,1000000.0,0.0,0.0,1000000.0,,
2021-01-29,xx002049,137.05,151.88,118.6,120.86,-0.1,sell,1400,977272.03,169204.0,0.17,808068.03,47.97,
2021-02-26,xx002049,120.2,124.2,105.68,111.0,-0.08,keep,1120,965999.1699999999,124320.0,0.13,841679.17,8.41,33.65
2021-03-31,xx002049,112.0,121.23,95.2,106.99,-0.04,keep,1120,961507.97,119828.8,0.12,841679.17,,
2021-04-30,xx002049,107.7,123.21,99.85,117.11,0.09,keep,1120,972842.3699999999,131163.2,0.13,841679.17,,
2021-05-31,xx002049,120.0,140.66,114.51,139.16,0.19,keep,1121,997677.5299999999,155998.36,0.16,841679.17,,
2021-06-30,xx002049,138.0,156.0,128.0,154.19,0.11,keep,1121,1014526.1599999999,172846.99,0.17,841679.17,,
2021-07-30,xx002049,155.38,196.11,145.0,191.07,0.24,keep,1121,1055868.64,214189.47,0.2,841679.17,,
2021-08-31,xx002049,190.99,248.85,177.0,223.7,0.17,keep,1121,1092446.8699999999,250767.7,0.23,841679.17,,
2021-09-30,xx002049,230.08,230.51,187.01,206.8,-0.08,keep,1121,1073501.97,231822.8,0.22,841679.17,,
2021-10-29,xx002049,208.5,214.19,181.77,202.65,-0.02,keep,1121,1068849.8199999998,227170.65,0.21,841679.17,,
2021-11-30,xx002049,204.56,230.89,201.51,230.89,0.14,keep,1121,1100506.8599999999,258827.69,0.24,841679.17,,
2021-12-31,xx002049,231.88,238.79,199.38,225.0,-0.03,,1121,1093904.17,252225.0,0.23,841679.17,,
