date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx000338_convert,17.93,18.25,17.5,17.76,-0.0073,,,,,86628,,,
2022-01-14,xx000338_convert,18.06,18.45,16.7,16.92,-0.0473,,,,,35802,,,
2022-01-21,xx000338_convert,16.88,17.4,16.12,16.28,-0.0378,,,,,81742,,,
2022-01-28,xx000338_convert,16.2,16.44,15.36,15.5,-0.0479,,,,,96950,,,
2022-02-11,xx000338_convert,15.75,16.17,15.66,15.74,0.0155,,,,,12384,,,
2022-02-18,xx000338_convert,15.54,15.66,15.16,15.64,-0.0064,,,,,68600,,,
2022-02-25,xx000338_convert,15.6,15.93,15.12,15.39,-0.016,,,,,83425,,,
2022-03-04,xx000338_convert,15.3,15.46,14.87,15.07,-0.0208,,,,,34689,,,
2022-03-11,xx000338_convert,14.95,14.95,12.85,13.83,-0.0823,,,,,77392,,,
2022-03-18,xx000338_convert,13.68,13.97,12.31,13.5,-0.0239,,,,,14518,,,
2022-03-25,xx000338_convert,13.58,14.57,13.37,13.59,0.0067,keep,0,1000000,1000000,13206,0.0,0.0,
2022-04-01,xx000338_convert,13.47,13.68,13.09,13.45,-0.0103,keep,0,1000000,1000000.0,52465,0.0,0.0,
2022-04-08,xx000338_convert,13.45,13.52,12.75,13.29,-0.0119,keep,0,1000000,1000000.0,36439,0.0,0.0,
2022-04-15,xx000338_convert,13.2,13.29,12.33,12.65,-0.0482,keep,0,1000000,1000000.0,19810,0.0,0.0,
2022-04-22,xx000338_convert,12.58,12.87,11.39,11.76,-0.0704,keep,0,1000000,1000000.0,95804,0.0,0.0,
2022-04-29,xx000338_convert,11.49,11.49,10.34,11.19,-0.0485,keep,0,1000000,1000000.0,43119,0.0,0.0,
2022-05-06,xx000338_convert,11.01,11.22,10.67,10.72,-0.042,keep,0,1000000,1000000.0,88955,0.0,0.0,
2022-05-13,xx000338_convert,10.71,11.06,10.21,10.91,0.0177,keep,0,1000000,1000000.0,38619,0.0,0.0,
2022-05-20,xx000338_convert,10.97,11.96,10.7,11.74,0.0761,keep,0,1000000,1000000.0,45185,0.0,0.0,
2022-05-27,xx000338_convert,11.72,12.08,11.48,11.72,-0.0017,keep,0,1000000,1000000.0,30495,0.0,0.0,
2022-06-02,xx000338_convert,11.79,12.25,11.68,12.21,0.0418,keep,0,1000000,1000000.0,74728,0.0,0.0,
2022-06-10,xx000338_convert,12.21,12.27,11.76,12.15,-0.0049,keep,0,1000000,1000000.0,76813,0.0,0.0,
2022-06-17,xx000338_convert,12.09,13.06,12.05,12.64,0.0403,keep,0,1000000,1000000.0,86766,0.0,0.0,
2022-06-24,xx000338_convert,12.7,12.77,12.1,12.59,-0.004,keep,0,1000000,1000000.0,37443,0.0,0.0,
2022-07-01,xx000338_convert,12.65,12.99,12.4,12.86,0.0214,keep,0,1000000,1000000.0,52405,0.0,0.0,
2022-07-08,xx000338_convert,12.71,13.28,12.04,12.92,0.0047,keep,0,1000000,1000000.0,32958,0.0,0.0,
2022-07-15,xx000338_convert,12.96,12.96,11.86,11.86,-0.082,keep,0,1000000,1000000.0,42697,0.0,0.0,
2022-07-22,xx000338_convert,11.82,12.58,11.81,12.17,0.0261,keep,0,1000000,1000000.0,24591,0.0,0.0,
2022-07-29,xx000338_convert,12.17,12.26,11.87,11.97,-0.0164,keep,0,1000000,1000000.0,59195,0.0,0.0,
2022-08-05,xx000338_convert,11.91,12.23,11.45,11.81,-0.0134,keep,0,1000000,1000000.0,61422,0.0,0.0,
2022-08-12,xx000338_convert,11.8,12.09,11.73,11.96,0.0127,keep,0,1000000,1000000.0,27546,0.0,0.0,
2022-08-19,xx000338_convert,11.96,12.04,11.63,11.64,-0.0268,keep,0,1000000,1000000.0,10940,0.0,0.0,
2022-08-26,xx000338_convert,11.63,11.72,11.2,11.42,-0.0031,keep,0,1000000,1000000.0,64932,0.0,0.0,
2022-09-02,xx000338_convert,11.32,11.75,11.25,11.47,0.0044,keep,0,1000000,1000000.0,67004,0.0,0.0,
2022-09-09,xx000338_convert,11.46,11.72,11.39,11.56,0.0078,keep,0,1000000,1000000.0,66289,0.0,0.0,
2022-09-16,xx000338_convert,11.56,11.65,10.73,10.73,-0.0718,keep,0,1000000,1000000.0,79370,0.0,0.0,
2022-09-23,xx000338_convert,10.73,10.81,10.25,10.34,-0.0363,keep,0,1000000,1000000.0,37389,0.0,0.0,
2022-09-30,xx000338_convert,10.25,10.33,9.58,9.62,-0.0696,keep,0,1000000,1000000.0,23780,0.0,0.0,
2022-10-14,xx000338_convert,9.6,9.71,9.1,9.64,0.0021,keep,0,1000000,1000000.0,55834,0.0,0.0,
2022-10-21,xx000338_convert,9.6,9.9,9.47,9.51,-0.0042,keep,0,1000000,1000000.0,86379,0.0,0.0,
2022-10-28,xx000338_convert,9.53,9.7,9.12,9.2,-0.0326,keep,0,1000000,1000000.0,22318,0.0,0.0,
2022-11-04,xx000338_convert,9.11,10.23,9.01,10.06,0.0935,keep,0,1000000,1000000.0,42607,0.0,0.0,
2022-11-11,xx000338_convert,10.03,10.26,9.8,10.21,0.0149,keep,0,1000000,1000000.0,13641,0.0,0.0,
2022-11-18,xx000338_convert,10.22,10.6,10.22,10.34,0.0127,keep,0,1000000,1000000.0,58211,0.0,0.0,
2022-11-25,xx000338_convert,10.3,10.65,10.15,10.6,0.0251,keep,0,1000000,1000000.0,59231,0.0,0.0,
2022-12-02,xx000338_convert,10.44,11.06,10.27,10.56,-0.0038,keep,0,1000000,1000000.0,12496,0.0,0.0,
2022-12-09,xx000338_convert,10.6,11.03,10.6,10.91,0.0331,keep,0,1000000,1000000.0,38243,0.0,0.0,
2022-12-16,xx000338_convert,10.91,11.12,10.71,10.82,-0.0082,keep,0,1000000,1000000.0,41813,0.0,0.0,
2022-12-23,xx000338_convert,10.86,10.95,10.26,10.31,-0.0471,keep,0,1000000,1000000.0,16552,0.0,0.0,
2022-12-30,xx000338_convert,10.33,10.41,10.03,10.18,-0.0126,keep,0,1000000,1000000.0,44603,0.0,0.0,
2023-01-06,xx000338_convert,10.18,10.75,10.06,10.65,0.0462,keep,0,1000000,1000000.0,74145,0.0,0.0,
2023-01-13,xx000338_convert,10.77,10.93,10.65,10.93,0.0263,keep,0,1000000,1000000.0,53897,0.0,0.0,
2023-01-20,xx000338_convert,10.98,11.12,10.86,11.07,0.0128,keep,0,1000000,1000000.0,19813,0.0,0.0,
2023-02-03,xx000338_convert,11.25,11.67,11.14,11.58,0.0461,keep,0,1000000,1000000.0,70427,0.0,0.0,
2023-02-10,xx000338_convert,11.62,12.05,11.42,11.75,0.0147,keep,0,1000000,1000000.0,46973,0.0,0.0,
2023-02-17,xx000338_convert,11.78,12.65,11.76,12.24,0.0417,keep,0,1000000,1000000.0,22236,0.0,0.0,
2023-02-24,xx000338_convert,12.7,13.18,12.48,12.53,0.0237,keep,0,1000000,1000000.0,34518,0.0,0.0,
2023-03-03,xx000338_convert,12.49,12.8,12.27,12.5,-0.0024,keep,0,1000000,1000000.0,24992,0.0,0.0,
2023-03-10,xx000338_convert,12.54,12.54,11.56,11.6,-0.072,keep,0,1000000,1000000.0,61705,0.0,0.0,
2023-03-17,xx000338_convert,11.58,11.97,11.5,11.66,0.0052,keep,0,1000000,1000000.0,57466,0.0,0.0,
2023-03-24,xx000338_convert,11.66,11.93,11.36,11.55,-0.0094,buy,0,1000000,1000000.0,90583,0.0,0.0,
2023-03-31,xx000338_convert,11.56,12.66,11.45,12.61,0.0918,keep,17200,800946.25,1017838.25,83493,216892.0,0.2131,49.75
2023-04-07,xx000338_convert,12.65,12.83,12.4,12.41,-0.0159,keep,17200,800946.25,1014398.25,17242,213452.0,0.2104,
2023-04-14,xx000338_convert,12.42,12.48,11.73,11.85,-0.0451,keep,17200,800946.25,1004766.25,55570,203820.0,0.2029,
2023-04-21,xx000338_convert,11.86,12.03,11.37,11.44,-0.0346,keep,17200,800946.25,997714.25,20602,196768.0,0.1972,
2023-04-28,xx000338_convert,11.44,11.53,11.15,11.52,0.007,keep,17200,800946.25,999090.25,14292,198144.0,0.1983,
2023-05-05,xx000338_convert,11.92,13.07,11.92,12.8,0.1111,keep,17200,800946.25,1021106.25,17112,220160.0,0.2156,
2023-05-12,xx000338_convert,12.78,13.05,12.18,12.18,-0.0484,keep,17200,800946.25,1010442.25,70328,209496.0,0.2073,
2023-05-19,xx000338_convert,12.48,12.65,12.08,12.08,-0.0082,keep,17200,800946.25,1008722.25,69438,207776.0,0.206,
2023-05-26,xx000338_convert,12.13,12.14,11.55,11.77,-0.0257,keep,17200,800946.25,1003390.25,49290,202444.0,0.2018,
2023-06-02,xx000338_convert,11.77,11.95,11.32,11.88,0.0093,keep,17200,800946.25,1005282.25,64581,204336.0,0.2033,
2023-06-09,xx000338_convert,11.99,12.1,11.5,11.82,-0.0051,,17200,800946.25,1004250.25,63751,203304.0,0.2024,
