date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx002352_convert,69.22,72.67,67.21,68.6,-0.0046,,,,,54498,,
2022-01-14,xx002352_convert,68.98,71.5,64.64,65.99,-0.038,,,,,87525,,
2022-01-21,xx002352_convert,66.4,68.3,65.17,67.4,0.0214,,,,,63102,,
2022-01-28,xx002352_convert,67.18,67.18,63.0,63.35,-0.0601,,,,,94045,,
2022-02-11,xx002352_convert,64.5,66.68,61.53,62.59,-0.012,,,,,71162,,
2022-02-18,xx002352_convert,61.99,62.04,59.28,61.4,-0.019,,,,,76701,,
2022-02-25,xx002352_convert,61.9,62.75,57.83,59.9,-0.0244,,,,,20218,,
2022-03-04,xx002352_convert,59.85,60.4,56.28,58.74,-0.0194,,,,,13151,,
2022-03-11,xx002352_convert,58.03,58.3,51.08,53.71,-0.0856,,,,,80787,,
2022-03-18,xx002352_convert,52.7,52.88,46.7,49.5,-0.0784,,,,,60894,,
2022-03-25,xx002352_convert,49.55,49.57,44.7,44.94,-0.0921,keep,0,1000000,1000000,44119,0.0,0.0
2022-04-01,xx002352_convert,43.99,49.5,42.51,49.0,0.0903,keep,0,1000000,1000000.0,61218,0.0,0.0
2022-04-08,xx002352_convert,49.01,50.27,47.26,48.26,-0.0151,keep,0,1000000,1000000.0,82106,0.0,0.0
2022-04-15,xx002352_convert,49.24,54.0,47.95,50.11,0.0383,keep,0,1000000,1000000.0,24563,0.0,0.0
2022-04-22,xx002352_convert,49.95,52.51,47.38,48.58,-0.0305,keep,0,1000000,1000000.0,62371,0.0,0.0
2022-04-29,xx002352_convert,47.85,51.65,44.6,51.3,0.056,keep,0,1000000,1000000.0,16595,0.0,0.0
2022-05-06,xx002352_convert,50.05,51.53,48.65,49.17,-0.0415,keep,0,1000000,1000000.0,26765,0.0,0.0
2022-05-13,xx002352_convert,49.18,51.47,47.8,49.8,0.0128,keep,0,1000000,1000000.0,40376,0.0,0.0
2022-05-20,xx002352_convert,49.78,50.75,46.6,50.54,0.0149,keep,0,1000000,1000000.0,83961,0.0,0.0
2022-05-27,xx002352_convert,50.54,51.8,47.75,50.08,-0.0091,keep,0,1000000,1000000.0,64318,0.0,0.0
2022-06-02,xx002352_convert,51.13,53.27,50.25,51.87,0.0357,keep,0,1000000,1000000.0,11989,0.0,0.0
2022-06-10,xx002352_convert,51.71,53.72,50.16,52.6,0.0141,keep,0,1000000,1000000.0,78058,0.0,0.0
2022-06-17,xx002352_convert,51.56,52.38,50.09,51.9,-0.0098,keep,0,1000000,1000000.0,13662,0.0,0.0
2022-06-24,xx002352_convert,52.78,53.11,49.07,52.62,0.0139,keep,0,1000000,1000000.0,38874,0.0,0.0
2022-07-01,xx002352_convert,52.62,57.1,52.52,55.98,0.0639,keep,0,1000000,1000000.0,87443,0.0,0.0
2022-07-08,xx002352_convert,55.9,57.29,53.15,54.38,-0.0286,keep,0,1000000,1000000.0,75302,0.0,0.0
2022-07-15,xx002352_convert,54.0,54.08,50.73,50.88,-0.0644,keep,0,1000000,1000000.0,16151,0.0,0.0
2022-07-22,xx002352_convert,51.03,54.79,50.88,53.0,0.0417,keep,0,1000000,1000000.0,18924,0.0,0.0
2022-07-29,xx002352_convert,53.2,53.74,49.37,49.84,-0.0596,keep,0,1000000,1000000.0,35355,0.0,0.0
2022-08-05,xx002352_convert,49.84,49.84,47.47,48.82,-0.0205,keep,0,1000000,1000000.0,68438,0.0,0.0
2022-08-12,xx002352_convert,48.79,50.0,47.76,49.79,0.0199,keep,0,1000000,1000000.0,89831,0.0,0.0
2022-08-19,xx002352_convert,49.79,50.71,49.26,49.88,0.0018,keep,0,1000000,1000000.0,92417,0.0,0.0
2022-08-26,xx002352_convert,49.62,50.99,48.57,49.37,-0.0102,keep,0,1000000,1000000.0,11722,0.0,0.0
2022-09-02,xx002352_convert,48.89,50.2,48.0,48.45,-0.0186,keep,0,1000000,1000000.0,89073,0.0,0.0
2022-09-09,xx002352_convert,48.18,50.51,46.58,50.38,0.0398,keep,0,1000000,1000000.0,34721,0.0,0.0
2022-09-16,xx002352_convert,50.51,52.16,48.51,48.7,-0.0333,keep,0,1000000,1000000.0,93941,0.0,0.0
2022-09-23,xx002352_convert,48.77,49.68,44.73,46.7,-0.0411,keep,0,1000000,1000000.0,59999,0.0,0.0
2022-09-30,xx002352_convert,46.02,49.56,45.45,47.22,0.0111,keep,0,1000000,1000000.0,62648,0.0,0.0
2022-10-14,xx002352_convert,47.4,49.75,44.03,49.45,0.0472,keep,0,1000000,1000000.0,80990,0.0,0.0
2022-10-21,xx002352_convert,49.1,51.92,49.03,51.21,0.0356,keep,0,1000000,1000000.0,23088,0.0,0.0
2022-10-28,xx002352_convert,50.81,51.68,48.57,49.88,-0.026,keep,0,1000000,1000000.0,98460,0.0,0.0
2022-11-04,xx002352_convert,49.5,50.77,47.28,50.02,0.0028,keep,0,1000000,1000000.0,73554,0.0,0.0
2022-11-11,xx002352_convert,49.41,52.75,49.0,52.53,0.0502,keep,0,1000000,1000000.0,20372,0.0,0.0
2022-11-18,xx002352_convert,52.57,55.15,51.57,52.49,-0.0008,keep,0,1000000,1000000.0,15795,0.0,0.0
2022-11-25,xx002352_convert,51.7,52.35,50.19,50.95,-0.0293,keep,0,1000000,1000000.0,23042,0.0,0.0
2022-12-02,xx002352_convert,49.95,55.7,49.03,53.58,0.0516,keep,0,1000000,1000000.0,65748,0.0,0.0
2022-12-09,xx002352_convert,54.57,58.85,54.25,58.03,0.0831,keep,0,1000000,1000000.0,27321,0.0,0.0
2022-12-16,xx002352_convert,57.81,60.36,56.3,58.31,0.0048,keep,0,1000000,1000000.0,43096,0.0,0.0
2022-12-23,xx002352_convert,58.59,59.0,56.55,58.18,-0.0022,keep,0,1000000,1000000.0,21600,0.0,0.0
2022-12-30,xx002352_convert,57.6,60.91,56.71,57.76,-0.0072,keep,0,1000000,1000000.0,91500,0.0,0.0
2023-01-06,xx002352_convert,57.5,60.46,56.91,59.61,0.032,keep,0,1000000,1000000.0,68249,0.0,0.0
2023-01-13,xx002352_convert,60.0,60.51,57.68,60.38,0.0129,keep,0,1000000,1000000.0,31150,0.0,0.0
2023-01-20,xx002352_convert,60.95,61.67,59.58,60.37,-0.0002,keep,0,1000000,1000000.0,35463,0.0,0.0
2023-02-03,xx002352_convert,61.0,61.26,57.0,57.71,-0.0441,keep,0,1000000,1000000.0,57712,0.0,0.0
2023-02-10,xx002352_convert,57.09,58.33,56.5,57.4,-0.0054,keep,0,1000000,1000000.0,49833,0.0,0.0
2023-02-17,xx002352_convert,56.98,58.66,53.85,53.9,-0.061,keep,0,1000000,1000000.0,37100,0.0,0.0
2023-02-24,xx002352_convert,53.91,55.25,53.41,53.71,-0.0035,keep,0,1000000,1000000.0,59485,0.0,0.0
2023-03-03,xx002352_convert,53.21,54.92,53.1,54.33,0.0115,keep,0,1000000,1000000.0,15737,0.0,0.0
2023-03-10,xx002352_convert,54.11,54.15,52.03,52.08,-0.0414,keep,0,1000000,1000000.0,74430,0.0,0.0
