date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx000002_convert,19.49,22.46,19.36,21.89,0.1078,,,,,93901,,,,
2022-01-14,xx000002_convert,21.8,23.09,20.67,20.7,-0.0544,,,,,80036,,,,
2022-01-21,xx000002_convert,20.66,22.6,20.66,21.64,0.0454,,,,,71604,,,,
2022-01-28,xx000002_convert,21.59,22.0,20.24,20.33,-0.0605,,,,,35738,,,,
2022-02-11,xx000002_convert,20.53,21.68,19.9,21.18,0.0418,,,,,27489,,,,
2022-02-18,xx000002_convert,20.95,20.95,19.56,20.48,-0.0331,,,,,75444,,,,
2022-02-25,xx000002_convert,20.3,20.94,19.45,19.53,-0.0464,,,,,22212,,,,
2022-03-04,xx000002_convert,19.5,19.73,18.35,18.71,-0.042,,,,,50073,,,,
2022-03-11,xx000002_convert,18.54,18.9,16.02,16.65,-0.1101,,,,,61316,,,,
2022-03-18,xx000002_convert,16.38,17.55,14.43,17.45,0.048,,,,,63216,,,,
2022-03-25,xx000002_convert,17.28,18.34,16.53,17.41,-0.0023,keep,0,1000000,1000000,44373,0.0,0.0,,
2022-04-01,xx000002_convert,17.1,20.94,17.01,20.66,0.1867,buy,0,1000000,1000000.0,80717,0.0,0.0,,
2022-04-08,xx000002_convert,21.31,21.9,20.45,21.49,0.0402,sell,9300,801674.43,1001531.43,53709,199857.0,0.1996,49.57,
2022-04-15,xx000002_convert,21.05,21.88,19.85,21.3,-0.0088,sell,7440,840759.92,999231.92,10146,158472.0,0.1586,9.78,39.13
2022-04-22,xx000002_convert,20.88,21.08,19.0,19.81,-0.07,keep,5952,871775.6699999999,989684.7899999999,50478,117909.12,0.1191,7.76,31.05
2022-04-29,xx000002_convert,19.6,19.99,17.72,19.38,-0.0217,keep,5952,871775.6699999999,987125.4299999999,45104,115349.76,0.1169,,
2022-05-06,xx000002_convert,19.52,19.81,18.41,18.49,-0.0459,keep,5952,871775.6699999999,981828.1499999999,94544,110052.48,0.1121,,
2022-05-13,xx000002_convert,18.49,18.88,17.78,18.67,0.0097,keep,5952,871775.6699999999,982899.5099999999,58552,111123.84,0.1131,,
2022-05-20,xx000002_convert,19.2,19.6,18.37,18.9,0.0123,keep,5952,871775.6699999999,984268.47,20817,112492.8,0.1143,,
2022-05-27,xx000002_convert,18.72,18.85,18.0,18.14,-0.0402,keep,5952,871775.6699999999,979744.95,41088,107969.28,0.1102,,
2022-06-02,xx000002_convert,18.15,18.25,17.52,17.71,-0.0237,keep,5952,871775.6699999999,977185.59,96647,105409.92,0.1079,,
2022-06-10,xx000002_convert,17.69,17.95,17.0,17.86,0.0085,keep,5952,871775.6699999999,978078.3899999999,93714,106302.72,0.1087,,
2022-06-17,xx000002_convert,17.75,18.77,17.32,18.15,0.0162,keep,5952,871775.6699999999,979804.47,47785,108028.8,0.1103,,
2022-06-24,xx000002_convert,18.33,19.0,18.22,18.34,0.0105,keep,5952,871775.6699999999,980935.3499999999,50522,109159.68,0.1113,,
2022-07-01,xx000002_convert,18.36,20.59,18.28,20.4,0.1123,keep,5952,871775.6699999999,993196.47,94645,121420.8,0.1223,,
2022-07-08,xx000002_convert,20.23,20.47,19.04,19.28,-0.0549,keep,5952,871775.6699999999,986530.23,83391,114754.56,0.1163,,
2022-07-15,xx000002_convert,19.15,19.66,17.6,17.62,-0.0861,keep,5952,871775.6699999999,976649.9099999999,99970,104874.24,0.1074,,
2022-07-22,xx000002_convert,17.74,18.01,17.11,17.38,-0.0136,keep,5952,871775.6699999999,975221.4299999999,45876,103445.76,0.1061,,
2022-07-29,xx000002_convert,17.39,18.19,17.18,17.21,-0.0098,keep,5952,871775.6699999999,974209.59,41969,102433.92,0.1051,,
2022-08-05,xx000002_convert,17.14,17.15,16.02,16.46,-0.0436,keep,5952,871775.6699999999,969745.59,30342,97969.92,0.101,,
2022-08-12,xx000002_convert,16.5,16.8,16.02,16.38,-0.0049,keep,5952,871775.6699999999,969269.4299999999,53121,97493.76,0.1006,,
2022-08-19,xx000002_convert,16.3,17.3,16.25,17.01,0.0385,keep,5952,871775.6699999999,973019.19,59506,101243.52,0.1041,,
2022-08-26,xx000002_convert,17.02,17.15,15.58,15.83,-0.0117,keep,6320,871775.6699999999,971821.2699999999,94882,100045.6,0.1029,,
2022-09-02,xx000002_convert,15.74,17.2,15.35,16.8,0.0613,keep,6320,871775.6699999999,977951.6699999999,31500,106176.0,0.1086,,
2022-09-09,xx000002_convert,16.86,18.39,16.72,18.15,0.0804,keep,6320,871775.6699999999,986483.6699999999,89335,114708.0,0.1163,,
2022-09-16,xx000002_convert,18.11,18.77,17.84,18.0,-0.0083,keep,6320,871775.6699999999,985535.6699999999,45649,113760.0,0.1154,,
2022-09-23,xx000002_convert,18.03,18.4,17.21,17.51,-0.0272,keep,6320,871775.6699999999,982438.8699999999,78609,110663.2,0.1126,,
2022-09-30,xx000002_convert,17.69,18.08,17.13,17.83,0.0183,keep,6320,871775.6699999999,984461.2699999999,50046,112685.6,0.1145,,
2022-10-14,xx000002_convert,17.8,18.42,16.42,17.02,-0.0454,keep,6320,871775.6699999999,979342.07,32029,107566.4,0.1098,,
2022-10-21,xx000002_convert,16.9,17.03,16.02,16.19,-0.0488,keep,6320,871775.6699999999,974096.47,57606,102320.8,0.105,,
2022-10-28,xx000002_convert,16.0,16.03,14.31,14.34,-0.1143,keep,6320,871775.6699999999,962404.47,13210,90628.8,0.0942,,
2022-11-04,xx000002_convert,14.08,14.1,13.13,14.04,-0.0209,keep,6320,871775.6699999999,960508.47,72592,88732.8,0.0924,,
2022-11-11,xx000002_convert,13.91,15.76,13.9,15.76,0.1225,keep,6320,871775.6699999999,971378.8699999999,37623,99603.2,0.1025,,
2022-11-18,xx000002_convert,16.19,16.84,15.57,15.65,-0.007,keep,6320,871775.6699999999,970683.6699999999,49998,98908.0,0.1019,,
2022-11-25,xx000002_convert,15.57,17.45,15.08,17.32,0.1067,keep,6320,871775.6699999999,981238.07,61188,109462.4,0.1116,,
2022-12-02,xx000002_convert,16.89,19.69,16.63,18.39,0.0618,keep,6320,871775.6699999999,988000.47,32525,116224.8,0.1176,,
2022-12-09,xx000002_convert,18.9,20.63,18.3,20.46,0.1126,keep,6320,871775.6699999999,1001082.8699999999,83633,129307.2,0.1292,,
2022-12-16,xx000002_convert,20.11,20.25,18.5,19.38,-0.0528,keep,6320,871775.6699999999,994257.2699999999,45728,122481.6,0.1232,,
2022-12-23,xx000002_convert,19.5,19.9,18.45,18.78,-0.031,keep,6320,871775.6699999999,990465.2699999999,62640,118689.6,0.1198,,
2022-12-30,xx000002_convert,18.74,18.91,17.93,18.2,-0.0309,keep,6320,871775.6699999999,986799.6699999999,95543,115024.0,0.1166,,
2023-01-06,xx000002_convert,18.1,19.69,17.88,19.22,0.056,keep,6320,871775.6699999999,993246.07,43319,121470.4,0.1223,,
2023-01-13,xx000002_convert,19.29,19.35,18.31,18.78,-0.0229,keep,6320,871775.6699999999,990465.2699999999,84599,118689.6,0.1198,,
2023-01-20,xx000002_convert,18.78,18.95,18.1,18.58,-0.0106,keep,6320,871775.6699999999,989201.2699999999,61390,117425.6,0.1187,,
2023-02-03,xx000002_convert,18.88,19.0,17.88,17.97,-0.0328,keep,6320,871775.6699999999,985346.07,77239,113570.4,0.1153,,
2023-02-10,xx000002_convert,17.75,17.9,17.2,17.67,-0.0167,keep,6320,871775.6699999999,983450.07,73229,111674.4,0.1136,,
2023-02-17,xx000002_convert,17.35,17.9,17.08,17.09,-0.0328,keep,6320,871775.6699999999,979784.47,52276,108008.8,0.1102,,
2023-02-24,xx000002_convert,17.08,17.97,17.08,17.22,0.0076,keep,6320,871775.6699999999,980606.07,74372,108830.4,0.111,,
2023-03-03,xx000002_convert,17.23,17.4,16.58,16.81,-0.0238,keep,6320,871775.6699999999,978014.8699999999,47021,106239.2,0.1086,,
2023-03-10,xx000002_convert,16.81,16.81,15.77,15.83,-0.0583,keep,6320,871775.6699999999,971821.2699999999,65955,100045.6,0.1029,,
2023-03-17,xx000002_convert,15.83,16.12,15.58,15.9,0.0044,keep,6320,871775.6699999999,972263.6699999999,75472,100488.0,0.1034,,
2023-03-24,xx000002_convert,15.96,16.08,15.62,15.81,-0.0057,buy,6320,871775.6699999999,971694.8699999999,89310,99919.2,0.1028,,
2023-03-31,xx000002_convert,15.81,15.83,15.15,15.24,-0.0361,keep,17320,697712.1699999999,961668.97,47920,263956.8,0.2745,43.5,
2023-04-07,xx000002_convert,15.24,15.83,15.0,15.82,0.0381,keep,17320,697712.1699999999,971714.57,94953,274002.4,0.282,,
2023-04-14,xx000002_convert,15.75,16.25,15.56,15.81,-0.0006,keep,17320,697712.1699999999,971541.3699999999,38879,273829.2,0.2819,,
2023-04-21,xx000002_convert,15.72,16.19,15.26,15.3,-0.0323,keep,17320,697712.1699999999,962708.1699999999,23361,264996.0,0.2753,,
2023-04-28,xx000002_convert,15.3,15.3,14.55,15.14,-0.0105,keep,17320,697712.1699999999,959936.97,71009,262224.8,0.2732,,
2023-05-05,xx000002_convert,14.8,15.64,14.72,15.54,0.0264,keep,17320,697712.1699999999,966864.97,37344,269152.8,0.2784,,
2023-05-12,xx000002_convert,15.38,15.89,15.06,15.06,-0.0309,keep,17320,697712.1699999999,958551.3699999999,47261,260839.2,0.2721,,
2023-05-19,xx000002_convert,15.0,15.12,14.5,14.54,-0.0345,keep,17320,697712.1699999999,949544.97,36740,251832.8,0.2652,,
2023-05-26,xx000002_convert,14.52,14.76,14.0,14.21,-0.0227,keep,17320,697712.1699999999,943829.3699999999,49921,246117.2,0.2608,,
2023-06-02,xx000002_convert,14.17,14.64,13.67,14.52,0.0218,keep,17320,697712.1699999999,949198.57,15182,251486.4,0.2649,,
2023-06-09,xx000002_convert,14.34,14.99,14.22,14.67,0.0103,,17320,697712.1699999999,951796.57,48733,254084.4,0.267,,
