date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx001979_convert,13.25,14.26,13.11,14.12,0.0585,,,,,40637,,
2022-01-14,xx001979_convert,14.0,15.03,12.63,12.84,-0.0907,,,,,66979,,
2022-01-21,xx001979_convert,12.85,14.42,12.81,13.67,0.0646,,,,,47194,,
2022-01-28,xx001979_convert,13.74,14.03,13.17,13.55,-0.0088,,,,,70968,,
2022-02-11,xx001979_convert,13.55,14.52,13.5,14.17,0.0458,,,,,68987,,
2022-02-18,xx001979_convert,13.99,14.28,13.27,14.25,0.0056,,,,,46168,,
2022-02-25,xx001979_convert,14.2,14.35,13.44,13.64,-0.0428,,,,,64901,,
2022-03-04,xx001979_convert,13.47,14.77,13.28,14.58,0.0689,,,,,80094,,
2022-03-11,xx001979_convert,14.68,15.09,13.45,14.21,-0.0254,,,,,93656,,
2022-03-18,xx001979_convert,14.21,15.0,11.99,13.97,-0.0169,,,,,22107,,
2022-03-25,xx001979_convert,13.67,15.0,13.15,14.28,0.0222,keep,0,1000000,1000000,67262,0.0,0.0
2022-04-01,xx001979_convert,14.26,15.6,14.2,15.49,0.0847,keep,0,1000000,1000000.0,13324,0.0,0.0
2022-04-08,xx001979_convert,15.99,16.59,15.18,16.28,0.051,keep,0,1000000,1000000.0,14224,0.0,0.0
2022-04-15,xx001979_convert,16.0,17.7,15.0,17.01,0.0448,keep,0,1000000,1000000.0,81655,0.0,0.0
2022-04-22,xx001979_convert,16.88,17.16,14.95,16.28,-0.0429,keep,0,1000000,1000000.0,83540,0.0,0.0
2022-04-29,xx001979_convert,16.01,16.5,14.95,15.67,-0.0375,keep,0,1000000,1000000.0,50424,0.0,0.0
2022-05-06,xx001979_convert,15.71,16.09,13.58,13.78,-0.1206,keep,0,1000000,1000000.0,52228,0.0,0.0
2022-05-13,xx001979_convert,13.68,14.05,12.8,13.52,-0.0189,keep,0,1000000,1000000.0,41341,0.0,0.0
2022-05-20,xx001979_convert,13.86,14.06,12.86,13.32,-0.0148,keep,0,1000000,1000000.0,79389,0.0,0.0
2022-05-27,xx001979_convert,13.17,13.35,12.51,12.92,-0.03,keep,0,1000000,1000000.0,93345,0.0,0.0
2022-06-02,xx001979_convert,12.85,13.0,12.29,12.52,-0.031,keep,0,1000000,1000000.0,22522,0.0,0.0
2022-06-10,xx001979_convert,12.4,12.66,11.9,12.36,-0.0128,keep,0,1000000,1000000.0,58786,0.0,0.0
2022-06-17,xx001979_convert,12.24,12.66,11.49,12.21,-0.0121,keep,0,1000000,1000000.0,73858,0.0,0.0
2022-06-24,xx001979_convert,12.35,12.98,12.12,12.55,0.0278,keep,0,1000000,1000000.0,67904,0.0,0.0
2022-07-01,xx001979_convert,12.5,13.65,12.12,13.44,0.0709,keep,0,1000000,1000000.0,70834,0.0,0.0
2022-07-08,xx001979_convert,13.43,13.48,12.55,12.8,-0.0476,keep,0,1000000,1000000.0,80837,0.0,0.0
2022-07-15,xx001979_convert,12.73,13.43,12.24,12.24,-0.0437,keep,0,1000000,1000000.0,78650,0.0,0.0
2022-07-22,xx001979_convert,12.23,12.9,11.93,12.21,-0.0025,keep,0,1000000,1000000.0,90472,0.0,0.0
2022-07-29,xx001979_convert,12.22,14.1,12.2,13.7,0.122,keep,0,1000000,1000000.0,16484,0.0,0.0
2022-08-05,xx001979_convert,13.6,13.7,12.55,12.89,-0.0591,keep,0,1000000,1000000.0,37833,0.0,0.0
2022-08-12,xx001979_convert,12.96,13.74,12.3,13.59,0.0543,keep,0,1000000,1000000.0,71278,0.0,0.0
2022-08-19,xx001979_convert,13.52,15.5,13.2,14.91,0.0971,keep,0,1000000,1000000.0,68411,0.0,0.0
2022-08-26,xx001979_convert,14.8,15.19,14.03,14.61,0.0166,keep,0,1000000,1000000.0,72898,0.0,0.0
2022-09-02,xx001979_convert,14.41,15.31,14.05,14.5,-0.0075,keep,0,1000000,1000000.0,63879,0.0,0.0
2022-09-09,xx001979_convert,14.52,15.65,14.21,15.62,0.0772,keep,0,1000000,1000000.0,17462,0.0,0.0
2022-09-16,xx001979_convert,15.45,16.8,15.12,15.88,0.0166,keep,0,1000000,1000000.0,45238,0.0,0.0
2022-09-23,xx001979_convert,15.79,16.69,15.32,15.78,-0.0063,keep,0,1000000,1000000.0,47297,0.0,0.0
2022-09-30,xx001979_convert,15.8,16.72,15.36,16.34,0.0355,keep,0,1000000,1000000.0,61473,0.0,0.0
2022-10-14,xx001979_convert,16.47,17.43,15.5,15.67,-0.041,keep,0,1000000,1000000.0,36677,0.0,0.0
2022-10-21,xx001979_convert,15.27,15.82,14.73,15.29,-0.0243,keep,0,1000000,1000000.0,57516,0.0,0.0
2022-10-28,xx001979_convert,15.12,15.12,13.7,14.04,-0.0818,keep,0,1000000,1000000.0,22809,0.0,0.0
2022-11-04,xx001979_convert,13.8,14.02,12.5,13.8,-0.0171,keep,0,1000000,1000000.0,22802,0.0,0.0
2022-11-11,xx001979_convert,13.71,15.32,13.48,14.8,0.0725,keep,0,1000000,1000000.0,69423,0.0,0.0
2022-11-18,xx001979_convert,15.2,15.57,14.07,14.25,-0.0372,keep,0,1000000,1000000.0,79803,0.0,0.0
2022-11-25,xx001979_convert,14.12,15.45,13.84,15.14,0.0625,keep,0,1000000,1000000.0,42157,0.0,0.0
