date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos
2022-01-07,xx603259_convert,115.0,115.2,106.75,108.88,-0.0818,,,,,35140,,
2022-01-14,xx603259_convert,108.0,119.34,105.0,113.98,0.0468,,,,,88941,,
2022-01-21,xx603259_convert,113.98,120.46,106.07,107.69,-0.0552,,,,,88188,,
2022-01-28,xx603259_convert,106.16,112.83,101.6,104.8,-0.0268,,,,,53702,,
2022-02-11,xx603259_convert,107.5,109.29,81.82,83.07,-0.2073,,,,,91622,,
2022-02-18,xx603259_convert,82.4,100.0,82.4,98.25,0.1827,,,,,98024,,
2022-02-25,xx603259_convert,101.2,106.2,95.13,103.4,0.0524,,,,,72009,,
2022-03-04,xx603259_convert,103.5,106.93,99.41,101.91,-0.0144,,,,,10564,,
2022-03-11,xx603259_convert,100.66,103.18,88.6,98.71,-0.0314,,,,,23543,,
2022-03-18,xx603259_convert,97.7,109.2,91.01,103.62,0.0497,,,,,87028,,
2022-03-25,xx603259_convert,106.33,119.97,102.09,109.86,0.0602,keep,0,1000000,1000000,15609,0.0,0.0
2022-04-01,xx603259_convert,109.46,114.33,107.39,109.07,-0.0072,keep,0,1000000,1000000.0,25721,0.0,0.0
2022-04-08,xx603259_convert,112.0,112.72,103.8,105.0,-0.0373,keep,0,1000000,1000000.0,26111,0.0,0.0
2022-04-15,xx603259_convert,104.58,111.36,99.81,109.11,0.0391,keep,0,1000000,1000000.0,39539,0.0,0.0
2022-04-22,xx603259_convert,107.8,109.19,95.68,101.6,-0.0688,keep,0,1000000,1000000.0,97168,0.0,0.0
2022-04-29,xx603259_convert,100.0,105.36,97.8,103.23,0.016,keep,0,1000000,1000000.0,71295,0.0,0.0
2022-05-06,xx603259_convert,103.11,103.7,94.05,94.4,-0.0855,keep,0,1000000,1000000.0,45956,0.0,0.0
2022-05-13,xx603259_convert,94.05,103.4,91.18,100.89,0.0687,keep,0,1000000,1000000.0,86010,0.0,0.0
2022-05-20,xx603259_convert,100.05,102.0,93.23,98.52,-0.0235,keep,0,1000000,1000000.0,17411,0.0,0.0
2022-05-27,xx603259_convert,99.1,99.36,87.13,92.48,-0.0613,keep,0,1000000,1000000.0,86849,0.0,0.0
2022-06-02,xx603259_convert,92.5,96.46,89.88,90.64,-0.0199,keep,0,1000000,1000000.0,79400,0.0,0.0
2022-06-10,xx603259_convert,92.85,107.7,91.21,102.83,0.1401,keep,0,1000000,1000000.0,69118,0.0,0.0
2022-06-17,xx603259_convert,95.21,98.16,91.01,96.0,-0.0664,keep,0,1000000,1000000.0,15298,0.0,0.0
2022-06-24,xx603259_convert,96.0,102.83,92.45,102.67,0.0695,keep,0,1000000,1000000.0,64097,0.0,0.0
2022-07-01,xx603259_convert,104.1,106.91,100.18,102.8,0.0013,keep,0,1000000,1000000.0,49092,0.0,0.0
2022-07-08,xx603259_convert,104.1,118.4,103.15,110.2,0.072,keep,0,1000000,1000000.0,84648,0.0,0.0
2022-07-15,xx603259_convert,109.98,112.32,104.3,105.0,-0.0472,keep,0,1000000,1000000.0,69256,0.0,0.0
2022-07-22,xx603259_convert,106.0,106.0,100.0,102.52,-0.0236,keep,0,1000000,1000000.0,22917,0.0,0.0
2022-07-29,xx603259_convert,101.8,102.17,93.0,93.4,-0.089,keep,0,1000000,1000000.0,89171,0.0,0.0
2022-08-05,xx603259_convert,93.4,97.68,90.64,95.74,0.0251,keep,0,1000000,1000000.0,68272,0.0,0.0
2022-08-12,xx603259_convert,94.98,95.6,90.35,94.74,-0.0104,keep,0,1000000,1000000.0,15487,0.0,0.0
2022-08-19,xx603259_convert,94.74,95.3,89.28,90.41,-0.0457,keep,0,1000000,1000000.0,93071,0.0,0.0
2022-08-26,xx603259_convert,89.88,91.55,86.9,89.55,-0.0095,keep,0,1000000,1000000.0,29105,0.0,0.0
2022-09-02,xx603259_convert,88.0,90.8,85.5,86.25,-0.0369,keep,0,1000000,1000000.0,56099,0.0,0.0
2022-09-09,xx603259_convert,85.93,86.19,81.85,84.83,-0.0165,keep,0,1000000,1000000.0,40317,0.0,0.0
2022-09-16,xx603259_convert,81.88,81.88,72.52,73.74,-0.1307,sell,0,1000000,1000000.0,44226,0.0,0.0
2022-09-23,xx603259_convert,74.02,74.8,68.75,69.42,-0.0586,sell,0,1000000.0,1000000.0,17322,0.0,0.0
2022-09-30,xx603259_convert,69.0,74.8,68.88,71.69,0.0327,sell,0,1000000.0,1000000.0,49534,0.0,0.0
2022-10-14,xx603259_convert,73.91,80.96,67.2,80.96,0.1293,sell,0,1000000.0,1000000.0,53517,0.0,0.0
2022-10-21,xx603259_convert,81.99,84.35,76.58,76.91,-0.05,sell,0,1000000.0,1000000.0,95601,0.0,0.0
2022-10-28,xx603259_convert,77.12,81.41,72.27,78.39,0.0192,keep,0,1000000.0,1000000.0,89659,0.0,0.0
2022-11-04,xx603259_convert,77.2,84.35,74.88,84.0,0.0716,keep,0,1000000.0,1000000.0,88256,0.0,0.0
2022-11-11,xx603259_convert,83.0,87.95,81.65,85.36,0.0162,keep,0,1000000.0,1000000.0,24369,0.0,0.0
2022-11-18,xx603259_convert,86.16,90.28,84.22,86.51,0.0135,keep,0,1000000.0,1000000.0,69330,0.0,0.0
2022-11-25,xx603259_convert,85.53,87.01,80.26,81.94,-0.0528,keep,0,1000000.0,1000000.0,89389,0.0,0.0
2022-12-02,xx603259_convert,75.0,80.89,73.75,77.7,-0.0517,keep,0,1000000.0,1000000.0,10895,0.0,0.0
2022-12-09,xx603259_convert,78.9,80.99,77.6,80.0,0.0296,keep,0,1000000.0,1000000.0,33847,0.0,0.0
2022-12-16,xx603259_convert,80.01,81.49,77.13,79.08,-0.0115,keep,0,1000000.0,1000000.0,32051,0.0,0.0
2022-12-23,xx603259_convert,78.52,79.07,75.0,77.02,-0.026,keep,0,1000000.0,1000000.0,65824,0.0,0.0
2022-12-30,xx603259_convert,77.4,82.1,76.7,81.0,0.0517,keep,0,1000000.0,1000000.0,54460,0.0,0.0
2023-01-06,xx603259_convert,80.86,89.27,79.41,87.57,0.0811,keep,0,1000000.0,1000000.0,99098,0.0,0.0
2023-01-13,xx603259_convert,87.65,92.58,87.5,91.0,0.0392,keep,0,1000000.0,1000000.0,26257,0.0,0.0
2023-01-20,xx603259_convert,91.11,99.9,90.9,97.5,0.0714,keep,0,1000000.0,1000000.0,30006,0.0,0.0
2023-02-03,xx603259_convert,100.0,100.0,92.01,93.8,-0.0379,sell,0,1000000.0,1000000.0,69493,0.0,0.0
2023-02-10,xx603259_convert,92.6,93.39,88.88,89.77,-0.043,sell,0,1000000.0,1000000.0,40438,0.0,0.0
2023-02-17,xx603259_convert,89.0,91.1,85.1,85.21,-0.0508,keep,0,1000000.0,1000000.0,85453,0.0,0.0
2023-02-24,xx603259_convert,85.58,86.46,82.55,82.66,-0.0299,keep,0,1000000.0,1000000.0,58535,0.0,0.0
2023-03-03,xx603259_convert,82.3,85.54,81.01,83.25,0.0071,keep,0,1000000.0,1000000.0,85741,0.0,0.0
2023-03-10,xx603259_convert,83.01,83.62,78.83,80.22,-0.0364,keep,0,1000000.0,1000000.0,28023,0.0,0.0
2023-03-17,xx603259_convert,79.99,80.71,73.88,74.15,-0.0757,keep,0,1000000.0,1000000.0,87385,0.0,0.0
2023-03-24,xx603259_convert,74.58,82.51,72.79,80.14,0.0808,keep,0,1000000.0,1000000.0,27154,0.0,0.0
2023-03-31,xx603259_convert,80.97,83.01,78.71,79.5,-0.008,keep,0,1000000.0,1000000.0,42661,0.0,0.0
2023-04-07,xx603259_convert,79.18,83.99,75.9,83.82,0.0543,keep,0,1000000.0,1000000.0,10894,0.0,0.0
2023-04-14,xx603259_convert,84.42,88.83,81.61,85.8,0.0236,keep,0,1000000.0,1000000.0,19708,0.0,0.0
2023-04-21,xx603259_convert,85.09,86.93,76.3,76.41,-0.1094,keep,0,1000000.0,1000000.0,17759,0.0,0.0
2023-04-28,xx603259_convert,77.0,77.5,66.4,67.53,-0.1162,keep,0,1000000.0,1000000.0,93711,0.0,0.0
2023-05-05,xx603259_convert,67.71,68.28,66.0,66.47,-0.0157,keep,0,1000000.0,1000000.0,84470,0.0,0.0
2023-05-12,xx603259_convert,66.47,69.1,65.16,66.22,-0.0038,keep,0,1000000.0,1000000.0,47589,0.0,0.0
2023-05-19,xx603259_convert,66.0,69.22,65.82,67.2,0.0148,keep,0,1000000.0,1000000.0,21607,0.0,0.0
2023-05-26,xx603259_convert,67.8,70.45,66.0,66.02,-0.0176,keep,0,1000000.0,1000000.0,74312,0.0,0.0
2023-06-02,xx603259_convert,66.56,68.47,64.12,67.84,0.0276,keep,0,1000000.0,1000000.0,19882,0.0,0.0
2023-06-09,xx603259_convert,67.84,67.84,62.42,67.44,-0.0059,,0,1000000.0,1000000.0,67758,0.0,0.0
