date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission,tax
2022-01-07,xx601899_convert,9.7,9.86,9.3,9.37,-0.034,,,,,43155,,,,
2022-01-14,xx601899_convert,9.37,10.46,9.31,9.82,0.048,,,,,13630,,,,
2022-01-21,xx601899_convert,9.85,10.35,9.58,10.27,0.0458,,,,,98546,,,,
2022-01-28,xx601899_convert,10.13,10.45,9.61,9.76,-0.0497,,,,,47833,,,,
2022-02-11,xx601899_convert,10.03,11.62,10.02,11.06,0.1332,,,,,68048,,,,
2022-02-18,xx601899_convert,11.06,11.34,10.76,11.23,0.0154,,,,,43998,,,,
2022-02-25,xx601899_convert,11.14,11.38,10.65,10.95,-0.0249,,,,,78585,,,,
2022-03-04,xx601899_convert,11.0,12.09,10.85,11.58,0.0575,,,,,33526,,,,
2022-03-11,xx601899_convert,12.01,12.17,10.65,10.98,-0.0518,,,,,42871,,,,
2022-03-18,xx601899_convert,10.75,10.85,9.32,10.63,-0.0319,,,,,51703,,,,
2022-03-25,xx601899_convert,10.82,11.83,10.55,11.52,0.0837,keep,0,1000000,1000000,44671,0.0,0.0,,
2022-04-01,xx601899_convert,11.44,11.73,11.2,11.45,-0.0061,keep,0,1000000,1000000.0,40352,0.0,0.0,,
2022-04-08,xx601899_convert,11.52,12.05,11.38,11.95,0.0437,keep,0,1000000,1000000.0,29068,0.0,0.0,,
2022-04-15,xx601899_convert,12.0,12.91,11.43,12.13,0.0151,keep,0,1000000,1000000.0,71713,0.0,0.0,,
2022-04-22,xx601899_convert,12.1,12.36,10.71,11.33,-0.066,keep,0,1000000,1000000.0,58184,0.0,0.0,,
2022-04-29,xx601899_convert,10.88,11.1,10.09,11.07,-0.0229,keep,0,1000000,1000000.0,14028,0.0,0.0,,
2022-05-06,xx601899_convert,10.92,10.94,10.0,10.07,-0.0903,keep,0,1000000,1000000.0,51283,0.0,0.0,,
2022-05-13,xx601899_convert,9.97,9.99,9.26,9.53,-0.0536,keep,0,1000000,1000000.0,42279,0.0,0.0,,
2022-05-20,xx601899_convert,9.58,10.07,9.49,10.02,0.0514,keep,0,1000000,1000000.0,93724,0.0,0.0,,
2022-05-27,xx601899_convert,10.1,10.15,9.67,9.93,-0.009,keep,0,1000000,1000000.0,24134,0.0,0.0,,
2022-06-02,xx601899_convert,9.99,10.25,9.73,9.87,-0.006,keep,0,1000000,1000000.0,78558,0.0,0.0,,
2022-06-10,xx601899_convert,9.96,10.47,9.81,10.19,0.0529,keep,0,1000000,1000000.0,70211,0.0,0.0,,
2022-06-17,xx601899_convert,10.01,10.18,9.66,9.88,-0.0304,keep,0,1000000,1000000.0,33537,0.0,0.0,,
2022-06-24,xx601899_convert,9.8,9.8,9.11,9.2,-0.0688,keep,0,1000000,1000000.0,58072,0.0,0.0,,
2022-07-01,xx601899_convert,9.2,9.54,9.14,9.47,0.0293,keep,0,1000000,1000000.0,92896,0.0,0.0,,
2022-07-08,xx601899_convert,9.4,9.43,8.89,9.07,-0.0422,keep,0,1000000,1000000.0,18165,0.0,0.0,,
2022-07-15,xx601899_convert,9.15,9.15,8.36,8.37,-0.0772,keep,0,1000000,1000000.0,46736,0.0,0.0,,
2022-07-22,xx601899_convert,8.44,8.87,8.4,8.67,0.0358,keep,0,1000000,1000000.0,32675,0.0,0.0,,
2022-07-29,xx601899_convert,8.67,9.15,8.67,8.93,0.03,keep,0,1000000,1000000.0,38675,0.0,0.0,,
2022-08-05,xx601899_convert,8.94,8.95,8.47,8.82,-0.0123,keep,0,1000000,1000000.0,90509,0.0,0.0,,
2022-08-12,xx601899_convert,8.8,9.2,8.68,9.19,0.042,keep,0,1000000,1000000.0,85108,0.0,0.0,,
2022-08-19,xx601899_convert,9.2,9.32,8.84,8.84,-0.0381,keep,0,1000000,1000000.0,54878,0.0,0.0,,
2022-08-26,xx601899_convert,8.89,9.25,8.81,9.15,0.0351,keep,0,1000000,1000000.0,61541,0.0,0.0,,
2022-09-02,xx601899_convert,9.0,9.04,8.5,8.52,-0.0689,keep,0,1000000,1000000.0,53167,0.0,0.0,,
2022-09-09,xx601899_convert,8.52,9.28,8.46,9.19,0.0786,keep,0,1000000,1000000.0,14692,0.0,0.0,,
2022-09-16,xx601899_convert,9.22,9.38,8.6,8.68,-0.0555,keep,0,1000000,1000000.0,33816,0.0,0.0,,
2022-09-23,xx601899_convert,8.72,8.78,8.5,8.53,-0.0173,keep,0,1000000,1000000.0,46684,0.0,0.0,,
2022-09-30,xx601899_convert,8.37,8.37,7.46,7.84,-0.0809,keep,0,1000000,1000000.0,69004,0.0,0.0,,
2022-10-14,xx601899_convert,7.9,8.01,7.69,7.96,0.0153,keep,0,1000000,1000000.0,51935,0.0,0.0,,
2022-10-21,xx601899_convert,7.88,8.13,7.76,7.93,-0.0038,keep,0,1000000,1000000.0,80718,0.0,0.0,,
2022-10-28,xx601899_convert,8.02,8.37,7.74,8.1,0.0214,keep,0,1000000,1000000.0,32720,0.0,0.0,,
2022-11-04,xx601899_convert,7.99,8.44,7.8,8.36,0.0321,keep,0,1000000,1000000.0,87555,0.0,0.0,,
2022-11-11,xx601899_convert,8.77,10.05,8.77,9.92,0.1866,keep,0,1000000,1000000.0,80612,0.0,0.0,,
2022-11-18,xx601899_convert,10.04,10.07,9.6,9.64,-0.0282,keep,0,1000000,1000000.0,64479,0.0,0.0,,
2022-11-25,xx601899_convert,9.45,9.9,9.19,9.79,0.0156,keep,0,1000000,1000000.0,59583,0.0,0.0,,
2022-12-02,xx601899_convert,9.6,10.4,9.41,10.11,0.0327,keep,0,1000000,1000000.0,55356,0.0,0.0,,
2022-12-09,xx601899_convert,10.23,10.65,10.14,10.61,0.0495,keep,0,1000000,1000000.0,48124,0.0,0.0,,
2022-12-16,xx601899_convert,10.46,10.61,10.1,10.3,-0.0292,keep,0,1000000,1000000.0,51411,0.0,0.0,,
2022-12-23,xx601899_convert,10.38,10.44,9.77,9.9,-0.0388,keep,0,1000000,1000000.0,24711,0.0,0.0,,
2022-12-30,xx601899_convert,9.95,10.09,9.74,10.0,0.0101,keep,0,1000000,1000000.0,43966,0.0,0.0,,
2023-01-06,xx601899_convert,9.96,10.59,9.88,10.43,0.043,keep,0,1000000,1000000.0,99523,0.0,0.0,,
2023-01-13,xx601899_convert,10.69,11.85,10.67,11.55,0.1074,keep,0,1000000,1000000.0,38393,0.0,0.0,,
2023-01-20,xx601899_convert,11.65,12.11,11.11,11.91,0.0312,keep,0,1000000,1000000.0,17517,0.0,0.0,,
2023-02-03,xx601899_convert,12.0,12.32,11.45,11.85,-0.005,keep,0,1000000,1000000.0,38591,0.0,0.0,,
2023-02-10,xx601899_convert,11.5,11.69,11.13,11.19,-0.0557,keep,0,1000000,1000000.0,40145,0.0,0.0,,
2023-02-17,xx601899_convert,11.02,11.91,11.02,11.36,0.0152,keep,0,1000000,1000000.0,24969,0.0,0.0,,
2023-02-24,xx601899_convert,11.41,12.24,11.38,11.63,0.0238,keep,0,1000000,1000000.0,90526,0.0,0.0,,
2023-03-03,xx601899_convert,11.4,12.25,11.26,11.98,0.0301,keep,0,1000000,1000000.0,37018,0.0,0.0,,
2023-03-10,xx601899_convert,12.04,12.19,11.41,11.44,-0.0451,keep,0,1000000,1000000.0,11463,0.0,0.0,,
2023-03-17,xx601899_convert,11.68,12.59,11.32,11.46,0.0017,keep,0,1000000,1000000.0,31916,0.0,0.0,,
2023-03-24,xx601899_convert,11.73,12.2,11.62,12.01,0.048,keep,0,1000000,1000000.0,29550,0.0,0.0,,
2023-03-31,xx601899_convert,12.0,12.45,11.73,12.39,0.0316,keep,0,1000000,1000000.0,51484,0.0,0.0,,
