date,code,open,high,low,close,change,decision,hold_num,cash,equity,follower number,stock_value,actual_pos,commission
2022-01-07,xx601225_convert,12.55,12.66,12.03,12.14,-0.0049,,,,,34217,,,
2022-01-14,xx601225_convert,12.36,13.18,12.2,12.2,0.0049,,,,,63739,,,
2022-01-21,xx601225_convert,12.25,13.5,12.19,13.22,0.0836,,,,,10422,,,
2022-01-28,xx601225_convert,13.11,13.41,12.41,12.54,-0.0514,,,,,56134,,,
2022-02-11,xx601225_convert,12.8,14.49,12.71,14.15,0.1284,,,,,48200,,,
2022-02-18,xx601225_convert,14.18,14.57,13.6,14.51,0.0254,,,,,48996,,,
2022-02-25,xx601225_convert,14.53,15.08,13.5,14.09,-0.0289,,,,,80430,,,
2022-03-04,xx601225_convert,14.0,15.47,14.0,15.2,0.0788,,,,,49980,,,
2022-03-11,xx601225_convert,15.65,15.84,14.13,14.68,-0.0342,,,,,88763,,,
2022-03-18,xx601225_convert,14.41,15.05,13.21,14.42,-0.0177,,,,,92261,,,
2022-03-25,xx601225_convert,14.31,15.52,14.31,15.3,0.061,keep,0,1000000,1000000,59811,0.0,0.0,
2022-04-01,xx601225_convert,15.45,16.85,15.3,16.46,0.0758,keep,0,1000000,1000000.0,48242,0.0,0.0,
2022-04-08,xx601225_convert,16.35,17.0,15.65,16.96,0.0304,keep,0,1000000,1000000.0,13859,0.0,0.0,
2022-04-15,xx601225_convert,16.8,19.13,16.56,17.55,0.0348,keep,0,1000000,1000000.0,95680,0.0,0.0,
2022-04-22,xx601225_convert,17.08,17.93,16.33,16.57,-0.0558,keep,0,1000000,1000000.0,84600,0.0,0.0,
2022-04-29,xx601225_convert,16.34,17.59,15.1,17.21,0.0386,keep,0,1000000,1000000.0,45374,0.0,0.0,
2022-05-06,xx601225_convert,17.21,17.55,16.3,16.8,-0.0238,keep,0,1000000,1000000.0,92698,0.0,0.0,
2022-05-13,xx601225_convert,16.5,16.98,15.61,16.87,0.0042,keep,0,1000000,1000000.0,59860,0.0,0.0,
2022-05-20,xx601225_convert,17.06,18.07,16.54,17.83,0.0569,keep,0,1000000,1000000.0,57122,0.0,0.0,
2022-05-27,xx601225_convert,18.0,19.68,17.88,19.36,0.0858,keep,0,1000000,1000000.0,46938,0.0,0.0,
2022-06-02,xx601225_convert,19.38,19.42,18.54,18.75,-0.0315,keep,0,1000000,1000000.0,78867,0.0,0.0,
2022-06-10,xx601225_convert,18.84,21.49,18.79,21.3,0.136,keep,0,1000000,1000000.0,50230,0.0,0.0,
